MODEL INPUT FILE
d_var1,    2.9072186E-02
d_var2,    8.3000671E-01
d_var3,    3.4546137E-01
d_var4,    8.0143487E-01
d_var5,    5.7218366E-01
d_var6,    9.0857174E-01
d_var7,    2.7875827E-01
d_var8,    1.1631565E-01
d_var9,    4.4148683E-01
d_var10,     8.5103154E-01
d_var11,     7.0834628E-01
d_var12,     3.7153204E-02
d_var13,     8.2280567E-01
d_var14,     3.0268029E-01
d_var15,     2.2058732E-01
d_var16,     6.1675690E-01
d_var17,     9.7111899E-01
d_var18,     4.0634666E-03
d_var19,     3.7061834E-02
d_var20,     4.5171612E-01
d_var21,     2.1145822E-01
d_var22,     6.4400340E-01
d_var23,     7.5432693E-02
d_var24,     7.5715675E-01
d_var25,     3.3915371E-01
d_var26,     7.8344294E-01
d_var27,     4.7898114E-01
d_var28,     1.8700209E-01
d_var29,     4.5158457E-01
d_var30,     1.7480263E-01
par1,   0.0000000E+00
par2,   0.0000000E+00
par3,   0.0000000E+00
par4,   0.0000000E+00
par5,   0.0000000E+00
par6,   0.0000000E+00
par7,   0.0000000E+00
par8,   0.0000000E+00
par9,   0.0000000E+00
par10,    0.0000000E+00
par11,    0.0000000E+00
par12,    0.0000000E+00
par13,    0.0000000E+00
par14,    0.0000000E+00
par15,    0.0000000E+00
par16,    0.0000000E+00
par17,    0.0000000E+00
par18,    0.0000000E+00
par19,    0.0000000E+00
par20,    0.0000000E+00
par21,    0.0000000E+00
par22,    0.0000000E+00
par23,    0.0000000E+00
par24,    0.0000000E+00
par25,    0.0000000E+00
par26,    0.0000000E+00
par27,    0.0000000E+00
par28,    0.0000000E+00
par29,    0.0000000E+00
par30,    0.0000000E+00
