real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
1,1,2.1,3.127,3.17,3.195,3.306,3.771,4.26,4.581,4.791,1,3.2,5.255,5.339,5.389,5.612,6.541,7.52,8.162,8.583
2,1,1.275,1.462,1.482,1.502,1.522,1.829,2.18,3.235,4.257,1,1.551,1.923,1.964,2.004,2.044,2.657,3.36,5.469,7.515
3,1,1.405,1.847,2.025,2.131,2.207,3.217,4.326,4.961,5.498,1,1.81,2.694,3.05,3.262,3.414,5.434,7.651,8.922,9.996
4,1,2.1,3.143,3.205,3.234,3.263,3.67,4.149,4.612,4.999,1,3.2,5.286,5.41,5.468,5.526,6.34,7.298,8.224,8.999
5,1,1.775,2.46,2.48,2.5,2.52,2.841,3.377,3.906,4.231,1,2.55,3.919,3.959,3.999,4.039,4.681,5.754,6.812,7.462
6,1,1.529,2.037,2.149,2.227,2.282,3.292,4.377,4.708,4.964,1,2.058,3.073,3.297,3.453,3.563,5.583,7.755,8.417,8.927
7,1,1.907,2.911,3.134,3.191,3.247,3.339,3.462,4.517,5.572,1,2.814,4.822,5.267,5.382,5.495,5.679,5.924,8.034,10.144
8,1,1.537,2,2.036,2.056,2.076,2.209,2.376,3.346,4.288,1,2.074,3,3.071,3.111,3.151,3.417,3.751,5.692,7.576
10,1,2.1,3.439,3.806,3.96,4.108,4.319,4.536,5.308,6.18,1,3.2,5.878,6.612,6.92,7.217,7.639,8.072,9.615,11.359
11,1,1.587,2.096,2.128,2.166,2.217,2.939,3.677,4.707,5.713,1,2.173,3.192,3.257,3.333,3.435,4.878,6.355,8.415,10.426
12,1,2.017,2.999,3.073,3.093,3.125,3.451,3.77,4.784,5.858,1,3.035,4.998,5.147,5.187,5.25,5.903,6.54,8.569,10.716
13,1,1.524,1.96,1.981,2.02,2.059,2.526,3.089,3.331,3.476,1,2.048,2.919,2.963,3.041,3.118,4.052,5.179,5.662,5.952
14,1,1.802,2.607,2.736,2.931,3.109,3.197,3.356,4.153,4.878,1,2.605,4.214,4.472,4.861,5.217,5.393,5.712,7.305,8.755
15,1,1.67,2.264,2.301,2.333,2.365,3.019,3.998,5.338,6.352,1,2.34,3.527,3.603,3.666,3.731,5.038,6.995,9.675,11.704
16,1,1.346,1.601,1.621,1.644,1.666,2.599,3.859,4.552,4.93,1,1.691,2.203,2.243,2.288,2.333,4.199,6.718,8.104,8.86
17,1,1.364,1.651,1.684,1.704,1.764,2.783,3.797,4.441,5.053,1,1.727,2.301,2.367,2.407,2.528,4.566,6.594,7.882,9.105
18,1,2.1,3.306,3.581,3.659,3.695,3.743,3.857,4.225,4.517,1,3.2,5.613,6.162,6.318,6.39,6.485,6.715,7.449,8.033
19,1,2.1,3.114,3.14,3.172,3.205,3.29,3.386,3.58,3.761,1,3.2,5.229,5.28,5.343,5.411,5.58,5.772,6.16,6.523
20,1,2.1,3.196,3.318,3.354,3.393,3.452,3.492,4.48,5.507,1,3.2,5.392,5.635,5.708,5.786,5.903,5.983,7.96,10.014
21,1,1.745,2.422,2.465,2.485,2.51,2.733,2.979,3.717,4.427,1,2.489,3.844,3.93,3.97,4.02,4.466,4.957,6.434,7.855
22,1,1.234,1.378,1.4,1.446,1.492,1.944,2.46,3.488,4.453,1,1.468,1.757,1.799,1.893,1.984,2.889,3.92,5.976,7.905
23,1,1.83,2.57,2.59,2.61,2.631,2.93,3.237,4.256,5.266,1,2.66,4.14,4.18,4.22,4.262,4.86,5.473,7.511,9.532
24,1,2.1,3.211,3.34,3.427,3.513,3.747,4.051,5.136,6.149,1,3.2,5.422,5.679,5.854,6.026,6.495,7.102,9.272,11.299
25,1,1.731,2.511,2.683,2.716,2.749,3.083,3.403,3.938,4.48,1,2.462,4.022,4.365,4.431,4.499,5.166,5.806,6.875,7.959
26,1,2.055,3.066,3.137,3.161,3.184,4.197,5.234,5.815,6.395,1,3.109,5.131,5.273,5.322,5.368,7.394,9.467,10.631,11.789
27,1,2.027,3.219,3.526,3.576,3.6,3.775,4.059,5.183,6.197,1,3.053,5.439,6.052,6.152,6.2,6.549,7.118,9.367,11.395
28,1,1.772,2.468,2.501,2.524,2.548,3.559,4.617,5.675,6.704,1,2.545,3.936,4.001,4.048,4.096,6.118,8.234,10.35,12.408
29,1,1.526,1.967,1.993,2.017,2.041,2.937,3.87,4.813,5.719,1,2.051,2.934,2.986,3.034,3.082,4.874,6.739,8.625,10.439
30,1,1.646,2.206,2.232,2.254,2.277,2.622,2.963,3.973,4.998,1,2.292,3.412,3.464,3.507,3.553,4.243,4.927,6.947,8.997
31,1,1.931,2.849,2.967,3.008,3.054,3.363,3.666,3.994,4.303,1,2.862,4.699,4.935,5.015,5.109,5.726,6.333,6.989,7.605
32,1,1.318,1.553,1.58,1.625,1.67,2.68,3.798,4.881,5.857,1,1.636,2.105,2.16,2.25,2.339,4.359,6.596,8.763,10.714
33,1,2.1,3.254,3.44,3.48,3.546,3.82,4.075,4.955,5.828,1,3.2,5.509,5.879,5.961,6.091,6.64,7.15,8.911,10.655
34,1,1.485,1.88,1.901,1.926,1.953,2.885,3.842,4.268,4.69,1,1.97,2.761,2.802,2.851,2.905,4.77,6.685,7.535,8.381
35,1,1.24,1.389,1.409,1.429,1.458,2.477,3.678,3.948,4.029,1,1.479,1.778,1.818,1.858,1.916,3.954,6.356,6.896,7.057
37,1,2.1,3.13,3.175,3.203,3.233,3.673,4.126,5.156,6.171,1,3.2,5.259,5.35,5.407,5.467,6.346,7.251,9.312,11.342
38,1,1.893,2.816,3.076,3.248,3.304,3.536,3.963,5.162,6.164,1,2.786,4.633,5.153,5.496,5.607,6.071,6.926,9.324,11.327
39,1,2.1,3.145,3.207,3.273,3.346,3.459,3.61,3.797,3.935,1,3.2,5.289,5.415,5.545,5.692,5.918,6.221,6.595,6.87
40,1,2.1,3.182,3.29,3.326,3.37,3.755,4.131,5.155,6.172,1,3.2,5.364,5.579,5.652,5.74,6.51,7.262,9.311,11.345
41,1,1.28,1.47,1.49,1.51,1.558,1.752,1.967,2.14,2.264,1,1.56,1.94,1.98,2.02,2.116,2.504,2.933,3.28,3.528
42,1,1.523,1.963,1.991,2.015,2.044,2.912,3.805,4.24,4.647,1,2.045,2.926,2.981,3.03,3.087,4.824,6.609,7.48,8.293
43,1,1.429,1.769,1.789,1.813,1.876,2.657,3.474,4.478,5.418,1,1.859,2.537,2.577,2.626,2.752,4.314,5.949,7.956,9.835
44,1,2.1,3.131,3.171,3.191,3.271,4.073,4.84,5.655,6.502,1,3.2,5.261,5.342,5.382,5.541,7.146,8.679,10.309,12.005
45,1,1.364,1.64,1.662,1.682,1.702,2.712,3.742,4.214,4.673,1,1.727,2.279,2.324,2.364,2.404,4.424,6.483,7.428,8.345
46,1,1.732,2.523,2.706,2.749,2.843,3.909,5.3,6.655,7.621,1,2.463,4.045,4.411,4.498,4.686,6.819,9.6,12.309,14.243
47,1,1.794,2.498,2.519,2.539,2.585,2.764,2.938,3.94,4.948,1,2.587,3.996,4.038,4.078,4.17,4.529,4.876,6.88,8.896
48,1,2.01,2.949,2.988,3.008,3.118,3.293,3.377,3.602,3.874,1,3.02,4.898,4.975,5.015,5.235,5.585,5.755,6.205,6.749
