real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
0,1,1.356,1.78,2.666,3.726,4.082,4.166,4.353,4.646,4.832,1,1.711,2.56,4.332,6.452,7.165,7.332,7.706,8.292,8.663
1,1,1.704,2.361,2.473,2.679,2.894,3.121,3.843,4.452,4.508,1,2.409,3.721,3.945,4.359,4.789,5.242,6.687,7.904,8.015
2,1,1.2,1.551,1.819,2.176,2.532,2.587,2.798,3.536,4.156,1,1.399,2.103,2.637,3.353,4.065,4.173,4.596,6.072,7.313
3,1,1.289,2.312,3.332,3.581,3.654,4.373,5.263,5.751,6.067,1,1.578,3.625,5.664,6.161,6.308,7.746,9.527,10.503,11.135
4,1,1.224,1.512,1.719,1.81,1.868,2.061,2.501,2.887,3.026,1,1.447,2.024,2.438,2.619,2.737,3.122,4.002,4.775,5.051
5,1,1.482,1.879,1.905,1.942,1.978,2.029,3.069,4.161,4.297,1,1.964,2.758,2.81,2.884,2.956,3.057,5.139,7.321,7.593
6,1,1.554,2.802,3.931,4.618,4.981,5.392,5.985,6.307,6.447,1,2.107,4.603,6.862,8.237,8.961,9.784,10.971,11.615,11.894
7,1,1.127,1.477,2.144,2.875,3.273,3.325,3.539,4.159,4.68,1,1.253,1.953,3.288,4.751,5.546,5.651,6.079,7.319,8.359
8,1,1.497,2.234,2.603,2.685,2.749,2.783,2.902,3.74,4.517,1,1.993,3.469,4.205,4.369,4.498,4.566,4.804,6.48,8.035
9,1,1.247,1.481,1.644,2.1,2.491,2.782,3.095,3.276,3.442,1,1.493,1.962,2.287,3.2,3.983,4.563,5.189,5.552,5.883
10,1,1.399,2.183,2.858,4.001,4.966,5.122,5.333,5.655,6.113,1,1.798,3.367,4.716,7.003,8.931,9.244,9.666,10.31,11.226
11,1,1.462,2.083,2.612,3.699,4.547,4.736,5.002,5.936,6.797,1,1.923,3.166,4.223,6.398,8.093,8.473,9.004,10.872,12.594
12,1,2.1,3.489,3.953,4.1,4.188,4.27,4.385,4.873,5.474,1,3.2,5.978,6.907,7.2,7.376,7.54,7.771,8.746,9.948
13,1,1.374,1.837,2.419,3.66,4.52,4.617,5.031,5.407,5.475,1,1.749,2.675,3.837,6.319,8.04,8.233,9.062,9.815,9.949
14,1,1.781,3.069,3.775,4.658,5.45,5.482,5.661,6.26,6.712,1,2.562,5.137,6.55,8.315,9.899,9.964,10.321,11.519,12.425
15,1,1.159,1.234,1.457,1.885,2.117,2.564,4.001,5.549,6.119,1,1.319,1.468,1.913,2.771,3.233,4.128,7.002,10.098,11.238
16,1,1.221,1.383,1.522,1.987,2.368,2.52,3.66,4.811,5.015,1,1.441,1.766,2.044,2.975,3.736,4.04,6.319,8.622,9.029
17,1,1.238,2.314,3.316,3.416,3.559,3.812,4.09,4.478,4.764,1,1.476,3.628,5.631,5.832,6.117,6.625,7.181,7.957,8.529
18,1,1.708,2.48,3.381,4.192,4.275,4.299,4.677,5.1,5.178,1,2.416,3.959,5.763,7.385,7.551,7.598,8.354,9.2,9.357
19,1,1.819,2.642,2.757,3.767,4.777,4.8,4.902,5.047,5.112,1,2.637,4.284,4.514,6.534,8.554,8.599,8.805,9.095,9.225
20,1,1.276,1.489,1.99,2.579,2.714,2.74,2.771,2.974,3.215,1,1.552,1.977,2.981,4.158,4.427,4.48,4.541,4.949,5.431
21,1,1.668,2.519,2.948,3.25,3.423,3.485,3.636,4.01,4.289,1,2.335,4.039,4.896,5.5,5.845,5.971,6.273,7.019,7.578
22,1,1.165,1.34,1.766,3.082,4.092,4.192,4.485,5.383,6.1,1,1.331,1.681,2.532,5.164,7.184,7.384,7.97,9.765,11.2
23,1,1.905,2.774,2.986,3.294,3.466,3.544,3.66,4.396,5.094,1,2.81,4.548,4.971,5.588,5.931,6.089,6.32,7.792,9.187
24,1,1.669,2.428,2.682,3.085,3.436,3.587,3.92,4.574,5.045,1,2.337,3.857,4.363,5.17,5.872,6.173,6.839,8.148,9.091
25,1,1.126,1.661,2.31,2.623,2.809,2.976,3.155,3.317,3.469,1,1.252,2.323,3.621,4.246,4.617,4.953,5.309,5.634,5.939
26,1,1.818,2.858,3.519,3.887,3.925,4.229,4.638,4.939,5.196,1,2.636,4.715,6.038,6.773,6.849,7.458,8.277,8.879,9.392
27,1,2.1,4.1,5.838,6.599,6.632,6.686,7.162,8.15,8.731,1,3.2,7.2,10.676,12.198,12.264,12.371,13.324,15.3,16.462
28,1,2.1,3.28,3.493,3.99,4.465,4.763,5.212,5.929,6.549,1,3.2,5.561,5.985,6.98,7.931,8.526,9.424,10.857,12.098
29,1,1.403,1.908,2.138,2.214,2.271,2.533,2.874,3.711,4.469,1,1.807,2.816,3.277,3.428,3.542,4.065,4.748,6.422,7.938
30,1,1.22,1.371,1.424,1.552,1.668,1.768,1.878,2.729,3.607,1,1.439,1.743,1.849,2.103,2.336,2.536,2.755,4.458,6.215
31,1,2.1,3.424,4.396,5.105,5.197,5.316,5.495,5.666,5.757,1,3.2,5.849,7.792,9.21,9.394,9.631,9.991,10.333,10.513
32,1,1.231,1.58,1.854,2.296,2.69,3.451,4.507,5.386,5.972,1,1.462,2.16,2.709,3.592,4.38,5.901,8.015,9.773,10.944
