real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
1,1,2.073,3.059,3.082,3.102,3.154,3.918,4.714,4.847,4.917,1,3.146,5.119,5.165,5.205,5.309,6.835,8.429,8.694,8.834
3,1,1.35,1.894,2.265,2.384,2.437,3.425,4.526,4.949,5.26,1,1.699,2.788,3.531,3.768,3.874,5.85,8.051,8.899,9.521
5,1,1.852,2.614,2.634,2.654,2.678,2.994,3.403,3.599,3.716,1,2.704,4.228,4.268,4.308,4.355,4.989,5.806,6.198,6.431
6,1,1.381,1.781,1.926,1.971,2.001,3.011,4.084,4.277,4.407,1,1.762,2.562,2.851,2.942,3.001,5.021,7.168,7.554,7.814
7,1,1.291,1.623,1.784,1.814,1.839,2.221,2.628,3.255,3.884,1,1.582,2.246,2.569,2.628,2.678,3.443,4.256,5.511,6.769
8,1,1.536,2.033,2.103,2.123,2.144,2.409,2.686,3.189,3.686,1,2.073,3.066,3.206,3.246,3.289,3.818,4.372,5.378,6.372
9,1,1.679,2.31,2.37,2.39,2.413,3.118,3.823,4.005,4.187,1,2.359,3.619,3.74,3.78,3.826,5.237,6.646,7.01,7.375
10,1,1.943,2.998,3.229,3.273,3.309,4.097,4.901,5.199,5.543,1,2.886,4.995,5.458,5.545,5.618,7.195,8.803,9.399,10.086
11,1,1.764,2.516,2.616,2.638,2.681,3.486,4.291,4.885,5.466,1,2.528,4.032,4.231,4.277,4.361,5.973,7.582,8.77,9.933
12,1,2.098,3.253,3.42,3.44,3.47,3.771,4.062,4.534,5.089,1,3.196,5.506,5.841,5.881,5.94,6.542,7.124,8.068,9.177
13,1,1.733,2.435,2.516,2.537,2.563,3.185,3.86,3.987,4.059,1,2.465,3.87,4.031,4.075,4.126,5.371,6.721,6.975,7.117
14,1,1.757,2.551,2.697,2.736,2.776,3.058,3.39,3.801,4.164,1,2.515,4.102,4.394,4.473,4.552,5.117,5.78,6.603,7.328
15,1,1.332,1.579,1.624,1.666,1.691,2.506,3.673,4.545,5.067,1,1.665,2.159,2.248,2.333,2.382,4.012,6.345,8.09,9.133
16,1,1.424,1.766,1.793,1.813,1.837,2.569,3.453,3.772,3.95,1,1.848,2.531,2.586,2.626,2.674,4.137,5.907,6.544,6.9
19,1,1.747,2.414,2.444,2.464,2.486,2.649,2.821,2.899,2.968,1,2.493,3.828,3.889,3.929,3.971,4.298,4.643,4.798,4.937
20,1,2.098,3.121,3.157,3.177,3.199,3.308,3.415,3.669,3.947,1,3.195,5.242,5.313,5.353,5.398,5.616,5.83,6.337,6.893
21,1,2.097,3.184,3.283,3.303,3.33,3.682,4.037,4.312,4.578,1,3.195,5.367,5.566,5.606,5.66,6.364,7.075,7.623,8.156
22,1,1.222,1.384,1.438,1.462,1.487,2.268,3.098,3.623,4.098,1,1.444,1.769,1.875,1.924,1.975,3.537,5.196,6.246,7.196
23,1,2.091,3.106,3.14,3.16,3.183,3.671,4.157,4.679,5.202,1,3.182,5.212,5.28,5.32,5.366,6.342,7.315,8.358,9.404
24,1,1.776,2.559,2.679,2.711,2.743,3.635,4.592,5.184,5.712,1,2.552,4.118,4.358,4.422,4.485,6.271,8.184,9.368,10.424
25,1,1.226,1.523,1.704,1.724,1.749,2.459,3.165,3.328,3.494,1,1.452,2.046,2.408,2.448,2.497,3.918,5.33,5.656,5.988
26,1,2.099,3.201,3.318,3.341,3.363,4.115,4.884,5.102,5.322,1,3.197,5.402,5.636,5.682,5.727,7.229,8.769,9.203,9.643
27,1,2.099,3.633,4.185,4.211,4.236,4.514,4.84,5.425,5.962,1,3.197,6.266,7.37,7.421,7.472,8.028,8.681,9.85,10.925
28,1,1.777,2.494,2.545,2.566,2.588,3.503,4.451,4.876,5.286,1,2.554,3.989,4.091,4.132,4.176,6.006,7.902,8.753,9.572
29,1,1.583,2.122,2.19,2.21,2.23,3.106,4.005,4.618,5.209,1,2.165,3.245,3.379,3.419,3.459,5.213,7.01,8.235,9.418
30,1,1.502,1.921,1.948,1.968,1.991,2.607,3.22,3.858,4.51,1,2.003,2.842,2.897,2.937,2.982,4.214,5.44,6.715,8.02
34,1,1.306,1.526,1.55,1.57,1.593,2.363,3.151,3.311,3.472,1,1.613,2.053,2.1,2.14,2.186,3.726,5.303,5.622,5.945
36,1,1.98,2.879,2.909,2.929,2.963,3.288,3.607,4.257,4.904,1,2.959,4.758,4.817,4.857,4.925,5.576,6.214,7.514,8.808
37,1,1.999,2.927,2.966,2.986,3.008,3.783,4.579,4.972,5.344,1,2.999,4.855,4.932,4.972,5.016,6.566,8.158,8.945,9.689
