real_name,stage,k_01,k_02,k_03,k_04,k_05,k_06,k_07,k_08,k_09,k_10
1,1,2.5,0.256362,18.9159,25,25,5.96309,0.346923,3.32212,4.34217,20.0325
3,1,2.5,1.00076,0.84819,3.2621,5.93718,23.6519,0.255806,2.03291,0.830769,24.548
5,1,2.5,0.332044,25,25,25,18.667,0.823863,2.38013,2.74508,9.84667
6,1,2.5,0.888143,2.10318,9.7057,12.726,24.9837,0.250095,3.4205,2.08374,24.9389
7,1,2.5,1.30684,1.76411,12.7447,24.8929,16.8197,0.681137,6.36455,0.424941,6.07357
8,1,2.5,0.570403,4.14647,25,25,22.1333,0.98853,10.6188,0.521043,13.8683
9,1,2.5,0.430249,4.93922,24.9999,24.9995,19.3156,0.361486,20.8955,1.4695,20.0657
10,1,2.5,0.295883,1.17988,12.777,10.3137,20.979,0.322305,9.10513,0.923576,3.4243
11,1,2.5,0.371068,2.81936,21.6482,22.391,8.06618,0.324878,8.45,0.441873,14.1979
12,1,2.5,0.250054,1.58846,25,25,12.7213,0.890032,24.9997,0.540755,2.70239
13,1,2.5,0.393919,3.59184,22.624,23.077,16.8361,0.412201,3.69565,4.22738,20.2608
14,1,2.5,0.379564,1.83967,24.2919,8.58394,24.3671,0.918517,4.22103,0.709877,23.6719
15,1,2.5,1.07379,17.0897,8.40335,19.4728,21.4823,0.31134,0.689565,0.490585,20.402
16,1,2.5,0.769073,14.5219,25,24.9997,17.5063,0.349016,1.49146,1.65701,9.27532
18,1,2.5,0.250018,2.74052,10.8235,25,18.0546,2.0944,3.53847,3.01204,19.0418
19,1,2.5,0.385716,12.2438,25,25,21.9916,1.64518,12.3622,4.34875,21.2296
20,1,2.5,0.250055,9.782,25,25,20.1972,2.58491,24.9991,1.02484,7.32958
21,1,2.5,0.25008,2.80214,25,24.9997,14.3396,0.748734,11.7274,0.987956,18.686
22,1,2.5,2.04304,6.1883,19.6239,21.5345,18.2328,0.326123,4.05318,0.539295,20.7052
23,1,2.5,0.251619,10.4774,25,24.9998,19.5786,0.526714,21.779,0.489741,19.3079
24,1,2.5,0.369292,2.32643,20.1569,12.7071,20.9159,0.284016,3.30189,0.484268,21.2604
25,1,2.5,1.98332,1.45859,25,24.9997,17.1297,0.359641,24.998,1.63053,19.925
26,1,2.5,0.250038,2.41148,19.198,24.9625,20.1588,0.338458,8.13461,1.34133,7.39175
27,1,2.5,0.250034,0.466177,15.9253,24.9976,16.1664,0.953757,3.88834,0.480612,14.3554
28,1,2.5,0.368633,6.16825,23.9272,24.0875,21.9484,0.276829,5.66561,0.655747,8.80288
29,1,2.5,0.517343,4.36746,25,24.9998,25,0.288619,7.77349,0.430736,22.4956
30,1,2.5,0.621634,14.2763,25,25,19.4045,0.414803,25,0.398197,10.0415
32,1,2.5,1.80231,4.18824,22.7376,12.4536,22.7238,0.25,2.18856,0.611042,24.558
33,1,2.5,0.511436,2.86629,25,25,9.84221,0.339125,5.80682,1.3163,17.5001
34,1,2.5,1.19273,18.1428,25,25,19.3585,0.332406,8.06033,1.93657,7.62173
35,1,2.5,1.22258,15.6862,24.9994,24.999,9.31675,0.398671,2.60976,7.3071,15.6483
36,1,2.5,0.283862,12.7604,25,25,10.3949,0.830249,14.0131,0.39523,17.4544
37,1,2.5,0.277272,8.73494,24.9998,24.9994,20.721,0.328077,7.54676,0.693529,21.1166
38,1,2.5,0.298369,0.916315,5.34765,24.4992,18.1814,0.444364,1.96145,0.260795,20.215
39,1,2.5,1.0461,6.98452,24.9993,24.9991,14.4205,0.668571,5.62223,4.00916,18.8359
41,1,2.5,0.888047,25,25,24.9999,6.01799,1.43751,9.8081,4.66449,18.5203
42,1,2.5,0.429512,3.36263,24.9998,24.9995,13.153,0.323946,9.73413,1.57115,20.8097
44,1,2.5,0.250044,3.01282,25,25,4.36659,0.487477,10.3519,1.1222,3.72009
45,1,2.5,1.08002,6.6167,25,25,25,0.320425,13.4572,1.48969,13.0445
46,1,2.5,0.375473,1.14176,21.6067,24.9918,4.2548,0.277968,1.14331,0.430379,22.454
47,1,2.5,0.25005,12.7629,25,25,8.44429,1.25156,18.2774,0.83624,6.07037
48,1,2.5,0.250015,3.35709,25,25,3.61252,3.90187,25,2.77782,3.06489
