real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
1,1,2.008,2.933,2.961,2.981,3.044,3.845,4.684,4.83,4.897,1,3.016,4.867,4.922,4.962,5.088,6.689,8.367,8.66,8.795
3,1,1.333,1.833,2.174,2.289,2.34,3.35,4.473,4.892,5.199,1,1.666,2.666,3.348,3.578,3.68,5.7,7.945,8.784,9.399
4,1,1.456,1.888,1.975,1.995,2.017,2.823,3.697,3.926,4.086,1,1.911,2.776,2.95,2.99,3.034,4.646,6.395,6.852,7.172
5,1,1.853,2.616,2.636,2.656,2.68,2.997,3.405,3.601,3.718,1,2.706,4.233,4.273,4.313,4.36,4.993,5.81,6.203,6.436
6,1,1.381,1.781,1.925,1.971,2.001,3.011,4.084,4.277,4.407,1,1.762,2.562,2.851,2.942,3.001,5.021,7.167,7.553,7.813
7,1,1.156,1.271,1.348,1.376,1.396,1.992,2.634,3.141,3.621,1,1.312,1.542,1.696,1.751,1.792,2.983,4.267,5.282,6.242
8,1,1.538,2.035,2.106,2.126,2.147,2.411,2.688,3.191,3.689,1,2.075,3.071,3.211,3.251,3.294,3.823,4.376,5.382,6.378
9,1,1.682,2.316,2.376,2.396,2.419,3.123,3.826,4.008,4.191,1,2.365,3.631,3.752,3.792,3.838,5.246,6.652,7.016,7.382
10,1,1.946,3.004,3.236,3.28,3.316,4.103,4.906,5.204,5.548,1,2.892,5.009,5.472,5.56,5.632,7.206,8.811,9.408,10.095
11,1,1.854,2.683,2.769,2.789,2.826,3.586,4.345,4.962,5.571,1,2.707,4.366,4.538,4.578,4.652,6.172,7.69,8.924,10.143
12,1,2.1,3.233,3.375,3.395,3.426,3.831,4.225,4.613,5.065,1,3.2,5.465,5.751,5.791,5.852,6.662,7.451,8.225,9.129
13,1,1.814,2.591,2.665,2.685,2.708,3.3,3.938,4.06,4.134,1,2.627,4.182,4.329,4.369,4.416,5.6,6.876,7.12,7.268
14,1,1.758,2.552,2.698,2.737,2.776,3.059,3.39,3.802,4.164,1,2.516,4.103,4.395,4.474,4.553,5.118,5.781,6.604,7.329
15,1,1.336,1.586,1.631,1.673,1.698,2.509,3.669,4.542,5.065,1,1.671,2.172,2.262,2.347,2.396,4.017,6.338,8.083,9.13
16,1,1.425,1.768,1.795,1.815,1.84,2.57,3.453,3.772,3.95,1,1.851,2.536,2.591,2.631,2.679,4.14,5.907,6.544,6.9
17,1,1.6,2.337,2.584,2.604,2.698,3.425,4.093,4.356,4.612,1,2.199,3.673,4.168,4.208,4.396,5.85,7.185,7.712,8.225
18,1,2.1,3.191,3.305,3.338,3.362,3.496,3.686,3.839,3.936,1,3.2,5.382,5.611,5.677,5.725,5.991,6.371,6.679,6.871
19,1,1.748,2.417,2.447,2.467,2.489,2.652,2.824,2.902,2.971,1,2.496,3.834,3.895,3.935,3.977,4.304,4.648,4.804,4.942
20,1,2.1,3.131,3.171,3.191,3.217,3.346,3.47,3.696,3.942,1,3.2,5.261,5.342,5.382,5.433,5.692,5.94,6.391,6.885
21,1,2.1,3.181,3.272,3.292,3.319,3.7,4.088,4.352,4.604,1,3.2,5.362,5.544,5.584,5.638,6.401,7.176,7.703,8.208
22,1,1.277,1.491,1.54,1.561,1.583,2.257,2.965,3.528,4.057,1,1.553,1.983,2.08,2.122,2.166,3.513,4.931,6.056,7.113
23,1,2.1,3.123,3.156,3.176,3.198,3.71,4.221,4.731,5.241,1,3.2,5.246,5.311,5.351,5.397,6.42,7.443,8.462,9.483
24,1,1.584,2.153,2.25,2.282,2.313,3.321,4.403,4.966,5.457,1,2.168,3.306,3.501,3.564,3.625,5.643,7.806,8.933,9.914
25,1,1.226,1.524,1.705,1.725,1.75,2.459,3.164,3.328,3.494,1,1.452,2.047,2.41,2.45,2.5,3.919,5.329,5.656,5.987
26,1,2.1,3.198,3.309,3.332,3.354,4.126,4.917,5.132,5.348,1,3.2,5.396,5.619,5.664,5.709,7.252,8.834,9.264,9.697
27,1,2.1,3.629,4.174,4.2,4.225,4.505,4.833,5.416,5.951,1,3.2,6.259,7.349,7.4,7.451,8.01,8.667,9.832,10.903
28,1,1.837,2.614,2.663,2.683,2.704,3.589,4.504,4.936,5.356,1,2.674,4.227,4.327,4.367,4.409,6.178,8.008,8.872,9.712
29,1,1.535,2.034,2.11,2.13,2.15,3.068,4.011,4.605,5.173,1,2.069,3.069,3.219,3.259,3.3,5.135,7.022,8.21,9.347
30,1,1.502,1.922,1.95,1.97,1.993,2.608,3.221,3.859,4.512,1,2.005,2.844,2.899,2.939,2.985,4.216,5.442,6.717,8.023
31,1,2.1,3.347,3.611,3.639,3.685,4.154,4.606,4.746,4.88,1,3.2,5.694,6.222,6.277,6.369,7.308,8.213,8.491,8.76
32,1,1.248,1.449,1.512,1.541,1.57,2.58,3.683,4.207,4.638,1,1.495,1.897,2.024,2.082,2.139,4.159,6.367,7.415,8.275
33,1,1.589,2.165,2.263,2.283,2.318,3.081,3.861,4.094,4.298,1,2.178,3.331,3.526,3.566,3.636,5.161,6.722,7.188,7.596
34,1,1.31,1.534,1.558,1.578,1.601,2.365,3.148,3.308,3.47,1,1.62,2.068,2.115,2.155,2.201,3.73,5.295,5.615,5.939
35,1,1.25,1.415,1.44,1.46,1.499,2.237,3.063,3.21,3.256,1,1.499,1.83,1.881,1.921,1.997,3.474,5.125,5.42,5.513
36,1,1.98,2.88,2.91,2.93,2.964,3.289,3.608,4.259,4.906,1,2.961,4.761,4.82,4.86,4.928,5.579,6.217,7.517,8.811
37,1,2.003,2.935,2.974,2.994,3.016,3.79,4.584,4.978,5.35,1,3.007,4.871,4.948,4.988,5.032,6.579,8.168,8.956,9.701
38,1,2.1,3.397,3.741,3.797,3.821,4.362,5.007,6.126,7.139,1,3.2,5.794,6.482,6.594,6.642,7.723,9.014,11.251,13.277
39,1,1.202,1.328,1.361,1.381,1.406,1.939,2.52,2.633,2.695,1,1.404,1.655,1.721,1.761,1.811,2.879,4.039,4.266,4.389
40,1,1.385,1.767,1.893,1.934,1.966,2.795,3.632,4.036,4.419,1,1.771,2.533,2.786,2.867,2.933,4.59,6.265,7.071,7.839
41,1,1.328,1.565,1.585,1.605,1.669,1.913,2.137,2.22,2.282,1,1.655,2.13,2.17,2.21,2.337,2.826,3.274,3.44,3.564
42,1,1.686,2.349,2.437,2.457,2.486,3.276,4.073,4.258,4.429,1,2.372,3.699,3.874,3.914,3.973,5.553,7.146,7.516,7.857
44,1,2.1,3.183,3.276,3.296,3.363,3.934,4.471,4.718,5.008,1,3.2,5.366,5.552,5.592,5.726,6.867,7.942,8.435,9.015
45,1,1.252,1.447,1.5,1.52,1.54,2.476,3.427,3.601,3.766,1,1.504,1.894,1.999,2.039,2.08,3.952,5.854,6.202,6.532
46,1,1.765,2.649,2.879,2.901,2.969,3.928,5.046,5.845,6.437,1,2.53,4.298,4.758,4.801,4.938,6.855,9.092,10.691,11.874
47,1,2.1,3.125,3.161,3.181,3.227,3.464,3.682,3.989,4.323,1,3.2,5.251,5.322,5.362,5.454,5.929,6.363,6.978,7.645
48,1,2.1,3.18,3.269,3.289,3.39,3.577,3.682,3.76,3.892,1,3.2,5.359,5.539,5.579,5.781,6.153,6.363,6.521,6.785
