real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
1,1,2.075,3.064,3.087,3.107,3.159,3.922,4.718,4.851,4.921,1,3.151,5.128,5.175,5.215,5.319,6.844,8.435,8.701,8.841
3,1,1.35,1.894,2.266,2.385,2.437,3.425,4.525,4.949,5.26,1,1.7,2.789,3.532,3.769,3.874,5.85,8.051,8.898,9.521
4,1,1.449,1.873,1.957,1.977,1.998,2.808,3.685,3.912,4.071,1,1.899,2.746,2.914,2.954,2.997,4.616,6.371,6.824,7.142
5,1,1.853,2.616,2.636,2.656,2.68,2.997,3.405,3.601,3.718,1,2.706,4.233,4.273,4.313,4.36,4.993,5.81,6.203,6.436
6,1,1.381,1.781,1.925,1.971,2.001,3.011,4.084,4.277,4.407,1,1.762,2.562,2.851,2.942,3.001,5.021,7.167,7.553,7.813
7,1,1.292,1.625,1.787,1.816,1.841,2.223,2.629,3.257,3.886,1,1.583,2.25,2.573,2.633,2.682,3.446,4.258,5.513,6.773
8,1,1.538,2.035,2.106,2.126,2.147,2.411,2.688,3.191,3.689,1,2.075,3.071,3.211,3.251,3.294,3.823,4.376,5.382,6.378
9,1,1.682,2.316,2.376,2.396,2.419,3.123,3.826,4.008,4.191,1,2.365,3.631,3.752,3.792,3.838,5.246,6.652,7.016,7.382
10,1,1.946,3.004,3.236,3.28,3.316,4.103,4.906,5.204,5.548,1,2.892,5.009,5.472,5.56,5.632,7.206,8.811,9.408,10.095
11,1,1.774,2.537,2.637,2.66,2.702,3.502,4.301,4.896,5.48,1,2.548,4.073,4.274,4.319,4.404,6.004,7.602,8.793,9.96
12,1,2.1,3.257,3.425,3.445,3.475,3.775,4.066,4.538,5.093,1,3.2,5.515,5.85,5.89,5.949,6.55,7.132,8.077,9.187
13,1,1.735,2.44,2.52,2.542,2.568,3.189,3.863,3.99,4.061,1,2.47,3.879,4.04,4.084,4.136,5.378,6.726,6.979,7.122
