real_name,stage,k_01,k_02,k_03,k_04,k_05,k_06,k_07,k_08,k_09,k_10
1,1,2.5,0.256704,18.9283,24.9976,24.9956,5.96431,0.346717,3.32028,4.34373,20.041
3,1,2.5,1.00111,0.84831,3.26194,5.9368,23.6529,0.255765,2.03257,0.830846,24.5508
5,1,2.5,0.3323,25,25,25,18.6712,0.823604,2.37988,2.74574,9.84908
6,1,2.5,0.888991,2.10372,9.70354,12.7229,24.9854,0.25,3.41862,2.08422,24.9466
7,1,2.5,1.30879,1.76505,12.7415,24.8853,16.8223,0.680673,6.3597,0.425102,6.07648
8,1,2.5,0.572604,4.15653,24.9987,24.9954,22.1526,0.986899,10.6088,0.521537,13.8852
9,1,2.5,0.43087,4.94229,24.9958,24.9936,19.3193,0.361251,20.8817,1.47006,20.075
10,1,2.5,0.29622,1.18036,12.7746,10.3114,20.9815,0.322137,9.09983,0.923845,3.42556
11,1,2.5,0.376183,2.83117,21.5785,22.3237,8.07784,0.322841,8.39463,0.443157,14.2597
12,1,2.5,0.250336,1.58955,25,24.9981,12.7241,0.889598,24.9905,0.540927,2.70337
13,1,2.5,0.394577,3.59407,22.6181,23.0695,16.8392,0.411887,3.69257,4.22919,20.2716
14,1,2.5,0.379876,1.84004,24.2868,8.58207,24.3684,0.918163,4.21896,0.710018,23.6782
15,1,2.5,1.07497,17.0966,8.40186,19.4686,21.4849,0.311184,0.689184,0.490723,20.4091
16,1,2.5,0.770217,14.5315,24.996,24.9939,17.5098,0.348783,1.49047,1.65766,9.27974
18,1,2.5,0.25028,2.74171,10.8221,24.9955,18.0569,2.09341,3.53673,3.01286,19.0482
19,1,2.5,0.386046,12.2484,24.9975,24.9965,21.9941,1.64454,12.3573,4.34973,21.2354
20,1,2.5,0.250379,9.78826,24.9977,24.9958,20.2012,2.58342,24.9857,1.0252,7.33263
21,1,2.5,0.25043,2.80393,24.9966,24.9944,14.3424,0.748265,11.7202,0.988324,18.6943
22,1,2.5,2.04575,6.19098,19.6189,21.5282,18.2351,0.325924,4.05031,0.539475,20.7141
23,1,2.5,0.251957,10.484,24.997,24.9949,19.5824,0.526397,21.7664,0.489917,19.3163
24,1,2.5,0.369588,2.32699,20.1535,12.7047,20.9173,0.28391,3.30043,0.484364,21.2659
25,1,2.5,1.98577,1.45936,24.9965,24.9947,17.1325,0.359441,24.984,1.63106,19.9329
26,1,2.5,0.250268,2.41244,19.1959,24.9588,20.1613,0.338317,8.13118,1.34165,7.39393
27,1,2.5,0.250297,0.466412,15.9239,24.994,16.1689,0.953309,3.88662,0.480748,14.3602
28,1,2.5,0.36896,6.17065,23.9249,24.0841,21.951,0.276719,5.66334,0.655901,8.80538
29,1,2.5,0.51776,4.36913,24.9983,24.997,25,0.288515,7.77083,0.430829,22.5015
30,1,2.5,0.622014,14.2823,25,24.9996,19.4071,0.414695,24.9959,0.398269,10.0435
33,1,2.5,0.511923,2.86777,24.9992,24.9975,9.84383,0.338983,5.80474,1.31664,17.5054
34,1,2.5,1.20979,18.2853,24.9788,24.9683,19.413,0.330352,8.02599,1.94308,7.65604
36,1,2.5,0.284095,12.7686,25,25,10.3971,0.829966,14.0109,0.395329,17.459
37,1,2.5,0.277639,8.73978,24.9957,24.9938,20.7245,0.327881,7.54211,0.69377,21.1255
38,1,2.5,0.298724,0.916677,5.34646,24.4929,18.1835,0.444121,1.96022,0.260874,20.2227
39,1,2.5,1.04783,6.98875,24.9926,24.9909,14.423,0.668064,5.61752,4.01086,18.846
41,1,2.5,0.88949,25,24.9972,24.9946,6.01951,1.43648,9.80155,4.66654,18.5299
42,1,2.5,0.430068,3.36447,24.9959,24.9941,13.1552,0.323757,9.7283,1.57168,20.8183
44,1,2.5,0.250316,3.01449,24.9984,24.9967,4.36736,0.487241,10.3474,1.12253,3.72139
45,1,2.5,1.08064,6.61879,24.9996,24.9986,25,0.320344,13.4543,1.48993,13.0469
46,1,2.5,0.375956,1.1422,21.6009,24.9842,4.25526,0.277802,1.1425,0.430517,22.4633
47,1,2.5,0.250369,12.772,24.9993,24.997,8.44622,1.25086,18.2689,0.836537,6.07284
48,1,2.5,0.250237,3.35935,25,25,3.61333,3.90041,24.9951,2.77857,3.06576
