real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
1,1,2.073,3.059,3.082,3.102,3.154,3.917,4.714,4.847,4.917,1,3.146,5.118,5.164,5.204,5.308,6.835,8.428,8.694,8.834
3,1,1.35,1.894,2.265,2.384,2.437,3.425,4.526,4.949,5.26,1,1.699,2.788,3.531,3.768,3.874,5.85,8.051,8.899,9.521
5,1,1.852,2.614,2.634,2.654,2.677,2.994,3.403,3.599,3.715,1,2.704,4.228,4.268,4.308,4.355,4.989,5.806,6.198,6.431
6,1,1.381,1.781,1.925,1.971,2.001,3.011,4.084,4.277,4.407,1,1.762,2.562,2.851,2.942,3.001,5.021,7.167,7.554,7.814
8,1,1.536,2.033,2.103,2.123,2.144,2.409,2.686,3.189,3.686,1,2.073,3.066,3.206,3.246,3.289,3.818,4.372,5.378,6.372
9,1,1.679,2.309,2.37,2.39,2.413,3.118,3.823,4.005,4.187,1,2.359,3.619,3.74,3.78,3.826,5.236,6.645,7.009,7.374
10,1,1.943,2.997,3.229,3.272,3.309,4.097,4.901,5.199,5.543,1,2.886,4.995,5.457,5.545,5.617,7.194,8.802,9.398,10.085
11,1,1.764,2.516,2.615,2.638,2.68,3.486,4.291,4.885,5.466,1,2.527,4.031,4.231,4.276,4.361,5.972,7.582,8.769,9.932
12,1,2.098,3.253,3.42,3.44,3.47,3.771,4.062,4.534,5.088,1,3.196,5.506,5.84,5.88,5.94,6.541,7.123,8.068,9.177
13,1,1.733,2.435,2.515,2.537,2.563,3.185,3.86,3.987,4.059,1,2.465,3.869,4.031,4.074,4.126,5.37,6.721,6.974,7.117
14,1,1.757,2.551,2.697,2.736,2.776,3.058,3.39,3.801,4.164,1,2.515,4.101,4.393,4.472,4.551,5.116,5.78,6.603,7.328
15,1,1.332,1.579,1.624,1.666,1.691,2.506,3.673,4.545,5.067,1,1.665,2.159,2.247,2.333,2.382,4.012,6.345,8.09,9.133
16,1,1.424,1.766,1.793,1.813,1.837,2.568,3.453,3.772,3.95,1,1.848,2.531,2.585,2.625,2.674,4.137,5.907,6.544,6.9
19,1,1.747,2.414,2.444,2.464,2.485,2.649,2.821,2.899,2.968,1,2.493,3.827,3.888,3.928,3.971,4.298,4.642,4.798,4.936
20,1,2.098,3.121,3.156,3.176,3.199,3.308,3.415,3.668,3.946,1,3.195,5.241,5.312,5.353,5.397,5.616,5.829,6.337,6.893
21,1,2.097,3.183,3.282,3.302,3.33,3.682,4.037,4.311,4.578,1,3.194,5.367,5.565,5.605,5.66,6.363,7.074,7.623,8.155
22,1,1.222,1.384,1.438,1.462,1.487,2.268,3.098,3.623,4.098,1,1.444,1.769,1.875,1.924,1.974,3.537,5.196,6.246,7.196
23,1,2.091,3.106,3.14,3.16,3.183,3.67,4.157,4.679,5.202,1,3.182,5.212,5.279,5.319,5.365,6.341,7.314,8.358,9.404
24,1,1.776,2.559,2.679,2.711,2.742,3.635,4.592,5.184,5.712,1,2.551,4.118,4.357,4.421,4.485,6.271,8.184,9.368,10.423
25,1,1.226,1.523,1.704,1.724,1.749,2.459,3.165,3.328,3.494,1,1.452,2.046,2.408,2.448,2.497,3.918,5.33,5.656,5.988
26,1,2.099,3.201,3.318,3.341,3.363,4.115,4.884,5.101,5.322,1,3.197,5.402,5.635,5.681,5.726,7.229,8.769,9.203,9.643
27,1,2.099,3.633,4.185,4.211,4.236,4.514,4.84,5.425,5.962,1,3.197,6.266,7.37,7.421,7.472,8.027,8.681,9.849,10.924
28,1,1.777,2.494,2.545,2.566,2.588,3.503,4.451,4.876,5.286,1,2.554,3.988,4.09,4.132,4.176,6.006,7.902,8.753,9.571
29,1,1.583,2.122,2.189,2.209,2.229,3.106,4.005,4.618,5.209,1,2.165,3.245,3.379,3.419,3.459,5.212,7.01,8.235,9.418
30,1,1.502,1.921,1.948,1.968,1.991,2.607,3.22,3.858,4.51,1,2.003,2.841,2.896,2.936,2.982,4.214,5.44,6.715,8.02
34,1,1.306,1.526,1.55,1.57,1.593,2.363,3.151,3.311,3.472,1,1.613,2.053,2.1,2.14,2.186,3.726,5.303,5.622,5.945
36,1,1.98,2.879,2.908,2.928,2.963,3.288,3.607,4.257,4.904,1,2.959,4.758,4.817,4.857,4.925,5.576,6.214,7.514,8.807
37,1,1.999,2.927,2.966,2.986,3.008,3.783,4.579,4.972,5.344,1,2.998,4.854,4.931,4.971,5.015,6.565,8.157,8.944,9.688
38,1,1.936,3.044,3.364,3.421,3.444,4.021,4.712,5.798,6.768,1,2.872,5.088,5.727,5.841,5.889,7.043,8.425,10.596,12.537
39,1,1.338,1.612,1.658,1.678,1.705,2.097,2.516,2.623,2.698,1,1.676,2.224,2.315,2.355,2.41,3.194,4.032,4.246,4.397
41,1,1.381,1.671,1.691,1.712,1.763,1.979,2.178,2.257,2.324,1,1.761,2.343,2.383,2.423,2.526,2.957,3.357,3.515,3.649
42,1,1.681,2.336,2.42,2.44,2.469,3.26,4.059,4.243,4.414,1,2.361,3.671,3.84,3.88,3.938,5.521,7.117,7.487,7.829
44,1,2.098,3.18,3.272,3.293,3.36,3.93,4.468,4.714,5.004,1,3.197,5.359,5.545,5.585,5.719,6.86,7.935,8.429,9.008
45,1,1.331,1.6,1.648,1.668,1.688,2.479,3.278,3.464,3.651,1,1.663,2.201,2.296,2.336,2.376,3.957,5.555,5.928,6.302
46,1,1.764,2.648,2.878,2.9,2.968,3.927,5.047,5.846,6.438,1,2.529,4.295,4.756,4.799,4.937,6.855,9.093,10.693,11.876
47,1,2.097,3.114,3.144,3.164,3.204,3.433,3.647,3.959,4.299,1,3.195,5.229,5.288,5.328,5.407,5.866,6.293,6.918,7.598
