real_name,stage,k_01,k_02,k_03,k_04,k_05,k_06,k_07,k_08,k_09,k_10
1,1,2.5,0.276214,14.7844,25,25,4.8846,0.334308,2.79781,4.52097,20.3317
3,1,2.5,0.980883,0.875143,3.35446,6.06285,24.2678,0.2585,2.09238,0.825476,24.4114
4,1,2.5,0.703141,3.2443,25,25,21.3231,0.314662,3.1362,1.68157,21.6797
5,1,2.5,0.331925,25,25,25,18.6505,0.823854,2.37826,2.74437,9.84582
6,1,2.5,0.889084,2.10635,9.71115,12.73,25,0.25,3.42076,2.0844,24.9467
7,1,2.5,2.10151,2.51195,13.3382,25,19.538,0.56633,5.52802,0.47049,6.94121
8,1,2.5,0.57133,4.14923,25,25,22.1378,0.987787,10.6107,0.521216,13.8755
9,1,2.5,0.429259,4.92993,25,25,19.3014,0.361838,20.9073,1.46865,20.0512
10,1,2.5,0.295456,1.17899,12.7781,10.3154,20.9737,0.322516,9.11052,0.923288,3.42273
11,1,2.5,0.3645,3.40224,24.6456,24.5619,9.30627,0.328909,9.38547,0.433081,14.1843
12,1,2.5,0.25,1.68868,25,25,11.6883,0.710664,25,0.626559,3.13622
13,1,2.5,0.399502,4.18765,24.872,24.6518,18.7952,0.411531,3.95048,4.1914,20.3997
14,1,2.5,0.379958,1.8421,24.3028,8.58602,24.3808,0.918159,4.22101,0.710092,23.6794
15,1,2.5,1.06063,16.9082,8.38641,19.4615,21.3907,0.312939,0.691509,0.489093,20.3242
16,1,2.5,0.768173,14.5059,25,25,17.4985,0.349184,1.49177,1.65648,9.2719
17,1,2.5,0.500423,1.05277,25,25,2.97997,0.388707,10.2069,1.04646,14.3569
18,1,2.5,0.25,2.74282,10.8234,25,18.06,2.09312,3.53666,3.01294,19.05
19,1,2.5,0.385675,12.2375,25,25,21.9862,1.64518,12.3596,4.34845,21.229
20,1,2.5,0.25,8.21797,25,25,16.532,2.26568,25,1.13078,7.93406
21,1,2.5,0.25,2.94998,24.9672,25,14.3946,0.7064,10.9175,1.02402,19.4454
22,1,2.5,1.72869,7.19046,23.102,24.3997,21.1836,0.350566,4.87947,0.508914,19.8652
23,1,2.5,0.25,10.5748,24.9092,25,19.5096,0.510848,20.8675,0.496589,19.6969
24,1,2.5,0.369235,2.32649,20.1585,12.7079,20.9164,0.284039,3.3023,0.484256,21.2593
25,1,2.5,1.98255,1.45777,25,25,17.1256,0.359692,25,1.63031,19.9225
26,1,2.5,0.25,2.54583,19.3639,25,20.5939,0.329076,7.99627,1.36303,7.54588
27,1,2.5,0.25,0.472303,15.9535,25,16.2487,0.946962,3.87024,0.482532,14.4306
28,1,2.5,0.362285,6.50375,24.9375,24.826,22.9176,0.279195,5.88385,0.649833,8.7717
29,1,2.5,0.543376,3.78767,25,25,23.5138,0.281817,7.01086,0.441627,22.7254
30,1,2.5,0.621451,14.2594,25,25,19.3938,0.414815,25,0.398131,10.0408
31,1,2.5,0.25,1.01299,14.2617,25,6.92644,0.577316,12.8674,2.08579,17.1984
32,1,2.5,1.71805,4.61594,24.6848,13.234,24.6914,0.25,2.37092,0.598343,24.2947
33,1,2.5,0.511168,2.86332,25,25,9.83765,0.339179,5.8056,1.31603,17.4973
34,1,2.5,1.19054,18.1089,25,25,19.3436,0.332652,8.06238,1.93561,7.61739
35,1,2.5,1.41963,14.7702,25,25,8.60507,0.37447,2.29334,7.65004,16.2626
36,1,2.5,0.283973,12.7507,25,25,10.3908,0.830022,14.0034,0.39522,17.4568
37,1,2.5,0.276754,8.72207,25,25,20.7091,0.328338,7.55043,0.693207,21.1041
38,1,2.5,0.298388,0.916696,5.34896,24.5033,18.185,0.444369,1.9618,0.260808,20.2152
39,1,2.5,1.49953,7.94584,24.3775,25,14.5786,0.579124,4.71647,4.37977,20.7835
40,1,2.5,0.875721,2.61559,8.12051,25,11.0499,0.310084,8.0926,0.67121,22.0896
41,1,2.5,1.01281,25,25,25,4.7787,1.35257,7.859,4.94245,19.074
42,1,2.5,0.430714,3.26849,25,25,12.8715,0.323335,9.58016,1.57595,20.8129
44,1,2.5,0.25,3.01367,25,25,4.36683,0.48722,10.3454,1.12241,3.72139
45,1,2.5,1.33137,5.37041,25,25,23.3664,0.29254,10.5581,1.60456,13.7329
46,1,2.5,0.375896,1.14358,21.6195,25,4.25772,0.277855,1.14339,0.430522,22.4615
47,1,2.5,0.252312,10.2294,25,25,7.1474,1.23699,16.225,0.854609,6.06601
48,1,2.5,0.25,3.13887,25,25,2.7448,2.62971,25,3.63589,3.95298
