,curv_cond,mean_en_phi
2.3746774671251066e-05,-0.0030824874524749634,1.78762469
6.763166602338575e-05,-0.008779034828650424,1.78762439
0.00019261741067667375,-0.025003006082237458,1.78762382
0.0005485812944923956,-0.07120945814092129,1.78762456
0.0015623792034672877,-0.20280709095724006,1.78764565
0.004449712011572989,-0.5776018694193348,1.78785975
0.012672939413169495,-1.6450308417818282,1.78971891
0.03609298600722048,-4.685106842077793,1.80514822
0.10279411874751544,-13.343352333691556,1.93129464
0.29276133725717307,-38.002346051530104,2.95734516
0.8337947893996588,-108.23204463946728,11.2881737
2.3746774671251063,-308.24874524734804,78.8885785
