,curv_cond,mean_en_phi
2.385995652098381e-05,-0.0030752367141152802,1.78761436
6.795401199108053e-05,-0.00875838446570448,1.78761423
0.00019353546355471411,-0.024944193107885943,1.78761415
0.0005511959420181751,-0.07104195668045384,1.78761623
0.001569825813404025,-0.20233004078979652,1.78764107
0.004470920223771067,-0.576243213431405,1.78786515
0.012733341162215021,-1.6411613407953627,1.78974703
0.036265012355018396,-4.674086364475391,1.80519476
0.10328405595635992,-13.311965618192602,1.93101673
0.29415669600124345,-37.9129555599967,2.95305538
0.8377688211521067,-107.97745731328304,11.2467
2.385995652098381,-307.5236714107262,78.5158377
