,curv_cond,mean_en_phi
2.3746802627025948e-05,-0.0030824880902508107,1.78761664
6.763174564243535e-05,-0.0087790366450723,1.78761635
0.0001926176374345828,-0.025003011255456224,1.78761579
0.0005485819403070539,-0.07120947287445346,1.78761656
0.0015623810427705992,-0.20280713291886165,1.78763772
0.004449717249974793,-0.5776019889275578,1.78785202
0.012672954332325728,-1.6450311821455332,1.78971177
0.03609302849751256,-4.685107811445845,1.80514277
0.10279423976139133,-13.343355094486526,1.931294
0.2927616819090322,-38.00235391437322,2.95735837
0.8337957709805156,-108.23206703312651,11.2882276
2.3746802627025945,-308.2488090252927,78.8887576
