,curv_cond,mean_en_phi
2.349414542728134e-05,-0.003059377863465454,1.79668742
6.691216887514416e-05,-0.008713217890244119,1.7966567
0.00019056825699124443,-0.02481555708091154,1.7965695
0.0005427452312963554,-0.07067559666165926,1.7963235
0.0015457578861545072,-0.20128663431550267,1.79564186
0.004402373903685537,-0.5732715543672761,1.79385456
0.01253811878396215,-1.632697949191956,1.79001367
0.03570901201943288,-4.6499823216202785,1.78920898
0.10170054705775002,-13.24331643956694,1.86911997
0.2896468058600152,-37.71744023693218,2.76348719
0.8249244922671837,-107.42062266036648,10.7192517
2.349414542728134,-305.9377863464318,77.2512602
