,curv_cond,mean_en_phi
2.3746794161292672e-05,-0.0030824877272026346,1.78761933
6.763172153172333e-05,-0.008779035611087562,1.78761903
0.00019261756876641018,-0.025003008310650072,1.78761847
0.0005485817447376353,-0.07120946448751558,1.78761923
0.00156238048578188,-0.2028071090325536,1.78764036
0.004449715663650942,-0.5776019208984846,1.7878546
0.0126729498144185,-1.6450309883962984,1.78971415
0.03609301563035073,-4.685107259641054,1.80514459
0.10279420311525292,-13.3433535229267,1.93129421
0.29276157753951554,-38.00234943851446,2.95735396
0.8337954737323887,-108.23205428572022,11.2882096
2.374679416129267,-308.24877272022235,78.8886977
