,curv_cond,mean_en_phi
2.374679931730687e-05,-0.00308248780344521,1.78761799
6.76317362162367e-05,-0.00877903582823444,1.78761769
0.00019261761058843096,-0.02500300892909775,1.78761713
0.0005485818638482506,-0.07120946624888583,1.78761789
0.0015623808250131849,-0.20280711404900703,1.78763904
0.004449716629793866,-0.5776019351855365,1.78785331
0.012672952566028201,-1.645031029086325,1.78971296
0.03609302346703385,-4.685107375527706,1.80514368
0.10279422543440754,-13.343353852976042,1.93129411
0.2927616411052685,-38.00235037850684,2.95735618
0.833795654769933,-108.23205696285224,11.2882187
2.374679931730687,-308.24878034479036,78.8887288
