,curv_cond,mean_en_phi
2.4117192859856164e-05,-0.0030754657616924265,1.78920205
6.86866303108541e-05,-0.008759036801445715,1.78918928
0.00019562198680730242,-0.024946050983492177,1.7891532
0.000557138435081872,-0.07104724797681283,1.78905278
0.0015867502467973645,-0.20234511059158922,1.78878567
0.0045191216171282505,-0.5762861327674594,1.78817828
0.012870620459404862,-1.6412835766038902,1.78769213
0.03665598871740872,-4.674434496442483,1.79639557
0.10439757066015812,-13.31295711052185,1.90300934
0.2973280258176914,-37.91577936571367,2.87034054
0.8468008822199904,-107.98549961325048,11.0081609
2.4117192859856162,-307.5465761694981,77.833357
