,curv_cond,mean_en_phi
2.3746772059273263e-05,-0.0030822570595956233,1.78762603
6.763165858437928e-05,-0.008778378661455352,1.78762573
0.0001926173894901165,-0.025001137294538272,1.78762516
0.0005485812341523205,-0.07120413576653614,1.7876259
0.0015623790316165898,-0.20279193264407305,1.78764697
0.004449711522136037,-0.5775586979997396,1.78786103
0.012672938019235502,-1.6449078880303334,1.7897201
0.03609298203724647,-4.684756665383375,1.80514913
0.10279410744088707,-13.342355017905566,1.93129475
0.2927613050554899,-37.99950566039944,2.95734296
0.8337946976881101,-108.2239551036468,11.2881648
2.374677205927326,-308.2257059591723,78.8885494
