,curv_cond,mean_en_phi
2.3859972217544636e-05,-0.003075236145196447,1.78761972
6.795405669544877e-05,-0.008758382845444843,1.78761959
0.00019353559087435834,-0.024944188493299546,1.78761951
0.0005511963046290887,-0.07104194353795454,1.78762161
0.001569826846132913,-0.20233000335947454,1.7876465
0.004470923165019983,-0.5762431068285061,1.78787071
0.01273334953899743,-1.6411610371864838,1.78975298
0.03626503621239516,-4.674085499786393,1.80520182
0.10328412390302466,-13.311963155527355,1.93102694
0.2941568895157818,-37.912948546237736,2.95307443
0.8377693722884529,-107.97743733784594,11.2467432
2.3859972217544634,-307.5236145199648,78.5159402
