,curv_cond,mean_en_phi
2.37467893889667e-05,-0.003082487689062862,1.78762067
6.763170793996779e-05,-0.008779035502439825,1.78762037
0.00019261753005660285,-0.0250030080012185,1.78761981
0.0005485816344907155,-0.07120946360626743,1.78762056
0.0015623801717946982,-0.20280710652271572,1.78764168
0.004449714769404187,-0.5776019137503797,1.78785588
0.012672947267571665,-1.6450309680382522,1.78971534
0.03609300837683959,-4.6851072016606246,1.8051455
0.10279418245699302,-13.34335335779634,1.93129432
0.29276151870405037,-38.00234896821726,2.95735177
0.8337953061668736,-108.23205294629697,11.2882007
2.3746789388966696,-308.2487689054969,78.8886683
