,curv_cond,mean_en_phi
2.386356462162572e-05,-0.003075346795557591,1.78762641
6.796428799112562e-05,-0.00875869798162191,1.78762628
0.00019356472997142656,-0.02494508601244675,1.78762621
0.0005512792938227128,-0.07104449970464213,1.78762833
0.0015700632023330472,-0.20233728341389332,1.78765328
0.004471596315955692,-0.5762638406846387,1.78787767
0.0127352666970072,-1.6412200879524206,1.78976043
0.03627049634717245,-4.674253678485857,1.80521066
0.10329967456271687,-13.312442134495692,1.9310397
0.29420117835236304,-37.91431269551982,2.95309821
0.8378955084836076,-107.98132248393121,11.2467969
2.386356462162572,-307.5346795553698,78.5160662
