,curv_cond,mean_en_phi
0.00121923685764659,0.0011712983675284312,72.9093432
0.0034724303026964407,0.0033358997633494017,72.9064381
0.009889606052722861,0.00950076217952471,72.8981645
0.02816595276285449,0.027058511464768068,72.8746043
0.08021764373727815,0.07706361119814556,72.8075288
0.2284627266451725,0.2194799288435012,72.6166982
0.6506700400860951,0.6250867097480295,72.0748482
1.8531316126817596,1.7802693702449304,70.5449343
5.277785301849934,5.070271021935177,66.2948583
15.031321845571886,14.440313733162025,55.0446415
42.809743766191325,41.12653146351148,29.5867445
