,curv_cond,mean_en_phi
2.385997491036937e-05,-0.0030752359944905615,1.78762106
6.79540643647102e-05,-0.00875838241620719,1.78762093
0.00019353561271668996,-0.024944187270832145,1.78762085
0.0005511963668368326,-0.07104194005630447,1.78762295
0.001569827023302799,-0.2023299934436127,1.78764785
0.0044709236696061725,-0.5762430785877796,1.7878721
0.012733350976076996,-1.6411609567558727,1.78975447
0.03626504030524932,-4.674085270717143,1.80520359
0.1032841355596201,-13.311962503129882,1.9310295
0.2941569227141837,-37.912946688186366,2.95307919
0.8377694668386924,-107.97743204604897,11.246754
2.3859974910369366,-307.52359944873723,78.5159658
