,curv_cond,mean_en_phi
3.195943352308222e-05,-0.0015380168255103642,2.51542034
9.102161300862767e-05,-0.004380327085308403,2.51514421
0.00025923281865145465,-0.01247532865443419,2.51435805
0.0007383043657950557,-0.0355301834783545,2.51212138
0.0021027173156070674,-0.10119123695845779,2.50577017
0.005988614336029967,-0.28819627242907037,2.48783502
0.017055788431242197,-0.8207933210274834,2.43799882
0.048575497216630174,-2.3376488188588156,2.30615185
0.13834475840006621,-6.6577076839164935,2.0124753
0.39401083413347376,-18.96139028535481,1.83978336
1.1221569881644415,-54.00271964810061,6.73091371
3.1959433523082224,-153.80168255087355,64.3103076
