,curv_cond,mean_en_phi
2.3746780647076932e-05,-0.0030824874519102697,1.78762335
6.763168304275216e-05,-0.008779034827039811,1.78762305
0.00019261745914843974,-0.025003006077662038,1.78762249
0.0005485814325417237,-0.07120945812788691,1.78762323
0.001562379596636726,-0.20280709092010676,1.78764433
0.004449713131333651,-0.5776018693135802,1.78785846
0.012672942602288025,-1.6450308414806543,1.78971772
0.036092995089944443,-4.685106841220041,1.80514732
0.10279414461543908,-13.343352331248632,1.93129453
0.2927614109299474,-38.00234604457258,2.95734736
0.8337949992223626,-108.23204461965203,11.2881827
2.374678064707693,-308.2487451909135,78.8886084
