,obj1,obj2
0,0.9051365023821769,-0.504000871925261
1,0.0207891108322984,1.0862313816731601
2,0.9051365023821769,-0.504000871925261
3,0.0207891108322984,1.0862313816731601
4,0.502631750228045,0.0303307878561412
5,0.838273475968238,0.025370179553284997
6,0.30064120556602003,0.34359147808224394
7,0.43835213543308793,0.341992796308685
8,0.22068485307340696,0.739138486731755
9,0.10190181584049002,0.7427888496343559
10,0.84100769983117,-0.0706125604685151
11,0.841823956999005,-0.204307916351615
12,0.8949153627975189,-0.471941016623386
13,0.44599151094557105,0.12074852861196901
14,0.443118080619721,0.20854318012712802
15,0.252924318301046,0.4295644693911721
16,0.854255319215209,-0.44213398041456603
17,0.285318129598517,0.41989526448059605
18,0.8390410670369158,-0.0143865631816155
19,0.839536165606135,-0.0705874519152335
20,0.46213103640703296,0.105901065721598
21,0.84257152604258,-0.26114502655405897
22,0.842227609489489,-0.20862541301079698
23,0.48969357472904496,0.0973592325091524
24,0.0382213730568673,0.94977124998745
25,0.844925449281811,-0.379254101774621
26,0.844096821926063,-0.33572569491761894
27,0.8459090298274531,-0.381670373104796
28,0.0692212866248905,0.828908754745233
29,0.854255319215209,-0.44213398041456603
30,0.846086078840946,-0.42398656671384605
31,0.895363778348443,-0.49920551278858794
32,0.0301200481080753,0.9847905862461559
33,0.0782331434561506,0.8055228819524171
34,0.22355173620700003,0.726060523311712
35,0.49557503716099,0.0353300571407046
36,0.24433201180961103,0.45541638881198204
37,0.238412993314482,0.5613655215069351
38,0.46213103640703296,0.105901065721598
39,0.23393928744209602,0.60305249183877
40,0.8435805819803349,-0.303682266799765
41,0.23882062242802501,0.541032993861169
42,0.842896966976077,-0.27067350356420106
43,0.0258779994148881,1.01835167778183
44,0.0951535617751532,0.753948556867573
45,0.291242658188817,0.377103603527916
46,0.0451819883059841,0.912323858670357
47,0.24549210926336804,0.43526694899757706
48,0.8435837223153879,-0.304075561264246
49,0.8469043782143009,-0.436278977719089
50,0.243181132832986,0.48793970027550304
51,0.447383589847209,0.11173406348484
52,0.844096821926063,-0.33572569491761894
53,0.440052733114404,0.287034984410796
54,0.087515828687349,0.7735055435352289
55,0.0340417865589767,0.971899675337753
56,0.29226886576442307,0.37154424882712794
57,0.241753721449335,0.5023223249187629
58,0.239592616779339,0.5291986281825879
59,0.8951740481077459,-0.47545701598392703
60,0.0402184104400673,0.9366674421796121
61,0.227592916420348,0.686005261551693
62,0.441597667569883,0.22945871026904602
63,0.44124706164319605,0.256639733291062
64,0.48969357472904496,0.0973592325091524
65,0.492064586583831,0.0741978416529139
66,0.233935545708918,0.626702075886581
67,0.236218469552683,0.5715791503339229
68,0.49451415100779994,0.0641510638471216
69,0.0577947231728679,0.8702751749543158
70,0.0515104155883009,0.8848501959528421
71,0.8389239755592579,-0.0142273139113182
72,0.838490626910942,0.0104287619907241
73,0.235336597860796,0.5942947303402171
74,0.230365718240283,0.652270723275823
75,0.228872626150409,0.674949930806728
76,0.087515828687349,0.7735055435352289
77,0.294101803996615,0.35265191079579206
78,0.0451819883059841,0.912323858670357
79,0.0489910821956586,0.8948040217006379
80,0.024852718086496,1.02179700720032
81,0.442599876164917,0.21920787758794
82,0.0577947231728679,0.8702751749543158
83,0.0966343555410425,0.753408205142965
84,0.438501134309775,0.33940854711821006
85,0.288282361006706,0.397652375171677
86,0.0241680306904148,1.03912735407676
87,0.22455036029694103,0.708433657306855
88,0.0846257778783999,0.790589863422754
89,0.24530616096839103,0.454950615203541
90,0.0616071426892895,0.8489713784154
91,0.28592428530573605,0.41911020166466706
92,0.44111875857527205,0.26010053042514303
93,0.0208112433494453,1.08501657556314
94,0.29460405546241,0.35132017451583103
95,0.286974527203639,0.401209202574616
96,0.231974446012628,0.6267192826810329
97,0.4391494430830179,0.305404330321156
98,0.0236141632398466,1.04217177304049
99,0.0340417865589767,0.971899675337753
