,dvar1,dvar2,dvar3,dvar4,dvar5,dvar6,dvar7,dvar8,dvar9,dvar10,dvar11,dvar12,dvar13,dvar14,dvar15,dvar16,dvar17,dvar18,dvar19,dvar20,dvar21,dvar22,dvar23,dvar24,dvar25,dvar26,dvar27,dvar28,dvar29,dvar30,rank,crowding_distance
0,0.9026967403829667,0.6792742218558759,0.05616537925267595,0.7656524346355135,0.3422219275766857,0.6555753847779333,0.5173669392934327,0.7937149392709231,0.010580465258204441,0.3577746075668603,0.8827801852941437,0.6271277541433089,0.0727084445618491,0.6725218465485179,0.45406307492391584,0.06193113984822407,0.21291709458044283,0.6818689126660866,0.5893680509670836,0.37493631308650777,0.1446933999589627,0.2976252133061583,0.5405000730655274,0.5013732339542665,0.05841714643508589,0.29376516695560473,0.8372977732859025,0.3543281918030111,0.5167036061362741,0.472735087592703,1.0,inf
1,0.12226969014063516,0.29649659451052734,0.08676560807132283,0.08003252213338341,0.5746829013392597,0.3569735682400448,0.26998007279127645,0.699375702220497,0.016862596318165668,0.11295582586350139,0.10325866816675688,0.12462106278933982,0.3937106644160483,0.5323094754306826,0.1455318805502872,0.7403378817392124,0.5850689995157535,0.5364222296478113,0.39515320964771206,0.3590911293395834,0.1433798252069708,0.4806868404267788,0.3359520029578683,0.026571519025178847,0.5965331286895148,0.6448387862360606,0.23880707287659542,0.9396199452715361,0.44460885012115037,0.42177494087488665,1.0,0.23163271072892172
2,0.3775999621667834,0.5214661941909432,0.6454984139576978,0.21470067194157927,0.5684552421812933,0.17081911370564284,0.7050307412118296,0.48824063393838113,0.04402531228014894,0.06722303436358623,0.11741558658358842,0.17340820980349136,0.31093214134365776,0.48782911724969946,0.14701787330208438,0.6326643641340318,0.533529991054808,0.1597078683946348,0.99244932701205,0.03216665525981077,0.8233240298493103,0.626393238696003,0.6463330557723227,0.5357898201380035,0.15375499502311685,0.08242398838821885,0.8938075019764574,0.12656751675345979,0.9818846110829542,0.02489352739276962,1.0,0.5096316055355485
3,0.12226969014063516,0.29649659451052734,0.08676560807132283,0.08003252213338341,0.5746829013392597,0.3569735682400448,0.26998007279127645,0.699375702220497,0.016862596318165668,0.11295582586350139,0.10325866816675688,0.12462106278933982,0.3937106644160483,0.5323094754306826,0.1455318805502872,0.7403378817392124,0.5850689995157535,0.5364222296478113,0.39515320964771206,0.3590911293395834,0.1433798252069708,0.4806868404267788,0.3359520029578683,0.026571519025178847,0.5965331286895148,0.6448387862360606,0.23880707287659542,0.9396199452715361,0.44460885012115037,0.42177494087488665,1.0,0.0
4,0.3775999621667834,0.5214661941909432,0.6454984139576978,0.21470067194157927,0.5684552421812933,0.17081911370564284,0.7050307412118296,0.48824063393838113,0.04402531228014894,0.06722303436358623,0.11741558658358842,0.17340820980349136,0.31093214134365776,0.48782911724969946,0.14701787330208438,0.6326643641340318,0.533529991054808,0.1597078683946348,0.99244932701205,0.03216665525981077,0.8233240298493103,0.626393238696003,0.6463330557723227,0.5357898201380035,0.15375499502311685,0.08242398838821885,0.8938075019764574,0.12656751675345979,0.9818846110829542,0.02489352739276962,1.0,0.0
5,0.004572227871460388,0.7326046564111527,0.1607031666344001,0.1171606494606876,0.5205710874101475,0.33694262837373035,0.028173513983868803,0.8578448943789689,0.8862746398802768,0.2700205729601086,0.2395501673273568,0.4746912058047219,0.6607760969225476,0.46153981079862305,0.7759158876630781,0.9385051724881669,0.6246223213430969,0.5131775429247714,0.5497990557495883,0.62169847044695,0.3036199873225113,0.516080516674861,0.4313678686414608,0.21381553223253247,0.38222145915623784,0.47567688718300927,0.9944858635470798,0.39617329397067624,0.06608584071301848,0.14737115884608698,1.0,inf
6,0.9026967403829667,0.6792742218558759,0.05616537925267595,0.7656524346355135,0.3422219275766857,0.6555753847779333,0.5173669392934327,0.7937149392709231,0.010580465258204441,0.3577746075668603,0.8827801852941437,0.6271277541433089,0.0727084445618491,0.6725218465485179,0.45406307492391584,0.06193113984822407,0.21291709458044283,0.6818689126660866,0.5893680509670836,0.37493631308650777,0.1446933999589627,0.2976252133061583,0.5405000730655274,0.5013732339542665,0.05841714643508589,0.29376516695560473,0.8372977732859025,0.3543281918030111,0.5167036061362741,0.472735087592703,1.0,0.0
7,0.004572227871460388,0.7326046564111527,0.1607031666344001,0.1171606494606876,0.5205710874101475,0.33694262837373035,0.028173513983868803,0.8578448943789689,0.8862746398802768,0.2700205729601086,0.2395501673273568,0.4746912058047219,0.6607760969225476,0.46153981079862305,0.7759158876630781,0.9385051724881669,0.6246223213430969,0.5131775429247714,0.5497990557495883,0.62169847044695,0.3036199873225113,0.516080516674861,0.4313678686414608,0.21381553223253247,0.38222145915623784,0.47567688718300927,0.9944858635470798,0.39617329397067624,0.06608584071301848,0.14737115884608698,1.0,0.0
8,0.9026967403829667,0.6792742218558759,0.05616537925267595,0.7656524346355135,0.3422219275766857,0.6555753847779333,0.5173669392934327,0.7937149392709231,0.010580465258204441,0.3577746075668603,0.8827801852941437,0.6271277541433089,0.0727084445618491,0.6725218465485179,0.45406307492391584,0.06193113984822407,0.21291709458044283,0.6818689126660866,0.5893680509670836,0.37493631308650777,0.1446933999589627,0.2976252133061583,0.5405000730655274,0.5013732339542665,0.05841714643508589,0.29376516695560473,0.8372977732859025,0.3543281918030111,0.5167036061362741,0.472735087592703,1.0,inf
9,0.004572227871460388,0.7326046564111527,0.1607031666344001,0.1171606494606876,0.5205710874101475,0.33694262837373035,0.028173513983868803,0.8578448943789689,0.8862746398802768,0.2700205729601086,0.2395501673273568,0.4746912058047219,0.6607760969225476,0.46153981079862305,0.7759158876630781,0.9385051724881669,0.6246223213430969,0.5131775429247714,0.5497990557495883,0.62169847044695,0.3036199873225113,0.516080516674861,0.4313678686414608,0.21381553223253247,0.38222145915623784,0.47567688718300927,0.9944858635470798,0.39617329397067624,0.06608584071301848,0.14737115884608698,1.0,inf
