real_name,stage,k_01,k_02,k_03,k_04,k_05,k_06,k_07,k_08,k_09,k_10
1,1,2.5,0.25,7.61029,7.53728,10.4032,3.27233,0.894666,0.969751,2.03486,22.7763
2,1,2.5,0.585623,2.39291,25,10.2581,13.8219,2.40336,3.20331,0.25,9.83749
3,1,2.5,0.555635,0.863077,2.48724,3.65123,23.7266,0.284253,2.23639,0.442374,24.201
4,1,2.5,0.274642,2.22988,8.26834,14.6397,18.8984,0.938771,1.77811,0.786297,22.3401
5,1,2.5,0.25,18.4243,25,25,18.6223,2.57808,0.558127,1.14133,11.3232
6,1,2.5,0.383043,1.36639,2.61861,5.11948,20.7408,0.251922,2.78284,0.953831,25
7,1,2.5,0.981419,1.16659,1.26137,2.88314,18.2457,3.49797,2.62635,0.25,6.99497
8,1,2.5,0.294597,2.32746,20.9937,24.6083,20.1107,3.6665,5.05927,0.25,14.8144
9,1,2.5,0.25,3.20647,5.0975,6.27312,16.2258,0.647956,12.5342,0.614608,21.5275
10,1,2.5,0.25,1.08066,2.62022,1.33305,19.1881,0.964028,6.58838,0.440721,2.88964
11,1,2.5,0.25,1.86491,2.28759,4.80504,6.58857,0.796943,4.85618,0.25,14.7331
12,1,2.5,0.25,1.20995,7.88915,25,9.71061,1.71087,10.4495,0.25,3.38332
13,1,2.5,0.25,2.35471,1.51575,3.74106,15.0351,1.48853,1.68158,1.86687,22.6214
14,1,2.5,0.280427,1.73366,7.24346,1.70642,21.6338,3.54472,3.20094,0.323059,25
15,1,2.5,0.577635,12.2336,1.93719,3.12801,19.4023,0.42818,0.389624,0.25,20.3134
16,1,2.5,0.285314,8.81031,5.26227,8.85347,13.6304,0.968987,0.52853,0.64874,9.41199
17,1,2.5,0.25,0.458762,6.6962,25,2.03209,1.03258,3.71026,0.392618,16.1266
18,1,2.5,0.25,2.42839,0.773532,25,17.2207,8.47062,1.47264,1.52922,22.382
19,1,2.5,0.25,8.13514,25,2.70964,19.7239,5.50458,5.74387,1.9962,24.9259
20,1,2.5,0.25,5.19414,0.808503,17.2276,14.5642,10.3928,24.4571,0.456598,8.69121
21,1,2.5,0.25,1.67468,3.59262,12.6162,11.8789,2.59449,4.57664,0.403437,22.7668
22,1,2.5,0.959611,5.59193,2.55066,4.69017,17.2753,1.08756,2.86839,0.25,21.0688
23,1,2.5,0.25,8.25336,4.46587,18.3243,17.2344,1.52875,9.98651,0.25,23.4902
24,1,2.5,0.25,2.89355,7.59573,2.73972,20.1934,0.938661,2.43123,0.274885,23.5482
25,1,2.5,0.932364,0.786597,3.13851,10.2245,14.0222,1.02032,17.0408,0.691936,22.0941
26,1,2.5,0.25,1.87831,2.1812,25,17.0624,0.404682,4.65488,0.573694,7.38772
27,1,2.5,0.25,0.419757,0.956528,25,15.5186,2.56274,1.43603,0.25,17.6739
28,1,2.5,0.25,3.7792,21.3719,12.1286,17.2133,0.364509,3.60155,0.25,8.21013
29,1,2.5,0.25,2.59471,14.0752,13.2023,20.4404,0.589067,4.68849,0.25,23.3987
30,1,2.5,0.288626,10.0114,16.4441,8.89576,18.5737,1.70935,18.2228,0.25,10.2964
31,1,2.5,0.25,0.968199,0.818067,25,5.62499,1.71191,5.47896,1.0162,21.3094
32,1,2.5,0.579548,2.92273,9.77694,4.4514,19.3364,0.25,1.74148,0.25,23.8184
33,1,2.5,0.25,1.41296,7.82014,25,6.99952,0.386716,2.91467,0.522502,17.8259
34,1,2.5,0.426351,10.16,25,2.68708,15.3283,0.626165,3.46952,0.763686,7.43521
35,1,2.5,0.59305,9.22812,1.30302,25,6.19388,0.792468,0.796267,3.70792,18.3852
36,1,2.5,0.25,5.8712,21.6688,25,8.0534,2.49583,4.20931,0.25,21.3415
37,1,2.5,0.25,6.12436,6.389,4.70102,17.5558,0.813991,4.49865,0.273166,21.9707
38,1,2.5,0.25,1.09739,0.853367,4.94593,16.694,1.4557,1.11893,0.25,22.475
39,1,2.5,0.505199,3.09277,6.07697,1.53479,10.8816,3.56624,2.1853,2.8398,22.8436
40,1,2.5,0.318436,1.90342,1.55937,9.17035,8.1215,0.360035,6.05378,0.286436,21.9891
41,1,2.5,0.570786,14.8186,2.66346,19.6652,3.453,5.23514,2.66486,2.36914,22.8613
42,1,2.5,0.25,1.62908,4.69667,7.9886,9.58152,0.778669,4.71761,0.628853,22.7693
43,1,2.5,0.25,2.87113,1.56388,8.20631,2.44069,1.06931,2.12762,0.25714,9.84953
44,1,2.5,0.25,2.56789,2.51274,25,3.20736,0.750771,3.95321,0.465757,3.74865
45,1,2.5,0.485417,2.49804,25,24.0868,18.9429,0.25,5.32015,0.639984,14.2597
46,1,2.5,0.25,0.567746,2.62744,9.85712,2.51797,0.386358,0.570091,0.25,24.0039
47,1,2.5,0.25,5.76081,11.2194,25,5.123,3.60973,5.65966,0.29628,6.474
48,1,2.5,0.25,2.19595,11.1422,25,2.06779,7.98678,25,1.6475,4.35709
