real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
1,1,1.879,2.668,2.688,2.708,2.777,3.458,4.239,4.553,4.719,1,2.758,4.336,4.376,4.416,4.554,5.916,7.477,8.107,8.439
2,1,1.275,1.462,1.482,1.502,1.522,1.829,2.18,3.235,4.257,1,1.551,1.923,1.964,2.004,2.044,2.657,3.36,5.469,7.515
3,1,1.405,1.847,2.025,2.131,2.207,3.217,4.326,4.961,5.498,1,1.81,2.694,3.05,3.262,3.414,5.434,7.651,8.922,9.996
4,1,1.367,1.643,1.663,1.683,1.703,2.524,3.446,3.836,4.124,1,1.733,2.287,2.327,2.367,2.407,4.049,5.892,6.671,7.249
5,1,1.775,2.46,2.48,2.5,2.52,2.841,3.377,3.906,4.231,1,2.55,3.919,3.959,3.999,4.039,4.681,5.754,6.812,7.462
6,1,1.529,2.037,2.149,2.227,2.282,3.292,4.377,4.708,4.964,1,2.058,3.073,3.297,3.453,3.563,5.583,7.755,8.417,8.927
7,1,1.206,1.335,1.369,1.417,1.466,1.67,1.933,3,4.029,1,1.412,1.67,1.737,1.835,1.933,2.34,2.866,4.999,7.059
8,1,1.537,2,2.036,2.056,2.076,2.209,2.376,3.346,4.288,1,2.074,3,3.071,3.111,3.151,3.417,3.751,5.692,7.576
10,1,1.581,2.112,2.173,2.328,2.481,2.982,3.506,4.058,4.655,1,2.163,3.223,3.346,3.656,3.962,4.963,6.012,7.117,8.311
11,1,1.587,2.096,2.128,2.166,2.217,2.939,3.677,4.707,5.713,1,2.173,3.192,3.257,3.333,3.435,4.878,6.355,8.415,10.426
12,1,2.017,2.999,3.073,3.093,3.125,3.451,3.77,4.784,5.858,1,3.035,4.998,5.147,5.187,5.25,5.903,6.54,8.569,10.716
13,1,1.524,1.96,1.981,2.02,2.059,2.526,3.089,3.331,3.476,1,2.048,2.919,2.963,3.041,3.118,4.052,5.179,5.662,5.952
14,1,1.802,2.607,2.736,2.931,3.109,3.197,3.356,4.153,4.878,1,2.605,4.214,4.472,4.861,5.217,5.393,5.712,7.305,8.755
15,1,1.32,1.55,1.57,1.605,1.639,2.649,4.056,5.462,6.473,1,1.64,2.101,2.141,2.209,2.278,4.298,7.111,9.924,11.947
16,1,1.346,1.601,1.621,1.644,1.666,2.599,3.859,4.552,4.93,1,1.691,2.203,2.243,2.288,2.333,4.199,6.718,8.104,8.86
17,1,1.364,1.651,1.684,1.704,1.764,2.783,3.797,4.441,5.053,1,1.727,2.301,2.367,2.407,2.528,4.566,6.594,7.882,9.105
18,1,1.797,2.522,2.578,2.616,2.637,2.706,2.886,3.192,3.387,1,2.594,4.043,4.156,4.233,4.274,4.412,4.772,5.384,5.774
19,1,1.912,2.735,2.755,2.796,2.838,2.936,3.054,3.235,3.398,1,2.825,4.469,4.509,4.592,4.676,4.873,5.108,5.471,5.795
20,1,1.47,1.851,1.871,1.891,1.911,2.016,2.121,2.743,3.381,1,1.941,2.701,2.741,2.781,2.821,3.032,3.243,4.487,5.761
21,1,1.745,2.422,2.465,2.485,2.51,2.733,2.979,3.717,4.427,1,2.489,3.844,3.93,3.97,4.02,4.466,4.957,6.434,7.855
22,1,1.234,1.378,1.4,1.446,1.492,1.944,2.46,3.488,4.453,1,1.468,1.757,1.799,1.893,1.984,2.889,3.92,5.976,7.905
23,1,1.83,2.57,2.59,2.61,2.631,2.93,3.237,4.256,5.266,1,2.66,4.14,4.18,4.22,4.262,4.86,5.473,7.511,9.532
24,1,1.774,2.485,2.533,2.622,2.71,3.097,3.57,4.534,5.412,1,2.548,3.97,4.066,4.244,4.421,5.195,6.141,8.068,9.824
25,1,1.192,1.305,1.337,1.357,1.377,2.206,3.035,3.403,3.771,1,1.383,1.61,1.673,1.713,1.753,3.412,5.07,5.806,6.543
26,1,2.055,3.066,3.137,3.161,3.184,4.197,5.234,5.815,6.395,1,3.109,5.131,5.273,5.322,5.368,7.394,9.467,10.631,11.789
27,1,2.027,3.219,3.526,3.576,3.6,3.775,4.059,5.183,6.197,1,3.053,5.439,6.052,6.152,6.2,6.549,7.118,9.367,11.395
28,1,1.772,2.468,2.501,2.524,2.548,3.559,4.617,5.675,6.704,1,2.545,3.936,4.001,4.048,4.096,6.118,8.234,10.35,12.408
29,1,1.526,1.967,1.993,2.017,2.041,2.937,3.87,4.813,5.719,1,2.051,2.934,2.986,3.034,3.082,4.874,6.739,8.625,10.439
30,1,1.408,1.726,1.746,1.77,1.795,2.22,2.646,3.596,4.557,1,1.816,2.452,2.492,2.541,2.589,3.44,4.292,6.192,8.114
31,1,1.931,2.849,2.967,3.008,3.054,3.363,3.666,3.994,4.303,1,2.862,4.699,4.935,5.015,5.109,5.726,6.333,6.989,7.605
32,1,1.318,1.553,1.58,1.625,1.67,2.68,3.798,4.881,5.857,1,1.636,2.105,2.16,2.25,2.339,4.359,6.596,8.763,10.714
33,1,1.439,1.789,1.809,1.829,1.856,2.873,3.927,4.476,4.984,1,1.878,2.577,2.618,2.658,2.712,4.745,6.854,7.953,8.967
34,1,1.365,1.64,1.66,1.699,1.737,2.747,3.793,4.199,4.59,1,1.73,2.279,2.319,2.397,2.475,4.495,6.586,7.399,8.18
35,1,1.24,1.389,1.409,1.429,1.458,2.477,3.678,3.948,4.029,1,1.479,1.778,1.818,1.858,1.916,3.954,6.356,6.896,7.057
37,1,1.67,2.251,2.271,2.3,2.329,3.083,3.864,4.902,5.912,1,2.341,3.502,3.542,3.6,3.658,5.166,6.729,8.804,10.825
38,1,1.893,2.816,3.076,3.248,3.304,3.536,3.963,5.162,6.164,1,2.786,4.633,5.153,5.496,5.607,6.071,6.926,9.324,11.327
39,1,1.335,1.581,1.602,1.681,1.763,1.955,2.215,2.388,2.489,1,1.67,2.162,2.204,2.361,2.526,2.91,3.43,3.775,3.978
40,1,1.333,1.577,1.597,1.62,1.646,2.66,3.69,4.523,5.336,1,1.667,2.153,2.193,2.239,2.293,4.32,6.381,8.047,9.672
41,1,1.28,1.47,1.49,1.51,1.558,1.752,1.967,2.14,2.264,1,1.56,1.94,1.98,2.02,2.116,2.504,2.933,3.28,3.528
42,1,1.523,1.963,1.991,2.015,2.044,2.912,3.805,4.24,4.647,1,2.045,2.926,2.981,3.03,3.087,4.824,6.609,7.48,8.293
43,1,1.429,1.769,1.789,1.813,1.876,2.657,3.474,4.478,5.418,1,1.859,2.537,2.577,2.626,2.752,4.314,5.949,7.956,9.835
44,1,2.1,3.131,3.171,3.191,3.271,4.073,4.84,5.655,6.502,1,3.2,5.261,5.342,5.382,5.541,7.146,8.679,10.309,12.005
45,1,1.364,1.64,1.662,1.682,1.702,2.712,3.742,4.214,4.673,1,1.727,2.279,2.324,2.364,2.404,4.424,6.483,7.428,8.345
46,1,1.732,2.523,2.706,2.749,2.843,3.909,5.3,6.655,7.621,1,2.463,4.045,4.411,4.498,4.686,6.819,9.6,12.309,14.243
47,1,1.794,2.498,2.519,2.539,2.585,2.764,2.938,3.94,4.948,1,2.587,3.996,4.038,4.078,4.17,4.529,4.876,6.88,8.896
48,1,2.01,2.949,2.988,3.008,3.118,3.293,3.377,3.602,3.874,1,3.02,4.898,4.975,5.015,5.235,5.585,5.755,6.205,6.749
