real_name,stage,k_01,k_02,k_03,k_04,k_05,k_06,k_07,k_08,k_09,k_10
1,1,2.5,0.25,6.66616,14.2173,11.275,5.42882,0.270956,1.07921,3.63593,24.0042
2,1,2.5,1.18221,2.16052,25,6.193,20.5384,0.566539,2.88302,0.497723,11.3515
3,1,2.5,0.765908,0.827237,4.54558,11.806,24.9779,0.251301,2.43445,0.815492,24.9461
4,1,2.5,0.803546,2.52341,16.6707,21.7745,23.64,0.271052,1.9364,1.5564,24.0187
5,1,2.5,0.375584,19.5055,25,25,23.7154,0.58024,0.648457,2.12234,12.7226
6,1,2.5,0.432204,0.968643,3.39386,3.91235,25,0.25,2.45755,1.67248,25
7,1,2.5,0.886691,1.09393,4.86732,25,19.3487,0.578452,3.61411,0.380866,7.68397
8,1,2.5,0.405863,1.72232,25,23.2038,24.2516,0.85922,4.49173,0.403037,15.8659
9,1,2.5,0.642474,3.96089,10.9485,4.82189,23.2361,0.277421,10.2426,1.36639,23.7398
10,1,2.5,0.373288,1.01532,4.83963,1.975,23.4791,0.274344,5.83961,0.879498,3.79706
11,1,2.5,0.329554,1.74398,4.15067,2.80612,10.7668,0.274872,4.1134,0.349474,16.3165
12,1,2.5,0.25,1.28583,12.6673,23.7651,16.5591,0.410725,7.74734,0.584559,4.46468
13,1,2.5,0.387756,2.16152,3.06155,2.82179,21.9315,0.336053,1.65207,3.39422,23.6817
14,1,2.5,0.257655,1.04688,8.53981,2.16057,24.4389,0.909154,2.88675,0.603626,24.6299
15,1,2.5,1.47262,17.1272,4.44454,5.91596,23.7925,0.269137,0.503143,0.488291,22.1872
16,1,2.5,0.847384,7.95374,9.71675,5.49036,20.8027,0.27134,0.590381,1.38183,11.1414
17,1,2.5,0.689688,0.613167,13.5694,25,3.76227,0.277546,3.49527,0.885552,18.0648
18,1,2.5,0.25,2.29763,1.76928,19.2447,22.97,1.48516,1.50464,2.82916,23.5448
19,1,2.5,0.261231,4.56778,25,2.23855,24.3012,1.41135,4.74657,3.25999,24.6273
20,1,2.5,0.41355,6.53314,2.60696,15.1297,22.137,1.39885,19.5366,1.06906,10.6866
21,1,2.5,0.25,1.61205,6.8739,10.8101,17.2808,0.537723,4.15254,0.857641,23.7945
22,1,2.5,1.46931,3.81624,3.70911,1.76386,23.7675,0.308677,2.42456,0.41246,21.937
23,1,2.5,0.25,6.01876,7.15293,10.4976,23.8005,0.382853,7.85193,0.419116,24.2293
24,1,2.5,0.284154,1.73997,12.9361,8.8292,21.3155,0.278018,2.68849,0.450263,22.5445
25,1,2.5,2.67212,1.00745,6.89251,9.45879,20.6213,0.275212,13.6973,1.45255,23.828
26,1,2.5,0.25,1.6482,3.43592,25,23.9564,0.264219,3.77439,1.19391,8.80761
27,1,2.5,0.25,0.473423,1.84394,25,23.0452,0.576884,1.32679,0.474471,19.2977
28,1,2.5,0.25,2.95645,24.1297,3.94612,24.4612,0.255253,2.91836,0.51305,9.64516
29,1,2.5,0.466647,2.43205,23.075,20.9195,24.2488,0.260586,4.50764,0.392912,24.485
30,1,2.5,0.836158,9.57194,25,13.9385,23.4981,0.314498,15.4338,0.351659,12.0946
31,1,2.5,0.25,1.24469,1.98654,23.8342,10.1217,0.337886,4.60296,2.17122,23.2628
32,1,2.5,1.07455,2.5758,13.7451,3.73818,24.8101,0.251322,1.69136,0.502046,24.9198
33,1,2.5,0.628493,2.01093,16.8929,23.7937,11.4454,0.272538,2.89036,1.18001,20.3154
34,1,2.5,1.17722,9.22363,25,2.35681,22.5574,0.265429,3.22442,1.58238,9.05176
35,1,2.5,1.88963,8.97725,2.94979,17.8249,10.53,0.272246,0.853146,6.66658,20.4279
36,1,2.5,0.291362,4.84146,25,25,13.1378,0.58853,3.60032,0.29575,22.6233
37,1,2.5,0.320326,6.39907,13.0314,5.38021,23.3735,0.275565,4.24629,0.630364,23.8234
38,1,2.5,0.25,1.09489,1.67861,2.76494,23.1973,0.326455,1.10574,0.264105,23.6867
39,1,2.5,0.463433,2.63548,21.2656,12.2053,13.1551,0.652115,3.15174,3.28937,21.5381
40,1,2.5,1.10687,2.41669,3.86769,12.7651,12.1701,0.270151,5.7119,0.652963,24.0632
41,1,2.5,1.21586,14.471,5.59387,19.7039,5.66844,0.990634,2.64363,4.12546,23.88
42,1,2.5,0.387118,1.66191,8.65728,6.73049,14.4696,0.270468,4.23857,1.29152,24.0297
43,1,2.5,0.454593,2.75411,3.16146,4.12494,4.58619,0.279809,1.97754,0.606436,11.5095
44,1,2.5,0.25,3.31368,5.65335,19.1466,6.38959,0.284269,3.42575,1.13162,5.07619
45,1,2.5,1.01842,2.41198,25,16.9459,24.8891,0.25,4.63742,1.30663,15.9944
46,1,2.5,0.25,0.520021,3.81512,4.62636,4.46683,0.257252,0.586975,0.342485,24.6264
47,1,2.5,0.25,4.37284,15.9225,10.2738,8.78588,0.880507,4.55734,0.670322,7.75791
48,1,2.5,0.25,2.33778,20.0129,13.4416,4.08215,1.49259,21.9707,3.27496,5.60832
