real_name,stage,k_01,k_02,k_03,k_04,k_05,k_06,k_07,k_08,k_09,k_10
0,1,2.5,0.626283,3.0896,1.64168,3.37733,21.1147,0.353447,3.52213,1.28545,25
1,1,2.5,0.314741,7.92286,11.9477,6.65905,5.76934,0.25,1.00373,3.80918,25
2,1,2.5,1.33213,2.23832,25,3.37826,21.4134,0.541109,2.61484,0.502528,11.6302
3,1,2.5,0.797324,0.859705,4.84863,13.0272,25,0.25,2.48288,0.823971,25
4,1,2.5,1.1203,3.14451,15.9253,16.0731,25,0.25,1.87666,1.65141,25
5,1,2.5,0.454434,21.2236,25,25,25,0.545085,0.586424,2.1713,13.1416
6,1,2.5,0.395869,0.894113,3.01855,3.30362,25,0.25,2.37289,1.63688,25
7,1,2.5,0.474441,0.686316,3.90127,25,17.8707,0.660088,3.45836,0.335967,7.2106
8,1,2.5,0.440749,1.75931,22.2727,14.7245,25,0.831371,4.17248,0.405375,16.1455
9,1,2.5,0.977441,5.20271,10.0256,3.0999,25,0.25,9.74576,1.47052,25
10,1,2.5,0.552743,1.32552,4.76924,1.48872,25,0.25,5.7022,0.944946,3.97497
11,1,2.5,0.474724,2.18629,3.59931,1.68263,11.538,0.25,3.85318,0.371417,17.1105
12,1,2.5,0.25,1.58252,9.97504,11.8556,17.8809,0.371472,7.02748,0.618206,4.69762
13,1,2.5,0.592163,2.82136,2.65999,1.63525,23.7148,0.301529,1.54421,3.64675,25
14,1,2.5,0.285981,1.11015,7.91761,1.7452,25,0.882822,2.80036,0.613251,25
15,1,2.5,2.01541,21.2236,4.42771,4.79218,25,0.25,0.494968,0.517311,23.0074
16,1,2.5,1.14271,9.46797,8.10746,3.18988,22.1348,0.25,0.547671,1.44829,11.6122
17,1,2.5,1.02707,0.782544,11.4314,20.0814,4.06266,0.25,3.23738,0.945702,19.0376
18,1,2.5,0.313315,3.15821,1.60527,11.6262,25,1.31625,1.42253,3.08223,25
19,1,2.5,0.273983,4.52459,25,1.34333,25,1.37313,4.35681,3.25191,25
20,1,2.5,0.844626,10.4527,2.32296,7.62469,25,1.17444,18.1604,1.21329,11.6544
21,1,2.5,0.330875,2.03622,5.90401,6.30855,18.5724,0.487231,3.87488,0.913348,25
22,1,2.5,1.86219,4.36935,3.16136,1.11154,25,0.288967,2.27204,0.427788,22.6826
23,1,2.5,0.250282,6.68078,5.82,6.18232,25,0.360153,7.25613,0.431085,25
24,1,2.5,0.25,1.57541,12.0827,8.41003,21.0118,0.285207,2.64393,0.438389,22.2725
25,1,2.5,3.88908,1.2758,6.08549,5.83307,22.1007,0.25,12.902,1.54795,25
26,1,2.5,0.27425,1.84205,2.98626,25,25,0.25,3.56705,1.23025,9.05825
27,1,2.5,0.25,0.627441,1.60527,25,25,0.515053,1.23969,0.511869,20.4215
28,1,2.5,0.25,2.92686,19.8289,2.64367,25,0.25,2.72805,0.511694,9.75595
29,1,2.5,0.546398,2.6784,21.5401,16.5381,25,0.25,4.37148,0.40326,25
30,1,2.5,1.14998,11.6238,25,8.60545,25,0.289152,14.4876,0.370551,12.6159
31,1,2.5,0.25,1.83023,1.7832,13.2107,11.2021,0.29225,4.31516,2.40877,25
32,1,2.5,1.06806,2.52108,12.4102,3.08167,25,0.25,1.63489,0.499169,25
33,1,2.5,0.883017,2.49539,15.2599,15.6893,12.1754,0.25,2.74815,1.25064,21.2095
34,1,2.5,1.43936,10.2419,25,1.41982,23.6642,0.25,2.99109,1.62772,9.33341
35,1,2.5,2.58625,10.7993,2.46646,10.2992,11.2284,0.25,0.791424,7.00699,21.3257
36,1,2.5,0.375316,5.49853,23.7685,25,13.9867,0.544801,3.24554,0.306084,23.5379
37,1,2.5,0.478235,8.34685,12.3584,3.74618,25,0.25,4.09176,0.677122,25
38,1,2.5,0.25,1.48282,1.60527,1.89073,25,0.292693,1.06578,0.286578,25
39,1,2.5,0.25,1.65848,16.789,11.5418,12.1812,0.74199,2.99948,2.90398,20.242
40,1,2.5,1.53651,3.02063,3.82764,10.1157,12.8234,0.25,5.60283,0.693378,25
41,1,2.5,1.69434,17.5664,4.58727,10.8387,6.07137,0.904704,2.43434,4.34673,25
42,1,2.5,0.520119,1.98539,7.48796,4.20127,15.3409,0.25,3.98033,1.35492,25
43,1,2.5,0.703174,3.61487,2.69513,2.28545,4.97698,0.25,1.83557,0.652534,12.1769
44,1,2.5,0.25,4.55551,4.81999,10.1561,7.00779,0.25,3.16961,1.23292,5.41251
45,1,2.5,0.928406,2.1787,25,11.6401,25,0.25,4.31854,1.27142,15.9622
46,1,2.5,0.25,0.533113,3.24188,3.21598,4.58295,0.25,0.553752,0.344803,25
47,1,2.5,0.25,4.77249,11.9214,5.16727,9.28736,0.824589,4.09653,0.686353,8.02646
48,1,2.5,0.252552,3.0375,15.4223,6.08915,4.47484,1.32163,19.705,3.51442,5.96355
base,1,2.5,0.616377,3.36372,10.1286,5.98751,23.6526,0.25,3.12304,1.11053,25
