real_name,stage,k_01,k_02,k_03,k_04,k_05,k_06,k_07,k_08,k_09,k_10
1,1,2.5,0.927253,6.02833,2.32433,2.56179,0.40993,2.1539,0.55939,11.6388,4.85835
2,1,2.5,7.56646,1.77255,14.8817,1.24538,2.24706,7.53453,2.10939,0.948003,0.942535
3,1,2.5,3.77125,0.494147,1.04611,6.05699,22.7439,0.455728,1.88877,1.78355,11.62
4,1,2.5,4.07253,1.70769,3.06882,8.31171,3.37194,1.87039,1.20456,3.94945,25
5,1,2.5,1.37304,19.3393,12.3318,14.9985,4.14046,8.3976,0.283014,5.6376,1.13982
6,1,2.5,2.213,0.784835,1.01549,1.27443,5.52429,0.715389,2.08067,4.31657,8.64445
7,1,2.5,23.2226,1.08513,0.475768,1.01843,8.79584,7.80839,1.91734,1.17877,0.70114
8,1,2.5,2.06882,1.42369,8.62205,7.25841,10.2547,12.967,3.81218,0.748807,1.40756
9,1,2.5,3.33624,3.11821,1.69277,1.09195,3.39602,1.21516,9.42229,3.37784,3.0039
10,1,2.5,2.03804,0.724431,0.899515,0.443285,24.9269,2.21042,5.20251,2.01399,0.251771
11,1,2.5,1.96978,1.61891,0.785067,0.525732,1.03506,1.93894,3.37026,0.641935,1.53609
12,1,2.5,0.688633,1.11223,2.99358,6.39059,1.8222,4.65205,7.28981,1.20152,0.3048
13,1,2.5,2.49636,2.11445,0.495879,0.487509,2.50958,3.73478,1.04979,11.1783,2.55199
14,1,2.5,1.1148,0.754698,2.39803,0.585952,21.1415,13.5679,2.34831,1.19828,10.1007
15,1,2.5,8.08508,17.3687,0.55186,1.70793,8.33828,0.8056,0.25,0.932111,2.31646
16,1,2.5,5.02566,8.44479,1.76401,1.17518,2.3083,2.31007,0.279335,3.41411,0.962133
17,1,2.5,5.56155,0.480908,3.48801,10.948,0.277367,2.12094,2.73096,2.12169,1.74187
18,1,2.5,1.07932,2.34395,0.259985,5.97247,8.98265,23.385,0.947605,8.88229,2.58595
19,1,2.5,0.779957,3.1103,22.0841,0.424279,4.66052,25,3.69814,9.12611,12.3803
20,1,2.5,2.89825,7.70784,0.271313,3.12066,2.60677,22.1713,20.3891,2.72143,0.983726
21,1,2.5,1.1053,1.26177,1.14864,2.48918,1.80496,7.04999,3.17375,1.97528,5.08998
22,1,2.5,12.4915,4.66435,0.928468,0.381254,5.31423,3.17479,1.91967,0.751146,2.15465
23,1,2.5,0.839928,6.15033,1.32203,2.6329,2.79931,4.64128,7.27868,0.768873,5.6677
24,1,2.5,0.894028,1.52878,2.33779,1.36623,22.8903,2.31976,1.67919,1.06624,12.4527
25,1,2.5,24.5153,0.722807,1.25275,2.33014,2.26788,2.09934,14.4854,3.80525,3.78106
26,1,2.5,1.00229,1.35317,0.692678,17.3699,8.02166,1.01916,3.17325,2.79456,0.693073
27,1,2.5,0.720301,0.65471,0.644965,20.5855,6.54599,6.1613,1.01038,1.03577,1.80761
28,1,2.5,0.723633,2.53283,7.66857,1.01419,5.9856,1.04257,2.28614,0.948303,0.75661
29,1,2.5,1.96491,1.6748,5.38495,8.23986,4.46964,1.32895,3.62078,0.70561,19.3745
30,1,2.5,4.44831,9.20431,6.34435,3.56862,9.1317,3.83155,15.5183,0.624982,1.08138
31,1,2.5,0.391493,1.95702,0.535857,7.17552,1.03997,3.2301,4.41336,7.02421,9.32293
32,1,2.5,5.37881,1.91397,3.63794,1.11703,4.11388,0.416904,1.14987,0.927988,3.92399
33,1,2.5,3.22553,1.35501,2.98064,7.46226,1.03826,0.674283,1.94157,2.87194,2.06819
34,1,2.5,6.32718,8.60338,9.04001,0.395996,2.44247,1.47739,2.2427,3.97728,0.736545
35,1,2.5,15.3238,11.158,0.466405,5.32903,1.00971,1.6837,0.462054,24.651,2.03724
36,1,2.5,1.43007,5.005,8.21481,21.4363,1.32503,7.63798,2.71735,0.498323,2.29489
37,1,2.5,1.25938,5.12973,1.9605,1.36539,3.97657,1.6262,3.09047,1.26673,8.46585
38,1,2.5,0.656635,1.19617,0.376004,0.681698,9.91476,3.30573,0.730283,0.464202,3.23775
39,1,2.5,7.07959,2.38862,2.20251,0.259156,1.61556,9.51013,1.46953,16.3448,9.88412
40,1,2.5,6.37714,1.71566,0.5419,4.53088,1.12285,0.26571,4.77553,1.35611,4.27403
41,1,2.5,8.77912,19.4567,0.899428,5.10047,0.452666,14.9959,1.81247,13.8332,6.65192
42,1,2.5,2.01755,1.27769,1.64246,1.52403,1.43304,1.8284,3.33686,3.24209,4.12305
43,1,2.5,3.24053,3.09821,0.581453,0.825993,0.369373,2.46421,1.36138,1.27999,1.00348
44,1,2.5,0.443395,3.56855,0.976778,4.97672,0.549741,1.42996,2.54432,2.81841,0.368707
45,1,2.5,3.95723,1.37195,23.5464,5.80302,3.94595,0.462867,3.69535,2.92567,1.42895
46,1,2.5,1.3025,0.475251,1.33171,1.26619,0.346549,0.993883,0.354044,0.625971,4.42873
47,1,2.5,0.839941,4.61057,3.78973,2.12014,0.791649,12.732,3.70807,1.40155,0.592375
48,1,2.5,0.745889,1.98867,3.81079,2.6142,0.311574,24.1247,24.392,10.3218,0.41918
