real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
1,1,1.37,1.681,1.83,2.035,2.742,3.468,4.031,4.5,4.573,1,1.739,2.361,2.659,3.07,4.485,5.937,7.062,7.999,8.145
2,1,1.133,1.307,1.465,1.682,1.994,2.139,2.291,2.673,3.202,1,1.266,1.614,1.93,2.365,2.989,3.278,3.581,4.346,5.404
3,1,1.166,1.739,2.483,2.764,2.816,3.375,4.056,4.329,4.491,1,1.333,2.477,3.967,4.527,4.632,5.751,7.113,7.658,7.981
4,1,1.161,1.369,1.597,1.709,1.813,2.021,2.362,2.633,2.706,1,1.323,1.738,2.194,2.417,2.626,3.041,3.724,4.265,4.412
5,1,1.282,1.477,1.51,1.547,1.624,1.714,2.628,3.555,3.819,1,1.564,1.954,2.021,2.094,2.249,2.429,4.255,6.11,6.638
6,1,1.213,1.644,2.209,2.652,2.893,3.288,3.757,3.935,4.022,1,1.426,2.289,3.418,4.303,4.786,5.575,6.515,6.871,7.044
7,1,1.111,1.352,2.108,2.879,3.153,3.213,3.375,3.718,4.287,1,1.222,1.704,3.216,4.757,5.305,5.426,5.751,6.436,7.573
8,1,1.221,1.517,1.722,1.785,1.844,1.888,1.973,2.372,2.884,1,1.442,2.035,2.444,2.571,2.688,2.776,2.945,3.744,4.767
9,1,1.175,1.33,1.558,1.935,2.237,2.516,2.749,2.849,3.007,1,1.35,1.66,2.116,2.869,3.474,4.033,4.497,4.699,5.013
10,1,1.223,1.69,2.313,3.155,3.729,3.852,4.014,4.186,5.303,1,1.445,2.381,3.627,5.311,6.459,6.705,7.027,7.372,9.606
11,1,1.227,1.508,1.981,2.775,3.492,3.863,4.066,4.529,5.082,1,1.454,2.017,2.962,4.55,5.984,6.725,7.131,8.059,9.163
12,1,1.463,2.051,2.359,2.482,2.658,2.849,2.937,3.179,4.208,1,1.926,3.102,3.718,3.964,4.316,4.698,4.874,5.359,7.415
13,1,1.2,1.419,2.041,3.058,3.67,3.837,4.142,4.402,4.523,1,1.4,1.837,3.082,5.116,6.341,6.674,7.284,7.805,8.046
14,1,1.324,1.88,2.315,2.846,3.285,3.315,3.44,3.755,3.988,1,1.649,2.76,3.631,4.692,5.569,5.63,5.88,6.51,6.977
15,1,1.131,1.176,1.644,2.243,2.419,2.76,4.07,5.338,5.714,1,1.262,1.352,2.287,3.486,3.839,4.519,7.14,9.676,10.429
16,1,1.15,1.229,1.4,1.755,2.076,2.292,3.296,4.264,4.597,1,1.299,1.458,1.801,2.51,3.152,3.585,5.591,7.528,8.194
17,1,1.145,1.71,2.301,2.396,3.32,4.339,4.549,4.758,5.019,1,1.29,2.42,3.603,3.792,5.64,7.678,8.097,8.516,9.039
18,1,1.332,1.67,2.738,3.742,3.811,3.85,4.124,4.416,4.541,1,1.663,2.34,4.476,6.483,6.623,6.7,7.249,7.833,8.082
19,1,1.421,1.821,1.913,2.514,3.157,3.22,3.298,3.393,3.44,1,1.841,2.643,2.826,4.027,5.313,5.44,5.596,5.786,5.881
20,1,1.186,1.305,2.259,3.26,3.436,3.544,3.567,3.671,4.017,1,1.373,1.61,3.518,5.521,5.873,6.087,6.134,6.342,7.034
21,1,1.326,1.751,2.166,2.484,2.723,2.897,3.012,3.217,3.393,1,1.652,2.501,3.333,3.969,4.447,4.795,5.023,5.434,5.785
22,1,1.12,1.194,1.516,2.441,3.144,3.27,3.479,3.942,4.391,1,1.24,1.387,2.033,3.883,5.289,5.54,5.958,6.884,7.782
23,1,1.398,1.736,1.966,2.25,2.434,2.577,2.665,3.025,3.394,1,1.795,2.472,2.931,3.499,3.868,4.154,4.331,5.05,5.788
24,1,1.38,1.823,2.093,2.383,2.577,2.696,2.952,3.336,3.59,1,1.759,2.646,3.187,3.766,4.154,4.392,4.905,5.672,6.181
25,1,1.11,1.466,2.012,2.319,2.536,2.765,2.902,2.985,3.117,1,1.22,1.933,3.023,3.637,4.072,4.531,4.803,4.969,5.233
26,1,1.349,1.784,2.329,2.705,2.75,3.027,3.351,3.519,3.969,1,1.699,2.567,3.659,4.409,4.5,5.053,5.701,6.038,6.938
27,1,1.447,2.176,2.945,3.345,3.396,3.474,3.762,4.251,4.631,1,1.894,3.352,4.891,5.69,5.791,5.949,6.525,7.502,8.262
28,1,1.445,1.89,2.021,2.3,2.588,2.87,3.219,3.592,4.186,1,1.891,2.779,3.042,3.6,4.177,4.74,5.438,6.184,7.372
29,1,1.227,1.504,1.699,1.776,1.862,2.107,2.364,2.787,3.154,1,1.454,2.007,2.399,2.552,2.725,3.213,3.727,4.574,5.308
30,1,1.156,1.24,1.306,1.416,1.513,1.606,1.687,2.103,2.734,1,1.312,1.479,1.612,1.831,2.026,2.211,2.374,3.206,4.469
31,1,1.739,2.505,3.099,3.601,3.876,4.194,4.328,4.42,4.482,1,2.477,4.01,5.198,6.201,6.752,7.387,7.655,7.84,7.965
32,1,1.146,1.324,1.523,1.815,2.1,2.76,3.578,4.064,4.397,1,1.293,1.647,2.046,2.631,3.2,4.521,6.155,7.129,7.795
33,1,1.178,1.44,1.708,1.825,2.1,2.711,3.211,3.426,3.634,1,1.355,1.879,2.416,2.651,3.199,4.422,5.421,5.853,6.269
34,1,1.14,1.208,1.265,1.924,2.657,2.929,3.21,3.384,3.786,1,1.279,1.416,1.53,2.848,4.315,4.858,5.419,5.768,6.573
35,1,1.116,1.155,1.713,2.296,2.591,2.987,3.677,4.228,4.361,1,1.233,1.31,2.427,3.593,4.182,4.974,6.353,7.455,7.721
36,1,1.275,1.5,1.58,1.622,1.822,2.044,2.169,2.762,3.373,1,1.55,1.999,2.16,2.244,2.645,3.088,3.337,4.524,5.746
37,1,1.299,1.546,1.722,2.033,2.279,2.495,2.73,3.008,3.235,1,1.597,2.092,2.444,3.065,3.557,3.99,4.46,5.016,5.47
38,1,1.481,2.07,2.944,3.976,4.368,4.469,4.887,5.768,6.383,1,1.961,3.141,4.889,6.952,7.736,7.938,8.773,10.535,11.767
39,1,1.135,1.275,1.493,2.572,3.691,3.872,4.068,4.254,4.294,1,1.271,1.551,1.987,4.143,6.382,6.744,7.137,7.508,7.589
40,1,1.139,1.324,1.931,2.448,2.726,3.889,4.882,5.119,5.362,1,1.278,1.648,2.862,3.895,4.451,6.778,8.765,9.238,9.724
41,1,1.128,1.17,1.461,1.788,2.389,2.958,3.112,3.268,3.324,1,1.257,1.34,1.921,2.575,3.778,4.916,5.225,5.537,5.648
42,1,1.224,1.543,1.891,2.208,2.546,2.857,3.069,3.221,3.359,1,1.448,2.087,2.783,3.415,4.092,4.715,5.138,5.442,5.717
43,1,1.177,1.335,1.846,2.578,3.558,4.336,4.621,5,5.445,1,1.354,1.67,2.691,4.157,6.115,7.672,8.242,9,9.889
44,1,1.664,2.298,2.624,2.93,3.435,4.064,4.338,4.525,5.291,1,2.328,3.595,4.247,4.86,5.87,7.129,7.675,8.049,9.583
45,1,1.163,1.409,1.601,1.655,1.762,2.365,2.973,3.126,3.386,1,1.326,1.817,2.203,2.31,2.523,3.73,4.946,5.252,5.773
46,1,1.292,2.01,2.724,3.109,4.028,5.001,5.958,7.064,7.52,1,1.584,3.02,4.447,5.218,7.055,9.001,10.917,13.128,14.039
47,1,1.398,1.75,1.87,2.054,2.487,2.823,2.91,3.156,3.756,1,1.795,2.499,2.739,3.107,3.975,4.645,4.82,5.311,6.512
48,1,1.435,1.896,2.087,2.249,3.147,3.959,3.98,4.014,4.635,1,1.87,2.792,3.175,3.497,5.293,6.919,6.96,7.029,8.27
