real_name,stage,k_01,k_02,k_03,k_04,k_05,k_06,k_07,k_08,k_09,k_10
0,1,2.5,2.55032,2.24799,0.257106,1.22208,2.16932,4.5836,2.90553,3.00153,5.94468
1,1,2.5,1.07913,7.29488,3.07333,2.85527,0.428547,2.01938,0.604979,11.6698,4.78363
2,1,2.5,6.55114,1.50251,12.1733,1.2225,2.20775,7.80563,2.00228,0.927845,0.956655
3,1,2.5,3.44886,0.45431,0.995468,6.60609,23.1477,0.451997,1.87678,1.72153,11.7296
4,1,2.5,5.27594,2.29804,4.40163,8.59026,3.48023,1.75548,1.32267,4.10529,24.4774
5,1,2.5,1.70793,25,17.1562,15.9582,4.29478,7.87738,0.309017,5.77998,1.1145
6,1,2.5,1.43738,0.477152,0.550494,1.18883,5.21859,0.798696,1.77344,4.06019,9.03789
7,1,2.5,24.6089,1.17107,0.536588,1.08053,8.99264,7.57694,1.98491,1.17528,0.69702
8,1,2.5,1.64389,1.11197,6.69453,7.69896,10.2295,13.352,3.59096,0.709328,1.44157
9,1,2.5,4.44882,4.31224,2.46825,1.09791,3.48575,1.14335,10.369,3.55111,2.91584
10,1,2.5,2.18165,0.780549,0.975137,0.438932,25,2.18626,5.30605,2.04307,0.25
11,1,2.5,1.80378,1.45898,0.685926,0.511528,1.01919,1.99106,3.25082,0.635847,1.55007
12,1,2.5,0.62065,0.974096,2.45272,5.87199,1.76229,4.87764,6.88997,1.2021,0.308049
13,1,2.5,2.37785,2.00673,0.470006,0.493584,2.50822,3.75805,1.03658,11.0512,2.56491
14,1,2.5,0.957313,0.625377,1.83758,0.535412,20.3295,14.3927,2.18141,1.19007,10.2594
15,1,2.5,10.9922,25,0.888644,1.89256,8.8182,0.732802,0.25,0.962089,2.24443
16,1,2.5,5.40822,9.11458,1.89282,1.13789,2.3011,2.29807,0.283706,3.48413,0.954807
17,1,2.5,4.73294,0.403926,2.90822,11.3469,0.276442,2.16863,2.61493,2.04512,1.77129
18,1,2.5,1.07302,2.31056,0.25,5.7303,8.87088,23.7124,0.935507,8.95586,2.58733
19,1,2.5,0.907375,3.62151,25,0.386019,4.59312,25,3.79035,9.57632,12.186
20,1,2.5,3.70649,10.3145,0.396786,3.3819,2.72481,20.5633,22.5748,2.79243,0.959151
21,1,2.5,1.14871,1.33489,1.27332,2.66867,1.84789,6.84652,3.27372,1.95803,5.07036
22,1,2.5,9.95778,3.46687,0.58324,0.304641,4.88384,3.56338,1.67972,0.758683,2.2049
23,1,2.5,0.810342,5.89454,1.25071,2.60208,2.78125,4.69257,7.17132,0.766,5.68864
24,1,2.5,1.14694,1.98206,2.97584,1.22773,22.6661,2.27725,1.7713,1.14167,12.1338
25,1,2.5,25,0.744125,1.32243,2.41966,2.29667,2.06686,14.7245,3.78637,3.77365
26,1,2.5,0.90848,1.17772,0.543142,14.9228,7.61163,1.08957,2.95192,2.84129,0.699967
27,1,2.5,0.374515,0.306466,0.25,18.0546,5.96002,7.33866,0.7877,0.949455,1.93366
28,1,2.5,0.625049,2.10097,5.78933,0.89979,5.70947,1.11466,2.11122,0.949047,0.767997
29,1,2.5,2.1504,1.88044,6.42042,8.90203,4.60635,1.27393,3.80631,0.704703,19.1972
30,1,2.5,5.45125,11.7788,8.89478,3.93413,9.55803,3.56623,17.0202,0.633995,1.05906
31,1,2.5,0.25,1.16828,0.285103,6.72262,0.982235,3.61406,3.7451,6.58066,9.76444
32,1,2.5,4.97024,1.74341,3.22276,1.08985,4.05717,0.426953,1.11321,0.920099,3.95601
33,1,2.5,3.91826,1.72123,4.17295,8.33463,1.09005,0.626214,2.13068,2.9003,2.02739
34,1,2.5,7.21681,10.0553,11.0841,0.413687,2.50153,1.41877,2.36868,4.03181,0.726646
35,1,2.5,15.0131,10.7439,0.427657,4.92477,0.985118,1.73222,0.4495,25,2.04128
36,1,2.5,1.34471,4.62088,7.26117,20.2446,1.29639,7.87226,2.62317,0.49926,2.30931
37,1,2.5,1.82047,7.78609,3.20595,1.39113,4.1256,1.49881,3.50433,1.34697,8.14957
38,1,2.5,0.520851,0.898,0.25,0.591793,9.32991,3.6209,0.652081,0.45981,3.31544
39,1,2.5,7.75829,2.62941,2.41283,0.25,1.61127,9.43613,1.49997,16.7481,9.79037
40,1,2.5,7.83072,2.18544,0.740744,4.81535,1.16304,0.25,5.19072,1.38751,4.18467
41,1,2.5,8.84876,19.7365,0.928852,5.24935,0.456772,14.84,1.83103,13.7635,6.64682
42,1,2.5,2.0219,1.29337,1.71379,1.60549,1.45515,1.79863,3.38546,3.20565,4.1225
43,1,2.5,2.94754,2.73546,0.477781,0.750063,0.356286,2.58818,1.28657,1.28611,1.0132
44,1,2.5,0.454792,3.65248,0.988124,4.83941,0.546471,1.43477,2.54668,2.849,0.367723
45,1,2.5,4.17162,1.45266,25,5.73891,3.95094,0.45943,3.74877,2.96066,1.42114
46,1,2.5,0.747063,0.25,0.601866,1.14954,0.321383,1.1479,0.287649,0.579413,4.69001
47,1,2.5,0.721204,3.87121,3.06486,2.0795,0.777064,13.216,3.50944,1.36996,0.601766
48,1,2.5,0.819542,2.2007,4.22855,2.55316,0.311934,23.8336,25,10.5522,0.415101
base,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
