real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
1,1,2.1,3.138,3.193,3.232,3.301,4.269,5.424,5.724,5.803,1,3.2,5.275,5.385,5.465,5.601,7.539,9.847,10.448,10.606
2,1,1.311,1.639,1.764,1.815,1.867,2.321,2.849,3.438,3.962,1,1.623,2.277,2.529,2.629,2.735,3.641,4.697,5.875,6.924
3,1,1.426,2.055,2.412,2.488,2.52,3.524,4.622,5.031,5.348,1,1.853,3.11,3.824,3.977,4.039,6.049,8.244,9.062,9.696
4,1,1.411,1.821,1.935,1.962,1.984,2.917,3.968,4.258,4.429,1,1.822,2.643,2.871,2.924,2.968,4.834,6.937,7.516,7.858
5,1,1.766,2.444,2.467,2.487,2.507,2.949,3.765,4.269,4.406,1,2.531,3.888,3.934,3.974,4.015,4.898,6.53,7.537,7.812
6,1,1.678,2.515,2.847,2.984,3.058,4.068,5.17,5.421,5.581,1,2.357,4.03,4.693,4.969,5.116,7.136,9.34,9.842,10.161
7,1,1.382,1.892,2.172,2.234,2.257,2.702,3.203,3.929,4.618,1,1.764,2.785,3.345,3.467,3.513,4.403,5.406,6.857,8.235
8,1,1.716,2.477,2.632,2.653,2.674,2.975,3.322,3.998,4.634,1,2.432,3.954,4.264,4.306,4.348,4.951,5.644,6.996,8.268
9,1,1.489,1.941,2.027,2.102,2.165,3.077,4.002,4.209,4.403,1,1.978,2.883,3.055,3.204,3.329,5.153,7.004,7.419,7.806
10,1,1.77,2.686,2.984,3.162,3.299,4.221,5.175,5.502,5.852,1,2.539,4.371,4.967,5.324,5.598,7.442,9.35,10.004,10.704
11,1,1.859,2.761,2.964,3.113,3.226,4.159,5.129,5.905,6.636,1,2.717,4.521,4.928,5.227,5.452,7.317,9.258,10.81,12.271
12,1,2.1,3.294,3.509,3.539,3.564,4.188,4.829,5.289,5.773,1,3.2,5.589,6.017,6.078,6.129,7.376,8.658,9.578,10.546
13,1,1.745,2.505,2.702,2.873,2.973,3.728,4.623,4.848,4.932,1,2.489,4.01,4.405,4.745,4.945,6.456,8.247,8.697,8.865
14,1,2.07,3.279,3.547,3.692,3.818,4.104,4.465,4.966,5.39,1,3.141,5.559,6.095,6.385,6.637,7.207,7.93,8.932,9.781
15,1,1.27,1.454,1.525,1.623,1.676,2.616,4.041,5.05,5.574,1,1.54,1.908,2.05,2.247,2.352,4.231,7.083,9.101,10.147
16,1,1.395,1.721,1.779,1.85,1.907,2.841,4.186,4.79,4.993,1,1.79,2.443,2.557,2.7,2.815,4.682,7.371,8.58,8.987
17,1,1.462,2.233,2.659,2.687,2.764,3.731,4.703,5.057,5.353,1,1.925,3.465,4.318,4.375,4.527,6.462,8.406,9.114,9.706
18,1,2.1,3.209,3.459,3.613,3.637,3.816,4.151,4.405,4.504,1,3.2,5.418,5.918,6.226,6.274,6.633,7.302,7.811,8.009
19,1,2.057,3.069,3.133,3.255,3.377,3.565,3.794,3.924,4.011,1,3.114,5.137,5.267,5.51,5.754,6.129,6.589,6.847,7.021
20,1,1.705,2.347,2.481,2.594,2.622,2.812,3.003,3.25,3.507,1,2.409,3.695,3.963,4.188,4.243,4.623,5.006,5.5,6.014
21,1,2.1,3.255,3.447,3.506,3.544,4.023,4.548,4.9,5.202,1,3.2,5.51,5.893,6.012,6.087,7.046,8.096,8.8,9.404
22,1,1.27,1.506,1.639,1.848,2,2.821,3.734,4.443,5.06,1,1.54,2.012,2.277,2.696,3,4.641,6.467,7.886,9.121
23,1,2.1,3.142,3.218,3.277,3.311,3.975,4.659,5.288,5.895,1,3.2,5.283,5.436,5.554,5.622,6.949,8.319,9.576,10.789
