real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
0,1,1.198,1.407,2.491,3.668,3.988,4.157,4.298,4.467,4.593,1,1.396,1.815,3.982,6.336,6.975,7.315,7.596,7.935,8.185
1,1,1.332,1.598,1.713,1.882,2.553,3.26,3.797,4.232,4.306,1,1.663,2.195,2.426,2.764,4.106,5.52,6.595,7.464,7.611
2,1,1.138,1.343,1.53,1.755,2.072,2.218,2.375,2.769,3.3,1,1.276,1.685,2.059,2.509,3.145,3.435,3.749,4.538,5.599
3,1,1.172,1.795,2.597,2.886,2.934,3.498,4.185,4.463,4.629,1,1.345,2.591,4.193,4.771,4.869,5.996,7.369,7.926,8.259
4,1,1.147,1.304,1.469,1.555,1.656,1.87,2.202,2.452,2.523,1,1.295,1.607,1.938,2.11,2.312,2.74,3.403,3.903,4.045
5,1,1.246,1.403,1.427,1.458,1.531,1.621,2.462,3.314,3.582,1,1.493,1.806,1.855,1.915,2.063,2.243,3.924,5.629,6.164
6,1,1.274,1.972,2.95,3.614,3.873,4.233,4.687,4.89,4.979,1,1.548,2.944,4.9,6.229,6.745,7.467,8.375,8.78,8.958
7,1,1.11,1.334,2.013,2.71,2.97,3.03,3.189,3.528,4.099,1,1.22,1.668,3.026,4.421,4.939,5.061,5.379,6.056,7.199
8,1,1.252,1.629,1.891,1.961,2.018,2.061,2.149,2.571,3.097,1,1.504,2.258,2.782,2.922,3.036,3.122,3.299,4.143,5.195
9,1,1.156,1.27,1.43,1.759,2.058,2.348,2.591,2.686,2.842,1,1.312,1.541,1.859,2.517,3.116,3.697,4.182,4.371,4.684
10,1,1.215,1.649,2.226,3.052,3.632,3.756,3.917,4.087,5.209,1,1.429,2.299,3.452,5.104,6.263,6.512,6.835,7.174,9.419
11,1,1.239,1.549,2.084,2.938,3.672,4.042,4.245,4.715,5.269,1,1.477,2.097,3.169,4.875,6.343,7.085,7.49,8.43,9.539
12,1,1.503,2.162,2.521,2.665,2.85,3.043,3.13,3.375,4.394,1,2.006,3.325,4.042,4.331,4.7,5.086,5.261,5.749,7.788
13,1,1.205,1.435,2.091,3.13,3.736,3.902,4.21,4.474,4.594,1,1.41,1.87,3.183,5.26,6.472,6.804,7.42,7.947,8.187
14,1,1.361,2.022,2.558,3.161,3.64,3.67,3.802,4.126,4.361,1,1.722,3.044,4.116,5.322,6.28,6.339,6.603,7.253,7.722
15,1,1.123,1.155,1.447,1.86,2.021,2.39,3.731,4.991,5.362,1,1.245,1.311,1.894,2.72,3.041,3.78,6.463,8.982,9.725
16,1,1.146,1.22,1.379,1.731,2.06,2.277,3.267,4.22,4.553,1,1.292,1.44,1.759,2.462,3.119,3.554,5.534,7.44,8.107
17,1,1.153,1.825,2.529,2.637,3.564,4.583,4.794,5.012,5.276,1,1.306,2.649,4.059,4.275,6.128,8.167,8.589,9.024,9.551
18,1,1.333,1.674,2.782,3.826,3.898,3.937,4.214,4.509,4.634,1,1.666,2.348,4.565,6.652,6.796,6.873,7.429,8.019,8.268
19,1,1.376,1.72,1.799,2.457,3.159,3.223,3.299,3.391,3.438,1,1.751,2.44,2.598,3.913,5.318,5.446,5.598,5.783,5.876
20,1,1.167,1.259,1.913,2.617,2.783,2.887,2.91,3.011,3.361,1,1.335,1.518,2.827,4.235,4.566,4.774,4.82,5.022,5.722
21,1,1.318,1.723,2.106,2.396,2.625,2.797,2.91,3.114,3.291,1,1.635,2.445,3.212,3.792,4.25,4.594,4.82,5.228,5.582
22,1,1.125,1.222,1.723,2.972,3.844,3.966,4.185,4.663,5.106,1,1.25,1.445,2.446,4.945,6.688,6.931,7.369,8.326,9.212
23,1,1.409,1.759,2.002,2.298,2.484,2.627,2.715,3.076,3.447,1,1.817,2.519,3.003,3.595,3.967,4.254,4.43,5.152,5.893
24,1,1.318,1.662,1.872,2.16,2.375,2.495,2.746,3.106,3.346,1,1.636,2.324,2.744,3.32,3.749,3.991,4.492,5.213,5.692
25,1,1.11,1.456,1.981,2.273,2.486,2.715,2.853,2.936,3.069,1,1.22,1.912,2.962,3.547,3.971,4.431,4.707,4.873,5.137
