real_name,stage,k_01,k_02,k_03,k_04,k_05,k_06,k_07,k_08,k_09,k_10
1,1,2.5,0.256282,18.9036,25,25,5.96135,0.346955,3.3216,4.34159,20.0305
3,1,2.5,1.00067,0.848176,3.26217,5.9373,23.6518,0.255817,2.033,0.830753,24.5473
4,1,2.5,0.703141,3.2443,25,25,21.3231,0.314662,3.1362,1.68157,21.6797
5,1,2.5,0.331925,25,25,25,18.6505,0.823854,2.37826,2.74437,9.84582
6,1,2.5,0.889084,2.10635,9.71115,12.73,25,0.25,3.42076,2.0844,24.9467
7,1,2.5,1.30465,1.76224,12.7444,24.8952,16.8132,0.681642,6.36827,0.424776,6.07033
8,1,2.5,0.57133,4.14923,25,25,22.1378,0.987787,10.6107,0.521216,13.8755
9,1,2.5,0.429259,4.92993,25,25,19.3014,0.361838,20.9073,1.46865,20.0512
10,1,2.5,0.295456,1.17899,12.7781,10.3154,20.9737,0.322516,9.11052,0.923288,3.42273
11,1,2.5,0.370911,2.81932,21.6516,22.394,8.06638,0.324947,8.45232,0.441837,14.1959
12,1,2.5,0.25,1.58758,25,25,12.7178,0.889913,25,0.54073,2.70254
13,1,2.5,0.393709,3.59137,22.6268,23.0798,16.8357,0.412307,3.69671,4.2269,20.2572
14,1,2.5,0.379958,1.8421,24.3028,8.58602,24.3808,0.918159,4.22101,0.710092,23.6794
15,1,2.5,1.06063,16.9082,8.38641,19.4615,21.3907,0.312939,0.691509,0.489093,20.3242
16,1,2.5,0.768173,14.5059,25,25,17.4985,0.349184,1.49177,1.65648,9.2719
17,1,2.5,0.461477,1.32623,25,25,3.38067,0.414666,12.0864,1.05515,13.9253
18,1,2.5,0.25,2.74282,10.8234,25,18.06,2.09312,3.53666,3.01294,19.05
19,1,2.5,0.385675,12.2375,25,25,21.9862,1.64518,12.3596,4.34845,21.229
20,1,2.5,0.25,9.76218,25,25,20.1696,2.57858,25,1.02537,7.3404
21,1,2.5,0.25,2.80126,25,25,14.3378,0.748833,11.7278,0.987858,18.684
22,1,2.5,2.04311,6.19087,19.6289,21.5383,18.2365,0.326131,4.05398,0.539319,20.7053
23,1,2.5,0.25156,10.4752,25,25,19.5771,0.526765,21.7798,0.489705,19.3064
24,1,2.5,0.369235,2.32649,20.1585,12.7079,20.9164,0.284039,3.3023,0.484256,21.2593
25,1,2.5,1.98255,1.45777,25,25,17.1256,0.359692,25,1.63031,19.9225
26,1,2.5,0.25,2.54583,19.3639,25,20.5939,0.329076,7.99627,1.36303,7.54588
27,1,2.5,0.25,0.472303,15.9535,25,16.2487,0.946962,3.87024,0.482532,14.4306
28,1,2.5,0.368618,6.16827,23.9276,24.0879,21.9485,0.276835,5.66576,0.655741,8.80275
29,1,2.5,0.517244,4.3659,25,25,25,0.288637,7.77293,0.430702,22.4943
30,1,2.5,0.621451,14.2594,25,25,19.3938,0.414815,25,0.398131,10.0408
31,1,2.5,0.25,1.01299,14.2617,25,6.92644,0.577316,12.8674,2.08579,17.1984
32,1,2.5,1.8019,4.18846,22.7404,12.4548,22.7248,0.25,2.18895,0.611019,24.5561
33,1,2.5,0.511168,2.86332,25,25,9.83765,0.339179,5.8056,1.31603,17.4973
34,1,2.5,1.19054,18.1089,25,25,19.3436,0.332652,8.06238,1.93561,7.61739
35,1,2.5,1.22174,15.6768,25,25,9.31451,0.398785,2.6101,7.30568,15.6448
36,1,2.5,0.283973,12.7507,25,25,10.3908,0.830022,14.0034,0.39522,17.4568
37,1,2.5,0.276754,8.72207,25,25,20.7091,0.328338,7.55043,0.693207,21.1041
38,1,2.5,0.298388,0.916696,5.34896,24.5033,18.185,0.444369,1.9618,0.260808,20.2152
39,1,2.5,1.04488,6.97851,25,25,14.4157,0.668908,5.62411,4.008,18.8289
40,1,2.5,0.875721,2.61559,8.12051,25,11.0499,0.310084,8.0926,0.67121,22.0896
41,1,2.5,0.887404,25,25,25,6.01509,1.43788,9.80689,4.66331,18.5161
42,1,2.5,0.429416,3.36203,25,25,13.152,0.323977,9.73456,1.57104,20.8081
44,1,2.5,0.25,3.01367,25,25,4.36683,0.48722,10.3454,1.12241,3.72139
45,1,2.5,1.07966,6.61203,25,25,25,0.320456,13.4551,1.48949,13.0432
46,1,2.5,0.375896,1.14358,21.6195,25,4.25772,0.277855,1.14339,0.430522,22.4615
47,1,2.5,0.25,12.7574,25,25,8.44251,1.25148,18.2723,0.836197,6.07045
48,1,2.5,0.25,3.35461,25,25,3.61098,3.89976,25,2.77801,3.06584
