real_name,stage,k_01,k_02,k_03,k_04,k_05,k_06,k_07,k_08,k_09,k_10
1,1,2.5,0.256962,18.9377,24.9948,24.9926,5.9654,0.346566,3.31915,4.34475,20.0475
3,1,2.5,1.00126,0.848301,3.26169,5.93643,23.6528,0.255746,2.03233,0.830868,24.552
5,1,2.5,0.332438,25,25,25,18.6759,0.823491,2.38034,2.74614,9.85037
6,1,2.5,0.889703,2.10368,9.69982,12.7189,24.9852,0.25,3.41666,2.08453,24.953
8,1,2.5,0.572832,4.15757,24.9986,24.995,22.1546,0.986734,10.6078,0.521589,13.8869
9,1,2.5,0.431493,4.94566,24.9913,24.9889,19.3241,0.361025,20.871,1.47055,20.0843
10,1,2.5,0.296638,1.18093,12.7707,10.3085,20.9852,0.321934,9.09407,0.924128,3.4271
11,1,2.5,0.376708,2.83237,21.5711,22.3169,8.07908,0.322637,8.38901,0.443289,14.2661
12,1,2.5,0.250523,1.59035,25,24.9976,12.7265,0.88932,24.9865,0.54103,2.70401
13,1,2.5,0.395199,3.59578,22.6093,23.0615,16.8421,0.411594,3.68978,4.23062,20.2819
14,1,2.5,0.380302,1.84037,24.2774,8.57923,24.3699,0.917686,4.21621,0.710177,23.6867
15,1,2.5,1.07591,17.102,8.40035,19.4654,21.4873,0.311062,0.68892,0.490817,20.4149
16,1,2.5,0.771231,14.5399,24.9912,24.9891,17.5135,0.348582,1.48972,1.65815,9.28364
19,1,2.5,0.386632,12.258,24.9941,24.9925,22.0004,1.64347,12.3513,4.35129,21.2457
20,1,2.5,0.250603,9.79231,24.9948,24.9928,20.2043,2.58242,24.9776,1.02541,7.33472
21,1,2.5,0.25073,2.80527,24.9914,24.9894,14.3449,0.74787,11.7145,0.988589,18.7015
22,1,2.5,2.04883,6.19344,19.6109,21.5205,18.2377,0.325701,4.04723,0.539645,20.724
23,1,2.5,0.252263,10.4892,24.9919,24.99,19.586,0.526116,21.7559,0.490051,19.3237
24,1,2.5,0.369976,2.32771,20.1482,12.7017,20.9196,0.283776,3.29876,0.484472,21.273
25,1,2.5,1.98778,1.45996,24.992,24.9905,17.1351,0.359281,24.9737,1.63143,19.9393
26,1,2.5,0.250327,2.41215,19.1922,24.955,20.1604,0.338276,8.12913,1.34169,7.3945
27,1,2.5,0.250375,0.466373,15.9207,24.99,16.1684,0.953162,3.88554,0.480772,14.3617
28,1,2.5,0.369351,6.17335,23.9207,24.0801,21.9545,0.27659,5.66096,0.656057,8.80835
29,1,2.5,0.518108,4.3705,24.9962,24.9948,25,0.288431,7.76895,0.430896,22.5063
30,1,2.5,0.622477,14.2907,25,25,19.4114,0.41457,24.9936,0.398347,10.0458
34,1,2.5,1.21158,18.3003,24.9765,24.9652,19.4189,0.330144,8.02253,1.94376,7.65963
36,1,2.5,0.284201,12.7746,25,25,10.3989,0.829854,14.012,0.395375,17.461
37,1,2.5,0.278035,8.74543,24.9908,24.9888,20.7294,0.327677,7.53814,0.693996,21.1351
38,1,2.5,0.29913,0.917014,5.34451,24.4851,18.1859,0.443847,1.95888,0.260948,20.2315
39,1,2.5,1.0499,6.99413,24.9836,24.9824,14.4271,0.667481,5.61293,4.01262,18.8579
41,1,2.5,0.890476,25,24.9942,24.9914,6.02073,1.43579,9.79788,4.66775,18.5364
42,1,2.5,0.430555,3.36586,24.9902,24.9888,13.1571,0.323593,9.72352,1.57208,20.8259
44,1,2.5,0.250418,3.01497,24.9965,24.995,4.36762,0.487154,10.3456,1.12263,3.72188
45,1,2.5,1.08098,6.62037,25,24.9988,25,0.320303,13.4537,1.49005,13.0482
46,1,2.5,0.376313,1.1422,21.5914,24.9752,4.25524,0.277676,1.14174,0.430592,22.4701
47,1,2.5,0.250653,12.7801,24.9975,24.9946,8.44819,1.25026,18.2628,0.836764,6.07504
