real_name,h01_01,h01_02,h01_03,h01_04,h01_05,h01_06,h01_07,h01_08,h01_09,h01_10,h02_01,h02_02,h02_03,h02_04,h02_05,h02_06,h02_07,h02_08,h02_09,h02_10
0,1,1.499,1.979,2.212,2.439,2.525,3.244,4.022,4.288,4.492,1,1.998,2.959,3.425,3.878,4.049,5.488,7.044,7.575,7.984
1,1,1.894,2.72,2.773,2.831,2.912,3.955,5.204,5.519,5.595,1,2.789,4.44,4.545,4.662,4.824,6.911,9.409,10.038,10.189
2,1,1.288,1.587,1.709,1.793,1.878,2.352,2.91,3.503,4.022,1,1.575,2.174,2.417,2.585,2.757,3.704,4.819,6.006,7.044
3,1,1.414,2.018,2.36,2.431,2.46,3.47,4.571,4.975,5.288,1,1.827,3.036,3.721,3.862,3.92,5.94,8.142,8.95,9.577
4,1,1.323,1.626,1.721,1.752,1.778,2.788,3.921,4.206,4.367,1,1.646,2.252,2.442,2.505,2.556,4.576,6.842,7.411,7.734
5,1,1.65,2.212,2.234,2.254,2.274,2.742,3.627,4.169,4.303,1,2.3,3.424,3.468,3.508,3.548,4.485,6.255,7.338,7.606
6,1,1.732,2.643,3.005,3.164,3.249,4.259,5.365,5.623,5.785,1,2.463,4.285,5.01,5.327,5.498,7.518,9.729,10.245,10.571
7,1,1.627,2.518,2.946,3.021,3.045,3.437,3.888,4.705,5.484,1,2.254,4.036,4.893,5.041,5.089,5.875,6.777,8.409,9.967
8,1,1.667,2.377,2.53,2.558,2.585,2.896,3.256,3.933,4.565,1,2.334,3.753,4.06,4.116,4.17,4.791,5.513,6.866,8.13
9,1,1.356,1.66,1.733,1.838,1.929,2.939,3.964,4.16,4.34,1,1.712,2.319,2.465,2.676,2.858,4.878,6.929,7.32,7.68
10,1,1.552,2.193,2.434,2.655,2.832,3.842,4.886,5.195,5.522,1,2.105,3.386,3.868,4.309,4.665,6.685,8.773,9.389,10.044
11,1,1.627,2.268,2.451,2.669,2.84,3.861,4.926,5.664,6.352,1,2.253,3.535,3.903,4.339,4.679,6.723,8.852,10.328,11.704
12,1,2.1,3.258,3.441,3.487,3.522,4.209,4.918,5.358,5.815,1,3.2,5.516,5.882,5.974,6.044,7.418,8.836,9.716,10.631
13,1,1.522,2.033,2.216,2.462,2.626,3.466,4.457,4.687,4.766,1,2.044,3.066,3.431,3.925,4.252,5.931,7.913,8.374,8.531
14,1,1.974,3.074,3.33,3.505,3.658,3.952,4.324,4.821,5.239,1,2.948,5.147,5.661,6.01,6.317,6.903,7.648,8.642,9.477
15,1,1.224,1.36,1.428,1.537,1.599,2.609,4.114,5.102,5.596,1,1.448,1.72,1.856,2.073,2.198,4.218,7.228,9.205,10.193
16,1,1.319,1.564,1.621,1.73,1.82,2.831,4.288,4.917,5.111,1,1.638,2.128,2.242,2.461,2.64,4.663,7.576,8.834,9.222
17,1,1.343,1.906,2.248,2.282,2.356,3.417,4.495,4.836,5.114,1,1.687,2.813,3.495,3.564,3.712,5.835,7.989,8.673,9.228
18,1,1.898,2.775,3.01,3.187,3.219,3.419,3.784,4.041,4.132,1,2.796,4.55,5.02,5.374,5.437,5.837,6.568,7.082,7.264
19,1,2.012,2.98,3.045,3.242,3.438,3.63,3.869,4.003,4.09,1,3.025,4.96,5.091,5.483,5.875,6.259,6.738,7.007,7.181
20,1,1.396,1.716,1.847,1.988,2.031,2.253,2.48,2.7,2.927,1,1.792,2.432,2.695,2.976,3.061,3.507,3.96,4.4,4.855
21,1,1.856,2.734,2.899,2.981,3.034,3.561,4.138,4.477,4.76,1,2.711,4.468,4.798,4.962,5.068,6.121,7.277,7.953,8.52
22,1,1.234,1.426,1.562,1.866,2.101,2.976,3.951,4.646,5.241,1,1.469,1.851,2.124,2.732,3.202,4.952,6.903,8.291,9.482
23,1,2.099,3.135,3.216,3.299,3.349,4.054,4.782,5.397,5.986,1,3.198,5.27,5.431,5.598,5.699,7.107,8.564,9.793,10.973
24,1,2.1,3.259,3.438,3.488,3.53,4.419,5.39,6.055,6.636,1,3.2,5.517,5.876,5.977,6.06,7.837,9.779,11.109,12.272
25,1,1.164,1.425,1.662,1.745,1.8,2.811,3.83,4.011,4.183,1,1.329,1.849,2.323,2.491,2.599,4.622,6.661,7.022,7.365
26,1,2.012,3.059,3.278,3.372,3.392,4.402,5.472,5.745,5.976,1,3.023,5.118,5.557,5.744,5.784,7.804,9.944,10.491,10.952
27,1,2.1,3.498,4.053,4.218,4.238,4.734,5.421,6.111,6.612,1,3.2,5.997,7.105,7.437,7.477,8.467,9.842,11.222,12.223
28,1,2.1,3.185,3.283,3.391,3.495,4.505,5.597,6.177,6.691,1,3.2,5.371,5.567,5.781,5.99,8.01,10.194,11.354,12.382
29,1,1.558,2.108,2.213,2.24,2.265,3.275,4.332,5.01,5.639,1,2.115,3.217,3.427,3.48,3.53,5.55,7.665,9.019,10.279
30,1,1.317,1.556,1.588,1.627,1.666,2.541,3.422,4.114,4.809,1,1.635,2.113,2.176,2.254,2.332,4.081,5.845,7.229,8.618
31,1,2.1,3.237,3.513,3.673,3.714,4.591,5.505,5.667,5.78,1,3.2,5.473,6.027,6.345,6.428,8.183,10.01,10.333,10.561
32,1,1.334,1.667,1.787,1.888,1.979,2.989,4.142,4.796,5.307,1,1.668,2.335,2.573,2.776,2.958,4.978,7.284,8.591,9.613
33,1,1.383,1.766,1.883,1.915,1.952,2.972,4.063,4.354,4.566,1,1.766,2.533,2.766,2.831,2.904,4.945,7.127,7.708,8.132
34,1,1.274,1.472,1.506,1.692,1.879,2.889,3.973,4.21,4.391,1,1.547,1.944,2.012,2.385,2.758,4.779,6.946,7.42,7.781
35,1,1.197,1.316,1.441,1.567,1.613,2.635,3.951,4.303,4.35,1,1.393,1.633,1.882,2.133,2.226,4.271,6.903,7.606,7.701
36,1,1.766,2.478,2.534,2.554,2.582,3.059,3.595,4.489,5.316,1,2.532,3.955,4.067,4.108,4.164,5.118,6.189,7.977,9.632
37,1,1.623,2.175,2.226,2.313,2.389,3.399,4.46,4.891,5.27,1,2.246,3.351,3.451,3.625,3.779,5.799,7.921,8.781,9.54
38,1,2.1,3.269,3.593,3.881,4.023,4.887,5.976,7.083,7.965,1,3.2,5.537,6.186,6.762,7.046,8.775,10.952,13.166,14.931
39,1,2.1,3.251,3.416,3.453,3.495,3.853,4.273,4.442,4.541,1,3.2,5.501,5.833,5.906,5.99,6.705,7.546,7.885,8.081
40,1,1.263,1.508,1.656,1.746,1.79,2.81,3.855,4.26,4.63,1,1.525,2.016,2.313,2.493,2.581,4.62,6.709,7.52,8.261
41,1,1.248,1.409,1.478,1.556,1.62,1.937,2.316,2.477,2.544,1,1.495,1.819,1.956,2.111,2.24,2.875,3.633,3.953,4.088
42,1,1.581,2.187,2.347,2.439,2.515,3.532,4.594,4.842,5.036,1,2.161,3.374,3.693,3.879,4.03,6.063,8.189,8.683,9.072
43,1,1.456,1.88,2.042,2.244,2.404,3.454,4.59,5.11,5.513,1,1.911,2.76,3.084,3.489,3.808,5.908,8.181,9.219,10.027
44,1,2.1,3.155,3.262,3.338,3.398,4.434,5.513,5.795,6.044,1,3.2,5.31,5.523,5.676,5.797,7.868,10.026,10.589,11.087
45,1,1.369,1.753,1.878,1.91,1.941,2.951,4.009,4.263,4.476,1,1.739,2.507,2.756,2.819,2.882,4.902,7.018,7.527,7.951
46,1,2.1,3.569,4.115,4.27,4.402,5.457,6.908,8.085,8.82,1,3.2,6.138,7.23,7.54,7.804,9.913,12.816,15.169,16.639
47,1,2.1,3.152,3.226,3.295,3.37,3.7,4.065,4.49,4.885,1,3.2,5.305,5.451,5.59,5.741,6.401,7.129,7.98,8.771
48,1,2.09,3.162,3.261,3.318,3.415,3.66,3.862,3.945,4.059,1,3.18,5.324,5.521,5.636,5.83,6.32,6.723,6.891,7.117
base,1,1.506,1.986,2.085,2.151,2.203,3.214,4.294,4.599,4.834,1,2.011,2.971,3.169,3.302,3.407,5.428,7.588,8.198,8.668
