real_name,stage,k_01,k_02,k_03,k_04,k_05,k_06,k_07,k_08,k_09,k_10
0,1,2.5,0.977629,1.48286,0.348456,0.729523,18.5335,3.57621,2.13062,1.42386,25
1,1,2.5,0.41367,4.81198,4.16528,1.70446,3.66128,1.57556,0.443631,5.53594,23.9235
2,1,2.5,2.51129,0.991113,16.4985,0.729774,18.8618,6.0901,1.46827,0.440151,4.78435
3,1,2.5,1.32207,0.29968,1.34916,3.94352,25,0.352656,1.37624,0.81666,25
4,1,2.5,2.02246,1.51587,5.96552,5.12798,25,1.36966,0.969914,1.94747,25
5,1,2.5,0.654711,16.4909,23.2518,9.52632,25,6.14608,0.25,2.7419,5.57377
6,1,2.5,0.550999,0.314747,0.746084,0.709675,25,0.623158,1.30046,1.92607,25
7,1,2.5,9.43346,0.772485,0.727237,0.645025,25,5.91167,1.45553,0.55753,3.48588
8,1,2.5,0.63016,0.733498,9.07309,4.59591,25,10.4175,2.63325,0.336491,7.20949
9,1,2.5,1.70539,2.84452,3.34522,0.6554,25,0.892062,7.6036,1.68457,14.5825
10,1,2.5,0.836306,0.51488,1.3216,0.262022,25,1.70576,3.89093,0.969193,1.25028
11,1,2.5,0.691452,0.962402,0.929636,0.305358,8.7074,1.55346,2.38382,0.301633,7.75209
12,1,2.5,0.25,0.642551,3.32416,3.5053,15.0561,3.80563,5.05241,0.570254,1.54059
13,1,2.5,0.911514,1.32371,0.636998,0.294646,21.4289,2.9321,0.760122,5.24245,12.8274
14,1,2.5,0.366972,0.412522,2.49047,0.319615,25,11.2295,1.59962,0.564546,25
15,1,2.5,4.21371,16.4909,1.20438,1.12977,25,0.571746,0.25,0.456396,11.2247
16,1,2.5,2.07316,6.01232,2.56534,0.679267,19.6594,1.79299,0.25,1.6528,4.77511
17,1,2.5,1.8143,0.266445,3.94151,6.77354,2.36178,1.692,1.91752,0.970162,8.85843
18,1,2.5,0.411328,1.52413,0.338825,3.42072,25,18.5008,0.686007,4.24848,12.9396
19,1,2.5,0.347829,2.38889,25,0.25,25,19.5055,2.77946,4.54281,25
20,1,2.5,1.42083,6.80386,0.537764,2.01883,23.2794,16.0439,16.5541,1.32467,4.79683
21,1,2.5,0.440343,0.880546,1.72573,1.59307,15.7874,5.34178,2.40062,0.928852,25
22,1,2.5,3.81717,2.28688,0.790464,0.25,25,2.78022,1.23174,0.359904,11.027
23,1,2.5,0.310633,3.88826,1.69509,1.55332,23.7616,3.66123,5.25873,0.363375,25
24,1,2.5,0.439662,1.30744,4.03316,0.732895,25,1.77675,1.2989,0.541583,25
25,1,2.5,9.58339,0.490853,1.79229,1.44442,19.6215,1.6126,10.7975,1.79618,18.8725
26,1,2.5,0.348253,0.776872,0.73612,8.90822,25,0.850101,2.16465,1.34785,3.50062
27,1,2.5,0.25,0.25,0.338825,10.7777,25,5.72576,0.57762,0.450402,9.6705
28,1,2.5,0.25,1.38588,7.84627,0.537132,25,0.869675,1.54816,0.450209,3.84085
29,1,2.5,0.824324,1.24041,8.70159,5.31409,25,0.993948,2.79117,0.334297,25
30,1,2.5,2.08966,7.76976,12.0551,2.34849,25,2.78244,12.4809,0.300754,5.29647
31,1,2.5,0.25,0.770642,0.386401,4.01309,8.39169,2.81976,2.74628,3.12173,25
32,1,2.5,1.90527,1.15002,4.36781,0.650587,25,0.333117,0.81632,0.436476,19.7845
33,1,2.5,1.50201,1.13539,5.6556,4.97538,9.3128,0.488584,1.56243,1.37584,10.1392
34,1,2.5,2.76646,6.63284,15.0222,0.25,21.3718,1.10695,1.73695,1.91261,3.63405
35,1,2.5,5.75505,7.08706,0.579604,2.93985,8.41633,1.35151,0.329618,11.8595,10.2087
36,1,2.5,0.515474,3.04811,9.84105,12.0851,11.0757,6.14209,1.92357,0.25,11.5492
37,1,2.5,0.697852,5.136,4.34502,0.830438,25,1.1694,2.56973,0.638977,25
38,1,2.5,0.25,0.592355,0.338825,0.353272,25,2.82509,0.478171,0.25,16.5809
39,1,2.5,2.97403,1.73446,3.27011,0.25,13.7659,7.36224,1.09992,7.94495,25
40,1,2.5,3.0018,1.4416,1.00393,2.87453,9.93637,0.25,3.80635,0.658209,20.9281
41,1,2.5,3.39205,13.0189,1.25887,3.13361,3.90242,11.5785,1.34269,6.52912,25
42,1,2.5,0.775068,0.853156,2.3227,0.958403,12.432,1.40333,2.48255,1.5207,20.6172
43,1,2.5,1.1299,1.80442,0.647537,0.447752,3.04392,2.01935,0.943441,0.610106,5.06713
44,1,2.5,0.25,2.40931,1.3392,2.8889,4.66876,1.11943,1.86748,1.35151,1.83903
45,1,2.5,1.59913,0.958227,25,3.42586,25,0.358456,2.74898,1.40448,7.10732
46,1,2.5,0.286376,0.25,0.815709,0.686219,2.74573,0.895615,0.25,0.274862,23.4553
47,1,2.5,0.276463,2.5536,4.1538,1.24136,6.63882,10.3113,2.57347,0.649884,3.00951
48,1,2.5,0.31416,1.45166,5.73095,1.52412,2.665,18.5954,18.3325,5.00574,2.07597
base,1,2.5,0.958339,1.64909,3.38825,1.49238,21.3587,1.95055,1.83325,1.18595,12.5028
