h_obs01  02/01/2011  00:00:00  1.00
h_obs01  02/01/2011  08:00:00  1.00
h_obs02  02/01/2011  00:00:00  1.00
h_obs02  02/01/2011  08:00:00  1.00
h_obs03  02/01/2011  00:00:00  1.00
h_obs03  02/01/2011  08:00:00  1.00
h_obs04  02/01/2011  00:00:00  1.00
h_obs04  02/01/2011  08:00:00  1.00
h_obs05  02/01/2011  00:00:00  1.00
h_obs05  02/01/2011  08:00:00  1.00
h_obs06  02/01/2011  00:00:00  1.00
h_obs06  02/01/2011  08:00:00  1.00
h_obs07  02/01/2011  00:00:00  1.00
h_obs07  02/01/2011  08:00:00  1.00
h_obs08  02/01/2011  00:00:00  1.00
h_obs08  02/01/2011  08:00:00  1.00
h_obs09  02/01/2011  00:00:00  1.00
h_obs09  02/01/2011  08:00:00  1.00
h_obs10  02/01/2011  00:00:00  1.00
h_obs10  02/01/2011  08:00:00  1.00
h_obs11  02/01/2011  00:00:00  1.00
h_obs11  02/01/2011  08:00:00  1.00
h_obs12  02/01/2011  00:00:00  1.00
h_obs12  02/01/2011  08:00:00  1.00
h_obs13  02/01/2011  00:00:00  1.00
h_obs13  02/01/2011  08:00:00  1.00
h_obs14  02/01/2011  00:00:00  1.00
h_obs14  02/01/2011  08:00:00  1.00
h_obs15  02/01/2011  00:00:00  1.00
h_obs15  02/01/2011  08:00:00  1.00
h_obs16  02/01/2011  08:00:00  1.00
h_obs16  02/01/2011  08:00:00  1.00
h_obs17  02/01/2011  08:00:00  1.00
h_obs17  02/01/2011  08:00:00  1.00
h_obs18  02/01/2011  08:00:00  1.00
h_obs18  02/01/2011  08:00:00  1.00
h_obs19  02/01/2011  08:00:00  1.00
h_obs19  02/01/2011  08:00:00  1.00
h_obs20  02/01/2011  08:00:00  1.00
h_obs20  02/01/2011  08:00:00  1.00
h_obs21  02/01/2011  08:00:00  1.00
h_obs21  02/01/2011  08:00:00  1.00
