c_obs01  02/01/2011 00:00:00  1.00
c_obs01  02/01/2011 08:00:00  1.00
c_obs02  02/01/2011 00:00:00  1.00
c_obs02  02/01/2011 08:00:00  1.00
c_obs03  02/01/2011 00:00:00  1.00
c_obs03  02/01/2011 08:00:00  1.00
c_obs04  02/01/2011 00:00:00  1.00
c_obs04  02/01/2011 08:00:00  1.00
c_obs05  02/01/2011 00:00:00  1.00
c_obs05  02/01/2011 08:00:00  1.00
c_obs06  02/01/2011 00:00:00  1.00
c_obs06  02/01/2011 08:00:00  1.00
c_obs07  02/01/2011 00:00:00  1.00
c_obs07  02/01/2011 08:00:00  1.00
c_obs08  02/01/2011 00:00:00  1.00
c_obs08  02/01/2011 08:00:00  1.00
c_obs09  02/01/2011 00:00:00  1.00
c_obs09  02/01/2011 08:00:00  1.00
c_obs10  02/01/2011 00:00:00  1.00
c_obs10  02/01/2011 08:00:00  1.00
c_obs11  02/01/2011 00:00:00  1.00
c_obs11  02/01/2011 08:00:00  1.00
c_obs12  02/01/2011 00:00:00  1.00
c_obs12  02/01/2011 08:00:00  1.00
c_obs13  02/01/2011 00:00:00  1.00
c_obs13  02/01/2011 08:00:00  1.00
c_obs14  02/01/2011 00:00:00  1.00
c_obs14  02/01/2011 08:00:00  1.00
c_obs15  02/01/2011 00:00:00  1.00
c_obs15  02/01/2011 08:00:00  1.00
