 C_OBS01     02/01/2011    00:00:00    1.2372120E-35
 C_OBS01     02/01/2011    08:00:00    1.3071402E-24
 C_OBS02     02/01/2011    00:00:00    6.9256965E-27
 C_OBS02     02/01/2011    08:00:00    1.3577280E-15
 C_OBS03     02/01/2011    00:00:00    1.7049763E-18
 C_OBS03     02/01/2011    08:00:00    2.7304823E-08
 C_OBS04     02/01/2011    00:00:00    1.1027165E-10
 C_OBS04     02/01/2011    08:00:00    4.7724348E-04
 C_OBS05     02/01/2011    00:00:00    1.2351383E-04
 C_OBS05     02/01/2011    08:00:00    4.9259894E-02
 C_OBS06     02/01/2011    00:00:00    8.2851854E-34
 C_OBS06     02/01/2011    08:00:00    1.2896814E-20
 C_OBS07     02/01/2011    00:00:00    7.1003580E-25
 C_OBS07     02/01/2011    08:00:00    2.0822838E-11
 C_OBS08     02/01/2011    00:00:00    3.3064818E-16
 C_OBS08     02/01/2011    08:00:00    1.6921383E-04
 C_OBS09     02/01/2011    00:00:00    5.0173156E-08
 C_OBS09     02/01/2011    08:00:00    0.1033474
 C_OBS10     02/01/2011    00:00:00    2.3537017E-02
 C_OBS10     02/01/2011    08:00:00    0.7244377
 C_OBS11     02/01/2011    00:00:00    6.4031190E-33
 C_OBS11     02/01/2011    08:00:00    3.6547759E-18
 C_OBS12     02/01/2011    00:00:00    7.1109665E-24
 C_OBS12     02/01/2011    08:00:00    1.8690027E-08
 C_OBS13     02/01/2011    00:00:00    5.0332239E-15
 C_OBS13     02/01/2011    08:00:00    9.4777778E-02
 C_OBS14     02/01/2011    00:00:00    1.7547998E-06
 C_OBS14     02/01/2011    08:00:00    0.8802752
 C_OBS15     02/01/2011    00:00:00    0.7473863
 C_OBS15     02/01/2011    08:00:00    0.9959027
