MODEL INPUT FILE
d_var1,    2.5860389E-01
d_var2,    1.4610368E-01
d_var3,    5.3230948E-01
d_var4,    9.2623800E-01
d_var5,    1.7404211E-01
d_var6,    1.4553188E-01
d_var7,    3.9443474E-01
d_var8,    4.9276514E-02
d_var9,    6.2168791E-01
d_var10,     3.7663724E-01
d_var11,     1.1911092E-01
d_var12,     2.4551877E-01
d_var13,     8.2766162E-01
d_var14,     5.1803535E-01
d_var15,     6.8585381E-01
d_var16,     2.1717941E-01
d_var17,     8.9909793E-01
d_var18,     3.5532691E-01
d_var19,     5.7471657E-01
d_var20,     8.1437803E-01
d_var21,     1.7340821E-01
d_var22,     3.1659092E-01
d_var23,     4.6737191E-01
d_var24,     8.6691810E-01
d_var25,     3.1093214E-01
d_var26,     9.2323400E-01
d_var27,     7.4172960E-01
d_var28,     5.4586260E-01
d_var29,     8.2363496E-01
d_var30,     8.0599618E-01
par1,   0.0000000E+00
par2,   0.0000000E+00
par3,   0.0000000E+00
par4,   0.0000000E+00
par5,   0.0000000E+00
par6,   0.0000000E+00
par7,   0.0000000E+00
par8,   0.0000000E+00
par9,   0.0000000E+00
par10,    0.0000000E+00
par11,    0.0000000E+00
par12,    0.0000000E+00
par13,    0.0000000E+00
par14,    0.0000000E+00
par15,    0.0000000E+00
par16,    0.0000000E+00
par17,    0.0000000E+00
par18,    0.0000000E+00
par19,    0.0000000E+00
par20,    0.0000000E+00
par21,    0.0000000E+00
par22,    0.0000000E+00
par23,    0.0000000E+00
par24,    0.0000000E+00
par25,    0.0000000E+00
par26,    0.0000000E+00
par27,    0.0000000E+00
par28,    0.0000000E+00
par29,    0.0000000E+00
par30,    0.0000000E+00
