MODEL INPUT FILE
d_var1,    2.5573433E-01
d_var2,    4.0923944E-01
d_var3,    6.4920614E-01
d_var4,    9.2623800E-01
d_var5,    1.4701787E-01
d_var6,    4.6925631E-01
d_var7,    1.2917676E-02
d_var8,    5.6611549E-01
d_var9,    7.1502147E-01
d_var10,     8.9227475E-01
d_var11,     3.4618717E-01
d_var12,     4.3490261E-01
d_var13,     8.2029822E-01
d_var14,     7.4912858E-01
d_var15,     1.1295583E-01
d_var16,     9.9624666E-01
d_var17,     6.7625475E-01
d_var18,     2.3326766E-01
d_var19,     7.3544180E-01
d_var20,     8.1437803E-01
d_var21,     4.8325489E-01
d_var22,     9.0148969E-01
d_var23,     4.7165354E-01
d_var24,     8.6625807E-01
d_var25,     3.1281209E-01
d_var26,     7.0212658E-01
d_var27,     9.4400509E-01
d_var28,     5.1441956E-01
d_var29,     4.8782912E-01
d_var30,     9.5474660E-01
par1,   0.0000000E+00
par2,   0.0000000E+00
par3,   0.0000000E+00
par4,   0.0000000E+00
par5,   0.0000000E+00
par6,   0.0000000E+00
par7,   0.0000000E+00
par8,   0.0000000E+00
par9,   0.0000000E+00
par10,    0.0000000E+00
par11,    0.0000000E+00
par12,    0.0000000E+00
par13,    0.0000000E+00
par14,    0.0000000E+00
par15,    0.0000000E+00
par16,    0.0000000E+00
par17,    0.0000000E+00
par18,    0.0000000E+00
par19,    0.0000000E+00
par20,    0.0000000E+00
par21,    0.0000000E+00
par22,    0.0000000E+00
par23,    0.0000000E+00
par24,    0.0000000E+00
par25,    0.0000000E+00
par26,    0.0000000E+00
par27,    0.0000000E+00
par28,    0.0000000E+00
par29,    0.0000000E+00
par30,    0.0000000E+00
