member,map_to_member,constraint,risk,stack_mean,stack_stdev,pre_shift,post_shift
GEN=7_MEMBER=70_DE,GEN=5_MEMBER=54_DE,OBJ_1,0.433776,6.55089,0.271441,6.43361,6.39123
GEN=7_MEMBER=70_DE,GEN=5_MEMBER=54_DE,OBJ_2,0.433776,23.9838,0.329457,29.8902,23.8775
GEN=7_MEMBER=71_DE,GEN=5_MEMBER=52_DE,OBJ_1,0.536413,6.55089,0.271441,5.06214,6.39123
GEN=7_MEMBER=71_DE,GEN=5_MEMBER=52_DE,OBJ_2,0.536413,24.8632,0.329457,30.8753,24.7569
GEN=7_MEMBER=72_DE,GEN=5_MEMBER=54_DE,OBJ_1,0.01,6.55089,0.271441,4.94148,6.24366
GEN=7_MEMBER=72_DE,GEN=5_MEMBER=54_DE,OBJ_2,0.01,23.9838,0.329457,31.1368,23.7489
GEN=7_MEMBER=73_DE,GEN=5_MEMBER=53_DE,OBJ_1,0.01,2.14255,0.271441,5.41632,1.83532
GEN=7_MEMBER=73_DE,GEN=5_MEMBER=53_DE,OBJ_2,0.01,40.2594,0.329457,33.176,40.0245
GEN=7_MEMBER=74_DE,GEN=5_MEMBER=52_DE,OBJ_1,0.99,6.55089,0.271441,5.51197,6.89163
GEN=7_MEMBER=74_DE,GEN=5_MEMBER=52_DE,OBJ_2,0.99,24.8632,0.329457,32.2069,25.5084
GEN=7_MEMBER=75_DE,GEN=5_MEMBER=57_DE,OBJ_1,0.0540906,0.142552,0.271441,2.51071,-0.164678
GEN=7_MEMBER=75_DE,GEN=5_MEMBER=57_DE,OBJ_2,0.0540906,44.5505,0.329457,36.99,44.3156
GEN=7_MEMBER=76_DE,GEN=5_MEMBER=57_DE,OBJ_1,0.01,0.142552,0.271441,3.55746,-0.164678
GEN=7_MEMBER=76_DE,GEN=5_MEMBER=57_DE,OBJ_2,0.01,44.5505,0.329457,33.4621,44.3156
GEN=7_MEMBER=77_DE,GEN=5_MEMBER=58_DE,OBJ_1,0.01,5.01588,0.271441,4.40729,4.70865
GEN=7_MEMBER=77_DE,GEN=5_MEMBER=58_DE,OBJ_2,0.01,31.2237,0.329457,33.253,30.9888
GEN=7_MEMBER=78_DE,GEN=5_MEMBER=59_DE,OBJ_1,0.133065,10.1426,0.271441,6.90737,9.83532
GEN=7_MEMBER=78_DE,GEN=5_MEMBER=59_DE,OBJ_2,0.133065,26.1961,0.329457,31.5993,25.9612
GEN=7_MEMBER=79_DE,GEN=5_MEMBER=55_DE,OBJ_1,0.133065,10.1426,0.271441,7.26292,9.83532
GEN=7_MEMBER=79_DE,GEN=5_MEMBER=55_DE,OBJ_2,0.133065,21.5772,0.329457,30.063,21.3423
