real_name,dv_0,dv_1,dv_10,dv_11,dv_12,dv_13,dv_14,dv_15,dv_16,dv_17,dv_18,dv_19,dv_2,dv_20,dv_21,dv_22,dv_23,dv_24,dv_25,dv_26,dv_27,dv_28,dv_29,dv_3,dv_4,dv_5,dv_6,dv_7,dv_8,dv_9,obj2_add_par,obj1_add_par,_risk_
gen=10_member=100_de,1,0.0144622,0.166082,0,1,0.906094,1,0.0893337,0,0.0909691,0.051992,0.918345,0.754261,0.305545,0,1,1,0.529174,0,0.403718,0.52317,0,0.18059,1,0.245162,0.0942731,0,0.0251533,0,0.706653,0,0,0.777074
gen=10_member=101_de,0,0.0380472,1,0,0.20645,1,0.456467,0.0571735,0.0972419,0.715952,0.513474,0.605591,0.801166,0.449659,0.708431,0,1,1,1,1,0.580876,0.0883235,0.849903,0.103546,0.492081,0,0.206224,0.0804905,0.592469,0.956686,0,0,0.01
gen=10_member=102_de,0.816405,0.286677,1,0,0.917789,1,1,0.275952,0.0491371,0.763352,0.897667,0.558126,0.444644,0,0.107223,0.145938,0.753806,0.509235,0,0.1175,0.464255,0,0,0.103546,0.255914,0.500906,0.605623,0,0,0.825522,0,0,0.358838
gen=10_member=103_de,0.695876,0,0,0.789891,0.242516,0.577137,0.32929,0,0,0.410868,0.364519,0.432762,0.801166,0.954651,0.708431,0.0701839,1,0.691365,1,0.569794,1,0,0.885094,0,0,0.45962,0,0.100613,1,1,0,0,0.891548
gen=10_member=104_de,1,0.967725,0,0.384062,0.692798,0.211627,0.766311,1,0.736036,0,0.519999,0.264421,0.176521,0.80502,0.826488,0.292367,0.959899,0.068066,0.880018,0.420371,0.2942,0.605744,0.505572,0,0.918503,0.671371,0.189411,0.892445,0.442439,0.661822,0,0,0.652497
gen=10_member=105_de,0,0,0.69334,0,0.00641853,0.941891,0.645697,0.0714669,0.256545,0,0.0743375,0.114816,1,1,0.817265,0.938353,0.791449,0.649355,0.667432,0.555724,0.52507,0.522824,0.924548,0,0.341909,0.592023,0.208947,0.100613,1,0.940531,0,0,0.99
gen=10_member=106_de,0.489267,0.0744903,0.69334,0,1,0.843816,0,0.161806,0,0,0.218853,0.177827,1,0,0,0.924116,0.464142,0.438846,0.272254,0.197951,0.619974,0.779051,0.0649742,1,0.144218,1,0.60656,0,0,1,0,0,0.931759
gen=10_member=107_de,1,0.91703,0.344278,0.432594,0.983357,0.740206,1,0.0893337,0.185689,0.417813,1,0.400328,0.509783,0.484198,0,0.657149,1,0.930226,0.0293986,0.569604,0.365028,0.442705,0.649205,1,0.71032,0,0.329534,0.639088,0.554978,0.823861,0,0,0.796856
gen=10_member=108_de,0.591457,0.84845,0,0.415934,0.490499,0.745682,0.0700548,0.797737,0.0749961,0.71097,0.377979,0.209666,1,0.81487,0.713282,0.659408,0.65414,0.18841,0.235505,0.356899,0.890165,0.404436,0.642606,0.555893,0.191251,0.970836,0.369402,0.51127,0.838506,0.61511,0,0,0.721544
gen=10_member=109_de,0.640834,0.115615,0.76034,0,0.642526,0.761738,1,0.0750403,0,0,0.796474,0.640855,1,0,0.0100689,1,0.803419,0.43961,0,0.300316,0.362008,0.165324,0.477913,1,0.511314,0,0.0367345,0.061374,0,1,0,0,0.99
