real_name,dv_0,dv_1,dv_10,dv_11,dv_12,dv_13,dv_14,dv_15,dv_16,dv_17,dv_18,dv_19,dv_2,dv_20,dv_21,dv_22,dv_23,dv_24,dv_25,dv_26,dv_27,dv_28,dv_29,dv_3,dv_4,dv_5,dv_6,dv_7,dv_8,dv_9,obj2_add_par,obj1_add_par,_risk_
gen=7_member=70_de,0.74264,0.0865235,0,0.638218,1,1,0.557022,0,0,0.331832,1,0.16473,0.444285,0.144538,0.138222,1,0.699601,0.422209,0,0.781266,0.743502,0.219776,0.00559838,0.802912,0.258782,0.0235683,0.340426,0,0.800572,1,0,0,0.433776
gen=7_member=71_de,0,0,0.362938,0.880688,0.769434,0,0,0,0,0.970539,1,0.559577,0,0.426036,0.135488,0.0547525,0.648046,0.217665,1,0.880852,0.864573,0,1,0,0,0.212114,0.0332301,0,0.0705059,1,0,0,0.536413
gen=7_member=72_de,0,0.047559,0.290778,0.357905,0.457561,0.291227,0.589653,0,0,0,1,0.252312,0,0.518226,0.160142,0.199828,0.587393,0.444123,1,0.841499,0.758623,0.413004,0.226479,0,0.154865,0.0942731,0.233971,0,1,0.956686,0,0,0.01
gen=7_member=73_de,0.672899,0.0150415,0.490351,0.222908,0.985734,0.768955,0,0.0893337,0.245686,0.497581,0.955662,0.00116091,0.751458,1,0.523878,0.577116,0.699601,0.255403,0.596731,0.781266,0.853055,0.219776,0.54527,0.839759,0.451712,0.00657718,0.367011,0.125766,1,0.316944,0,0,0.01
gen=7_member=74_de,0.672899,0,1,0,0,0.47163,0.373229,0.0893337,0.245686,1,0.2,0.558126,1,1,0.481542,0,1,0.509235,0.935655,1,0.795044,0,1,0,0.446725,0.00657718,0.179834,0.125766,0,0.787053,0,0,0.99
gen=7_member=75_de,0,0.249065,0.581129,0.302493,0,1,0.844951,0.0893337,0,0.636467,0.465705,0.22531,0.307173,0.859055,0.545798,0,0.970314,0.662791,1,1,0.868176,0.0453741,1,0,0.167071,0.10085,0.149138,0,1,0.146587,0,0,0.0540906
gen=7_member=76_de,0.672899,0.315388,0.2,0,0,0.768955,0.812321,0.0893337,0.245686,0.497581,0.955662,0.00116091,0.869768,0.22257,0.523878,0,0.924183,0.271393,0.596731,0.781266,0.853055,0.919643,0.54527,0,0.323709,0.00657718,0.369402,0.125766,1,0.316944,0,0,0.01
gen=7_member=77_de,0.672899,0.261099,0.821679,0.323926,0.620685,0.768955,0.812321,0.0893337,0.245686,0.497581,0.955662,0.00116091,0.751458,1,0.928534,0.487425,0.699601,0.255403,0.596731,0.781266,0.832368,0.695957,0.54527,0,0.323709,0.00657718,0.284091,0.125766,0.907517,0.316944,0,0,0.01
gen=7_member=78_de,1,0.338406,0.27216,0.568953,0.877965,0,0,0.111667,0.307107,0.666588,0.489957,0.244561,1,0.570574,0.644923,0.399695,0.729287,0,0.251476,0.661377,0.853825,0.174402,0.973653,0.588971,0.27404,0.0317897,0.251103,0.157208,0.528501,0.760092,0,0,0.133065
gen=7_member=79_de,1,0.338406,0.649116,0.631175,0.207075,0,0,0,0.307107,0.831653,0.0554227,0.244561,1,0.570574,0.644923,0.399695,1,0,0.251476,0.661377,0.853825,0.174402,0.73515,0.588971,0,0.0317897,0.251103,0.157208,1,0.760092,0,0,0.133065
