real_name,dv_0,dv_1,dv_10,dv_11,dv_12,dv_13,dv_14,dv_15,dv_16,dv_17,dv_18,dv_19,dv_2,dv_20,dv_21,dv_22,dv_23,dv_24,dv_25,dv_26,dv_27,dv_28,dv_29,dv_3,dv_4,dv_5,dv_6,dv_7,dv_8,dv_9,obj2_add_par,obj1_add_par,_risk_
gen=9_member=99_de,1,0.0525094,0.166082,0,0.863796,0.906094,1,0.0893337,0.0491371,0.0909691,0.465705,0.762569,0.754261,0.305545,0,1,1,0.692632,0,0.403718,0.581181,0.317154,0.18059,1,0.429598,0,0.122554,0.0251533,0,0.842359,0,0,0.698313
gen=9_member=91_de,0,0.237032,0.162258,0.828716,0,1,0.589653,0.0893337,0,0,0.73141,0.541487,0.801166,1,0.708431,0,0.959463,0.836923,1,1,1,0,1,0,0,0.270542,0.206224,0,1,0.956686,0,0,0.01
gen=6_member=63_de,0,0,1,0.262998,0.72689,0.47163,0.0407883,0,0,0.763352,0.0554227,0.558126,0.444644,0,0.107223,0.145938,1,0.509235,0.935655,1,0.68611,0,0.973653,0.103546,0.255914,0.117841,0,0,0,0.787053,0,0,0.99
gen=8_member=82_de,0,0.047559,1,0,0,1,0.589653,0.0714669,0.196548,0,0.572564,0.363406,0.801166,1,0.708431,0.0701839,0.976251,0.713557,1,1,0.758623,0.413004,0.657294,0,0.48646,0,0.206224,0.100613,1,0.956686,0,0,0.891548
gen=2_member=20_de,1,0.207318,0,0.384062,0.692798,0.211627,0,0,0,0.750762,0.282952,0.264421,1,0.427512,0,0.938353,1,0.068066,1,0.403718,0.757739,0,0.505572,0,0.429598,0.709864,0,0,0.594468,0.842359,0,0,0.224589
gen=2_member=25_de,0.41134,0.373089,0.69334,0,0.72689,1,0.53133,0.233272,0,0,0.90499,0.114816,0.768644,0.14469,0,0.938353,0.692258,0.647465,0.69042,0.642227,0.52507,0.573271,0,0.501158,0.310814,0.626132,0.603837,0,0,0.646489,0,0,0.334883
gen=9_member=95_de,0.238787,0.0744903,0.942822,0.670289,0.8,0.58851,0.283758,0,0.245686,0.467805,0.914637,0.519901,0.398369,0,0,0.230844,0.683344,0.316323,0.272254,0.652013,0.619974,0.459537,0.886508,1,0.102145,0,0.262128,0.0452759,0.200484,0.956686,0,0,0.931759
gen=0_member=4,0.130156,0.91703,0.344278,0.432594,0.389653,0.740206,0.325453,0.997172,0.675951,0.237177,0.741567,0.400328,0.176521,0.484198,0.901671,0.118691,0.795396,0.250013,0.707386,0.941476,0.384578,0.670869,0.649205,0.997612,0.71032,0.473516,0.461753,0.639088,0.554978,0.715939,0,0,0.685604
gen=1_member=10_de,0.155603,0,0,0.370007,0.650549,0,0.0700548,0,0.0749961,0.0592498,0,0.304075,0.703967,0.437926,0.146112,0.659408,0.65414,0.0193308,0.235505,0.444655,0.890165,0.302599,0.811981,0,0.191251,0.887331,0.00340291,0,0.259413,0.979807,0,0,0.808579
gen=4_member=40_de,0.640834,0.115615,0.558958,0.392755,0.642526,0.0726359,0,0,0,0.286916,0.622783,0.468772,0,0,0.0100689,0.886036,0.885141,0.0995833,0.651215,1,0.72481,0.165324,0.477913,0.302745,0.371939,0.147302,0,0,0.249931,1,0,0,0.0644104
gen=8_member=86_de,0,0.0401865,0.2,0.747903,0.118999,0.768955,0.195095,0.0178667,0,1,0.501176,0.672043,0,0.22257,0.523878,0,0.92907,0.632601,0.596731,0.781266,0.89394,0.919643,0.54527,0,0,0.26528,0.369402,0,1,0.316944,0,0,0.475221
gen=3_member=39_de,0.00083424,0,0.558958,0,0.642526,0.175686,0,0,0,0.137465,0.442441,0.440025,0.443991,0,0.00233579,0.474863,1,0.280106,0.761045,1,0.667507,0,1,0.216089,0.694747,0,0,0,0,0.879925,0,0,0.577563
gen=9_member=94_de,0.058194,0.324329,0,0.695773,0,0.19523,0.844951,0.0893337,0.245686,0.0614743,0.85767,0.22531,0,0.311921,0.545798,0.677204,0.939284,0.280106,0.852396,1,0.835403,0.0453741,0.730763,0.580043,0.399497,0.0254318,0,0.125766,0.830546,0.146587,0,0,0.0540906
gen=1_member=12_de,1,0.602506,1,0.150824,0.820298,0.817789,0.112956,0.605805,0.0727946,0,1,0.475788,0.814378,0.570417,0.0857324,0.833748,0.866918,0.318808,0.393711,0.735174,0.543348,0.92523,0.0130888,0.316262,0.926238,0.975273,0.420959,0.541419,0.242608,0.632664,0,0,0.310244
gen=2_member=22_de,0.602452,0.129227,0.162268,0.384062,0.973,0.740206,0.609175,0.997172,0.0751057,0,0.72304,0.440025,1,0.626868,0,0.83383,0.905229,0,0.761045,0.129885,0.582182,0.258319,0.299334,0.891679,0.694747,0.247319,0,0.316696,0.200376,0.812279,0,0,0.392392
gen=7_member=71_de,0,0,0.362938,0.880688,0.769434,0,0,0,0,0.970539,1,0.559577,0,0.426036,0.135488,0.0547525,0.648046,0.217665,1,0.880852,0.864573,0,1,0,0,0.212114,0.0332301,0,0.0705059,1,0,0,0.536413
gen=2_member=23_de,0,0.181549,0,0,0.258254,0.572026,0.0700548,0,0,0.712802,0.500012,0,0.703967,0.181249,0,0.507333,1,0.0193308,0.235505,0.821436,0.476791,0.302599,0.586433,0,0.191251,0,0.1023,0,0.293821,0.979807,0,0,0.305943
gen=4_member=43_de,1,0.0151416,0.490494,0.581879,0.72689,0.340439,0.609175,0,0,1,0.235765,0.257235,0.555193,0.326651,0.114956,0.897207,0.653216,0.0451306,0.0274574,0.159442,0.743413,0.218002,0,0.891679,0.0807019,0.147302,0.44681,0,0.531985,0.911977,0,0,0.352878
gen=4_member=49_de,0.160167,0.0658591,1,0.343862,0.821856,0.0689974,0.0581033,0,0,0.331832,1,0.651562,1,0.22584,0.0939786,0.616735,0.699601,0.236543,0.545254,0.781266,0.695156,0.339726,0.524192,0.813499,0.434519,0,0.340426,0,0.34105,0.879925,0,0,0.433776
gen=1_member=16_de,0.800834,0.186094,0.930814,0.400669,0.44225,0.340439,0.417903,0.954874,0.120344,0.324279,0.667869,0.0444526,0.443991,0.808101,1,0.603367,0.0339149,0.0800745,0,0.751709,0.740494,0.778489,1,0.335396,0.537404,0,0.725129,0.78803,0.52428,1,0,0,0.568018
gen=3_member=32_de,0.800834,0.0773366,0.610586,0.25024,0.775838,0.344987,0,0,0,0.129913,0,0,1,0,0.00233579,0.822659,1,0.0544528,0.269738,0.970776,0.723178,0,0.627694,0.216089,0.325285,0.370036,0,0,0.34105,1,0,0,0.404324
gen=2_member=21_de,0,0,0.610586,0,0.526158,0,0,0,0,0.760202,0,0,1,0.273992,0,0.503607,1,0.350132,1,0.440664,0.723178,0,0.996551,0,0.933985,0.0171601,0,0,0.34105,0.662185,0,0,0.404324
gen=2_member=26_de,1,0.180996,0.162268,0.496374,0.973,0.205941,0.609175,0,0,0.993721,0.281785,0.440025,1,0.626868,0.107223,0.83383,0.768074,0,0.137287,0.129885,0.713759,0.258319,0.29276,0.891679,0,0.247319,0.531916,0,0.484788,0.812279,0,0,0.722243
gen=9_member=90_de,0.288167,0,1,0.146435,0.843329,0.0680598,0.0326307,0,0,0.511061,0,0.446501,1,0,0.080059,0.230581,1,0.71488,0.49729,0.970776,0.692217,0,0.615616,0.056729,0.232465,0.346468,0.251103,0,0.34105,0.829643,0,0,0.99
gen=5_member=52_de,0.640834,0.0803788,1,0,0.659399,0.785758,0,0,0,0.286916,0.365037,0.397717,0.444644,0,0.0233132,0.0547525,1,0.0995833,1,1,0.671228,0.216176,1,0,0.371939,0,0,0,0,0.667534,0,0,0.759226
gen=0_member=1,0.00140468,0.390143,0.1322,0.588205,0.177466,0.641531,0.271827,0.139584,0.383884,0.962786,0.302934,0.597792,0.581179,0.814845,0.928534,0.212191,0.529423,0.169898,0.951306,0.578328,0.832368,0.439332,0.998794,0.724441,0.843893,0.0102769,0.284091,0.19651,0.806362,0.353482,0,0,0.776914
gen=5_member=59_de,1,0.109905,0.14222,0.579969,0.839256,0.207988,0.594236,0,0,0,0.329701,0.447211,1,0.601623,0.033089,0.507005,0.597642,0.505462,0.761733,0.397532,0.68611,0.465988,0.858136,0.780674,0.0625795,0,0.514895,0,0.375892,1,0,0,0.705919
gen=9_member=96_de,0.0787868,0,0.160537,0.97774,0,0.126474,0.102312,0.0893337,0,0.734535,1,0.575388,0,0,0.182755,0.167404,0.491371,0.201524,1,1,0.879275,0.219776,0.83624,0,0.102145,0.0896777,0.0946693,0,0.469146,1,0,0,0.01
gen=9_member=92_de,0.209915,0.251414,0.593187,0,0.0902391,0.806384,0.0509854,0,0.196548,0.2,0.755662,0.583021,0.2,0.177402,0,0.391244,1,0.758443,1,1,0.610204,0,0.973653,0,0.511058,0.0306935,0,0.157208,0.300553,0.29369,0,0,0.01
gen=1_member=15_de,1,0.159661,0.389601,0.384062,0.863796,0.211627,0.793718,0,0,0.223492,0.282952,0.428103,1,0.305545,0,0.938353,0.692258,0.068066,0,0.403718,0.669103,0.567923,0.18059,0.891679,0.429598,0.626132,0.0320051,0,0,0.842359,0,0,0.915163
gen=9_member=98_de,0.00083424,0.0517983,0.14222,0,0.401076,1,1,0.0714669,0.196548,0,1,0.366205,0,1,0.800356,0,0.749361,0.656808,0.272254,1,0.704254,0.339726,0.465913,0.312162,1,0,0.400268,0,0.671758,0.820143,0,0,0.99
