real_name,dv_0,dv_1,dv_10,dv_11,dv_12,dv_13,dv_14,dv_15,dv_16,dv_17,dv_18,dv_19,dv_2,dv_20,dv_21,dv_22,dv_23,dv_24,dv_25,dv_26,dv_27,dv_28,dv_29,dv_3,dv_4,dv_5,dv_6,dv_7,dv_8,dv_9,obj2_add_par,obj1_add_par,_risk_
gen=10_member=100_de,1,0.0144622,0.166082,0,1,0.906094,1,0.0893337,0,0.0909691,0.051992,0.918345,0.754261,0.305545,0,1,1,0.529174,0,0.403718,0.52317,0,0.18059,1,0.245162,0.0942731,0,0.0251533,0,0.706653,0,0,0.777074
gen=10_member=101_de,0,0.0380472,1,0,0.20645,1,0.456467,0.0571735,0.0972419,0.715952,0.513474,0.605591,0.801166,0.449659,0.708431,0,1,1,1,1,0.580876,0.0883235,0.849903,0.103546,0.492081,0,0.206224,0.0804905,0.592469,0.956686,0,0,0.01
gen=10_member=105_de,0,0,0.69334,0,0.00641853,0.941891,0.645697,0.0714669,0.256545,0,0.0743375,0.114816,1,1,0.817265,0.938353,0.791449,0.649355,0.667432,0.555724,0.52507,0.522824,0.924548,0,0.341909,0.592023,0.208947,0.100613,1,0.940531,0,0,0.99
gen=8_member=82_de,0,0.047559,1,0,0,1,0.589653,0.0714669,0.196548,0,0.572564,0.363406,0.801166,1,0.708431,0.0701839,0.976251,0.713557,1,1,0.758623,0.413004,0.657294,0,0.48646,0,0.206224,0.100613,1,0.956686,0,0,0.891548
gen=10_member=106_de,0.489267,0.0744903,0.69334,0,1,0.843816,0,0.161806,0,0,0.218853,0.177827,1,0,0,0.924116,0.464142,0.438846,0.272254,0.197951,0.619974,0.779051,0.0649742,1,0.144218,1,0.60656,0,0,1,0,0,0.931759
gen=8_member=80_de,0.728692,0,0.342657,0.251434,0,0.656465,0.844951,0.0893337,0.0491371,0.8674,0.465705,0.688981,0.754261,0.859055,0,0.41006,0.970314,0.64268,0.45827,1,0.723952,0.0453741,1,0.64233,0.167071,0.0201701,0.149138,0.0251533,0,1,0,0,0.99
gen=1_member=19_de,0.693841,0.159661,0.679049,0.384062,0.863796,0.815964,0.793718,0,0,0,0.895306,0.114816,0.18453,0.14469,0,0.938353,0.692258,0.068066,0.863024,0.403718,0.669103,0.567923,0.18059,0.961843,0.363986,0.626132,0.902735,0,0,0.913188,0,0,0.129617
gen=5_member=57_de,0,0,0.2,0,0.81166,1,0.935316,0,0,1,0,0,0.443991,0.22257,0.139909,0,1,0.271393,0.506925,0.777456,0.621932,0.326264,0.554299,0.216089,1,0,0,0,0.752282,0.438259,0,0,0.331983
gen=9_member=99_de,1,0.0525094,0.166082,0,0.863796,0.906094,1,0.0893337,0.0491371,0.0909691,0.465705,0.762569,0.754261,0.305545,0,1,1,0.692632,0,0.403718,0.581181,0.317154,0.18059,1,0.429598,0,0.122554,0.0251533,0,0.842359,0,0,0.698313
gen=8_member=89_de,0.0787868,0,1,0.222908,0,0,0.399334,0.0893337,0.245686,0.734535,0.2,0.628191,0.644572,1,0.499079,0,0.910234,0.526766,1,1,0.807141,0.219776,1,0.839759,0.363591,0.063141,0.0946693,0.125766,0.159542,0.752402,0,0,0.650979
gen=11_member=113_de,0.591414,0.047559,1,0,1,1,0.902532,0.218778,0,0,0.181989,1,0.754261,1,0,1,0.976251,0.880251,0.107973,1,0.442115,0.623241,0,1,0.48646,0.84372,0.0597146,0.100613,0,0.85683,0,0,0.937051
gen=6_member=65_de,0.9283,0.0150415,0.886527,0.222908,0.985734,0.146008,0,0,0,0.589745,0.667869,0.164356,1,0.180672,0.0798226,0.577116,0.661609,0,0,0.576722,0.667209,0.218002,0.64259,0.839759,0.451712,0,0.272341,0,0,1,0,0,0.777595
gen=2_member=27_de,0.800834,0.0148636,0.200303,0.282969,1,0.340439,0.0581033,0,0,0.324279,0.667869,0.164356,0.443991,0,0.0311109,0.739041,0.810042,0,0.0785746,0.751709,0.659972,0.218002,0.595967,0.813499,0.537404,0,0,0,0,1,0,0,0.568018
gen=8_member=84_de,0,0.179847,1,0,0,0,0.697917,0.160801,0,1,0,0.559577,0.751745,1,0.820454,0.0547525,1,0.732411,1,1,0.90941,0,1,0,0.317425,0.0872574,0.0332301,0.100613,0.0705059,0,0,0,0.49907
gen=4_member=43_de,1,0.0151416,0.490494,0.581879,0.72689,0.340439,0.609175,0,0,1,0.235765,0.257235,0.555193,0.326651,0.114956,0.897207,0.653216,0.0451306,0.0274574,0.159442,0.743413,0.218002,0,0.891679,0.0807019,0.147302,0.44681,0,0.531985,0.911977,0,0,0.352878
gen=2_member=21_de,0,0,0.610586,0,0.526158,0,0,0,0,0.760202,0,0,1,0.273992,0,0.503607,1,0.350132,1,0.440664,0.723178,0,0.996551,0,0.933985,0.0171601,0,0,0.34105,0.662185,0,0,0.404324
gen=5_member=52_de,0.640834,0.0803788,1,0,0.659399,0.785758,0,0,0,0.286916,0.365037,0.397717,0.444644,0,0.0233132,0.0547525,1,0.0995833,1,1,0.671228,0.216176,1,0,0.371939,0,0,0,0,0.667534,0,0,0.759226
gen=6_member=69_de,0,0,1,0,0.576348,1,0.844951,0,0,0.331832,1,0,0.592489,0.662764,0.0761814,0.0289882,0.699601,0.422209,0.545254,0.781266,0.706786,0.219776,0.524192,0.0670369,0.434519,0,0.340426,0,1,0.474799,0,0,0.433776
