real_name,dv_0,dv_1,dv_10,dv_11,dv_12,dv_13,dv_14,dv_15,dv_16,dv_17,dv_18,dv_19,dv_2,dv_20,dv_21,dv_22,dv_23,dv_24,dv_25,dv_26,dv_27,dv_28,dv_29,dv_3,dv_4,dv_5,dv_6,dv_7,dv_8,dv_9,obj2_add_par,obj1_add_par,_risk_
gen=5_member=57_de,0,0,0.2,0,0.81166,1,0.935316,0,0,1,0,0,0.443991,0.22257,0.139909,0,1,0.271393,0.506925,0.777456,0.621932,0.326264,0.554299,0.216089,1,0,0,0,0.752282,0.438259,0,0,0.331983
gen=5_member=55_de,1,0.0924921,1,0.262998,0.498655,0.258109,0,0,0,0.733581,0,0.420715,0.533605,0,0.0797062,0.497872,1,0.540294,1,0.159442,0.743413,0.0508525,1,0,0.0807019,0.117841,0,0,0.531985,0.852032,0,0,0.361493
gen=5_member=51_de,0,0.109905,0.649116,0.631175,1,0,1,0,0,0.666588,0.0554227,0.822229,0.888798,0.685543,0.200799,0.730699,0.438961,0.13696,0.137287,0,0.721294,0.556916,0.973653,1,0.0625795,0,0.531916,0,0.747216,0.734512,0,0,0.593955
gen=4_member=41_de,0,0,1,0,0.72689,1,0.0509854,0,0,1,0.0554227,0.228488,0.888798,0.177402,0.107223,0.0636893,1,0.460628,0.870875,1,0.68611,0.258319,0.973653,0.129432,1,0,0.0851066,0,0,0.597116,0,0,0.99
gen=1_member=13_de,0,0.356193,0.610586,0,0.526158,0.733099,0,0.115659,0,0.962786,0.72158,0.0567237,1,0.723651,0.0449611,0.503607,1,0.499452,0.951306,0.578328,0.638002,0.354719,0.655988,0,0.780984,0,0.158343,0,0.806362,0.678339,0,0,0.0321403
gen=2_member=27_de,0.800834,0.0148636,0.200303,0.282969,1,0.340439,0.0581033,0,0,0.324279,0.667869,0.164356,0.443991,0,0.0311109,0.739041,0.810042,0,0.0785746,0.751709,0.659972,0.218002,0.595967,0.813499,0.537404,0,0,0,0,1,0,0,0.568018
gen=0_member=1,0.00140468,0.390143,0.1322,0.588205,0.177466,0.641531,0.271827,0.139584,0.383884,0.962786,0.302934,0.597792,0.581179,0.814845,0.928534,0.212191,0.529423,0.169898,0.951306,0.578328,0.832368,0.439332,0.998794,0.724441,0.843893,0.0102769,0.284091,0.19651,0.806362,0.353482,0,0,0.776914
gen=5_member=54_de,0.640834,0.149709,0.168088,0.670289,0.856536,0.210899,0.953517,0,0,0.286916,0.698227,0.300979,0.2,0,0.133671,0.886036,0.587393,0.027392,0.222056,0.174987,0.745017,0.459537,0.0421902,0.302745,0.0125159,0.117841,0.259575,0,0.474376,0.830573,0,0,0.298462
gen=5_member=52_de,0.640834,0.0803788,1,0,0.659399,0.785758,0,0,0,0.286916,0.365037,0.397717,0.444644,0,0.0233132,0.0547525,1,0.0995833,1,1,0.671228,0.216176,1,0,0.371939,0,0,0,0,0.667534,0,0,0.759226
gen=4_member=49_de,0.160167,0.0658591,1,0.343862,0.821856,0.0689974,0.0581033,0,0,0.331832,1,0.651562,1,0.22584,0.0939786,0.616735,0.699601,0.236543,0.545254,0.781266,0.695156,0.339726,0.524192,0.813499,0.434519,0,0.340426,0,0.34105,0.879925,0,0,0.433776
