real_name,dv_0,dv_1,dv_10,dv_11,dv_12,dv_13,dv_14,dv_15,dv_16,dv_17,dv_18,dv_19,dv_2,dv_20,dv_21,dv_22,dv_23,dv_24,dv_25,dv_26,dv_27,dv_28,dv_29,dv_3,dv_4,dv_5,dv_6,dv_7,dv_8,dv_9,obj2_add_par,obj1_add_par,_risk_
gen=0_member=0,0.146121,0.710415,0.452261,0.064446,0.309648,0.540928,0.695615,0.217641,0.911272,0.360583,0.573398,0.0444526,0.82979,0.346584,0.319678,0.603367,0.0339149,0.947137,0.925758,0.970076,0.865138,0.828635,0.0910422,0.812571,0.237434,0.942207,0.176349,0.395253,0.52428,0.369234,0,0,0.162064
gen=0_member=1,0.00140468,0.390143,0.1322,0.588205,0.177466,0.641531,0.271827,0.139584,0.383884,0.962786,0.302934,0.597792,0.581179,0.814845,0.928534,0.212191,0.529423,0.169898,0.951306,0.578328,0.832368,0.439332,0.998794,0.724441,0.843893,0.0102769,0.284091,0.19651,0.806362,0.353482,0,0,0.776914
gen=0_member=2,0.258604,0.3776,0.12227,0.245519,0.820298,0.067223,0.112956,0.308696,0.30865,0.117416,0.103259,0.146104,0.814378,0.173408,0.124621,0.467372,0.866918,0.310932,0.393711,0.735174,0.531934,0.487829,0.532309,0.186315,0.926238,0.147018,0.145532,0.0129177,0.0583066,0.632664,0,0,0.735531
gen=0_member=3,0.508936,0.0149116,0.0139401,0.147189,0.724533,0.941546,0.311763,0.0695303,0.967908,0.263037,0.837648,0.616883,0.114149,0.936372,0.908531,0.269832,0.306929,0.573321,0.867292,0.343219,0.746493,0.7695,0.385178,0.729926,0.49884,0.929998,0.359027,0.175488,0.693674,0.540634,0,0,0.440582
gen=0_member=4,0.130156,0.91703,0.344278,0.432594,0.389653,0.740206,0.325453,0.997172,0.675951,0.237177,0.741567,0.400328,0.176521,0.484198,0.901671,0.118691,0.795396,0.250013,0.707386,0.941476,0.384578,0.670869,0.649205,0.997612,0.71032,0.473516,0.461753,0.639088,0.554978,0.715939,0,0,0.685604
gen=0_member=5,0.783195,0.437695,0.487408,0.428306,0.51253,0.0586626,0.770775,0.787678,0.892587,0.223492,0.304758,0.579165,0.397712,0.312777,0.852329,0.375508,0.12337,0.366923,0.720418,0.915784,0.762594,0.923089,0.552977,0.891679,0.429598,0.778213,0.515182,0.800827,0.861535,0.842359,0,0,0.783721
gen=0_member=6,0.802958,0.00457223,0.236622,0.496374,0.584647,0.270021,0.84206,0.797973,0.595882,0.23955,0.517544,0.626008,0.095548,0.474691,0.776504,0.665473,0.984145,0.660776,0.137287,0.118667,0.468336,0.46154,0.732002,0.723851,0.36251,0.775916,0.531916,0.885944,0.978716,0.938505,0,0,0.722243
gen=0_member=7,0.693841,0.0368057,0.679049,0.12497,0.201796,0.815964,0.930181,0.369445,0.069577,0.200698,0.895306,0.114816,0.18453,0.14469,0.726746,0.443342,0.990111,0.445652,0.863024,0.733543,0.890963,0.786941,0.131398,0.961843,0.909821,0.561242,0.902735,0.918263,0.925434,0.96761,0,0,0.129617
gen=0_member=8,0.291175,0.40427,0.902697,0.109581,0.279944,0.726251,0.357775,0.498844,0.135293,0.433952,0.88278,0.403173,0.789653,0.835147,0.627128,0.430116,0.635233,0.544245,0.0727084,0.795143,0.822529,0.702926,0.672522,0.27211,0.383673,0.120205,0.454063,0.46357,0.79882,0.846095,0,0,0.0706925
gen=0_member=9,0.987502,0.591205,0.567208,0.533722,0.51928,0.750013,0.963716,0.318397,0.271668,0.0592498,0.793599,0.631483,0.703967,0.554176,0.326858,0.659408,0.63504,0.0193308,0.235505,0.56876,0.551219,0.714355,0.274107,0.678127,0.191251,0.887331,0.284982,0.32777,0.248642,0.979807,0,0,0.875221
gen=1_member=10_de,0.155603,0,0,0.370007,0.650549,0,0.0700548,0,0.0749961,0.0592498,0,0.304075,0.703967,0.437926,0.146112,0.659408,0.65414,0.0193308,0.235505,0.444655,0.890165,0.302599,0.811981,0,0.191251,0.887331,0.00340291,0,0.259413,0.979807,0,0,0.808579
gen=1_member=11_de,0.291175,0.612541,1,0.424972,0.279944,1,1,0.470515,0.132982,0.312479,1,0.837138,0.684188,1,0.728863,0.629603,0.635233,0.205981,0,0.616735,0.822529,0.886433,0.386277,0.746763,0.383673,0.865881,0.531807,0.46357,0.841052,1,0,0,0.34335
gen=1_member=12_de,1,0.602506,1,0.150824,0.820298,0.817789,0.112956,0.605805,0.0727946,0,1,0.475788,0.814378,0.570417,0.0857324,0.833748,0.866918,0.318808,0.393711,0.735174,0.543348,0.92523,0.0130888,0.316262,0.926238,0.975273,0.420959,0.541419,0.242608,0.632664,0,0,0.310244
gen=1_member=13_de,0,0.356193,0.610586,0,0.526158,0.733099,0,0.115659,0,0.962786,0.72158,0.0567237,1,0.723651,0.0449611,0.503607,1,0.499452,0.951306,0.578328,0.638002,0.354719,0.655988,0,0.780984,0,0.158343,0,0.806362,0.678339,0,0,0.0321403
gen=1_member=14_de,0.496935,0.394235,0.894752,0,0.389653,0.740206,0.230678,0.997172,0.0751057,0,0.72304,0.0418222,0.976213,0.321997,0,0.634261,0.905229,0.657072,0,0.92062,0.582182,0.741724,0.299334,0,0.449549,0.473516,0.461753,0.316696,0.200376,0.715939,0,0,0.685604
gen=1_member=15_de,1,0.159661,0.389601,0.384062,0.863796,0.211627,0.793718,0,0,0.223492,0.282952,0.428103,1,0.305545,0,0.938353,0.692258,0.068066,0,0.403718,0.669103,0.567923,0.18059,0.891679,0.429598,0.626132,0.0320051,0,0,0.842359,0,0,0.915163
gen=1_member=16_de,0.800834,0.186094,0.930814,0.400669,0.44225,0.340439,0.417903,0.954874,0.120344,0.324279,0.667869,0.0444526,0.443991,0.808101,1,0.603367,0.0339149,0.0800745,0,0.751709,0.740494,0.778489,1,0.335396,0.537404,0,0.725129,0.78803,0.52428,1,0,0,0.568018
gen=1_member=17_de,1,0.180996,0.236622,0.496374,0.431512,0.738849,0.989573,0,0.595882,0.21667,0.517544,0.633759,1,0.834935,0.107223,0.908548,0.50691,0.660776,0.137287,0.118667,0.90158,0.740001,0.29276,0.0977251,0,0.604682,0.531916,0.187356,0.443715,0.938505,0,0,0.722243
gen=1_member=18_de,1,0.612541,0.0139401,0.424972,0.724533,0.941546,1,0.470515,0.967908,0.312479,1,0.837138,0.684188,1,0.728863,0.629603,0.449692,0.205981,0,0.616735,0.783695,0.886433,0.386277,0.746763,0,0.865881,0.531807,0.688292,0.841052,1,0,0,0.34335
gen=1_member=19_de,0.693841,0.159661,0.679049,0.384062,0.863796,0.815964,0.793718,0,0,0,0.895306,0.114816,0.18453,0.14469,0,0.938353,0.692258,0.068066,0.863024,0.403718,0.669103,0.567923,0.18059,0.961843,0.363986,0.626132,0.902735,0,0,0.913188,0,0,0.129617
gen=2_member=20_de,1,0.207318,0,0.384062,0.692798,0.211627,0,0,0,0.750762,0.282952,0.264421,1,0.427512,0,0.938353,1,0.068066,1,0.403718,0.757739,0,0.505572,0,0.429598,0.709864,0,0,0.594468,0.842359,0,0,0.224589
gen=2_member=21_de,0,0,0.610586,0,0.526158,0,0,0,0,0.760202,0,0,1,0.273992,0,0.503607,1,0.350132,1,0.440664,0.723178,0,0.996551,0,0.933985,0.0171601,0,0,0.34105,0.662185,0,0,0.404324
gen=2_member=22_de,0.602452,0.129227,0.162268,0.384062,0.973,0.740206,0.609175,0.997172,0.0751057,0,0.72304,0.440025,1,0.626868,0,0.83383,0.905229,0,0.761045,0.129885,0.582182,0.258319,0.299334,0.891679,0.694747,0.247319,0,0.316696,0.200376,0.812279,0,0,0.392392
gen=2_member=23_de,0,0.181549,0,0,0.258254,0.572026,0.0700548,0,0,0.712802,0.500012,0,0.703967,0.181249,0,0.507333,1,0.0193308,0.235505,0.821436,0.476791,0.302599,0.586433,0,0.191251,0,0.1023,0,0.293821,0.979807,0,0,0.305943
