member,map_to_member,constraint,risk,stack_mean,stack_stdev,pre_shift,post_shift
GEN=8_MEMBER=80_DE,GEN=8_MEMBER=80_DE,OBJ_1,0.99,7.42947,0.271441,7.28692,7.7702
GEN=8_MEMBER=80_DE,GEN=8_MEMBER=80_DE,OBJ_2,0.99,31.2377,0.329457,31.5028,31.8829
GEN=8_MEMBER=81_DE,GEN=8_MEMBER=81_DE,OBJ_1,0.01,0.142552,0.271441,0,-0.164678
GEN=8_MEMBER=81_DE,GEN=8_MEMBER=81_DE,OBJ_2,0.01,42.6518,0.329457,42.9169,42.4169
GEN=8_MEMBER=82_DE,GEN=8_MEMBER=82_DE,OBJ_1,0.891548,0.142552,0.271441,0,0.483283
GEN=8_MEMBER=82_DE,GEN=8_MEMBER=82_DE,OBJ_2,0.891548,55.3236,0.329457,55.5887,55.9688
GEN=8_MEMBER=83_DE,GEN=8_MEMBER=83_DE,OBJ_1,0.433776,5.52574,0.271441,5.38319,5.36608
GEN=8_MEMBER=83_DE,GEN=8_MEMBER=83_DE,OBJ_2,0.433776,35.7792,0.329457,36.0443,35.6729
GEN=8_MEMBER=84_DE,GEN=8_MEMBER=84_DE,OBJ_1,0.49907,0.142552,0.271441,0,-0.0171117
GEN=8_MEMBER=84_DE,GEN=8_MEMBER=84_DE,OBJ_2,0.49907,48.4534,0.329457,48.7185,48.347
GEN=8_MEMBER=85_DE,GEN=8_MEMBER=85_DE,OBJ_1,0.650979,0.93042,0.271441,0.787868,1.24296
GEN=8_MEMBER=85_DE,GEN=8_MEMBER=85_DE,OBJ_2,0.650979,46.1815,0.329457,46.4466,46.1124
GEN=8_MEMBER=86_DE,GEN=8_MEMBER=86_DE,OBJ_1,0.475221,0.142552,0.271441,0,-0.0171117
GEN=8_MEMBER=86_DE,GEN=8_MEMBER=86_DE,OBJ_2,0.475221,47.7795,0.329457,48.0446,47.6732
GEN=8_MEMBER=87_DE,GEN=8_MEMBER=87_DE,OBJ_1,0.133065,5.52574,0.271441,5.38319,5.21851
GEN=8_MEMBER=87_DE,GEN=8_MEMBER=87_DE,OBJ_2,0.133065,31.1838,0.329457,31.4489,30.9489
GEN=8_MEMBER=88_DE,GEN=8_MEMBER=88_DE,OBJ_1,0.01,0.142552,0.271441,0,-0.164678
GEN=8_MEMBER=88_DE,GEN=8_MEMBER=88_DE,OBJ_2,0.01,44.4711,0.329457,44.7362,44.2362
GEN=8_MEMBER=89_DE,GEN=8_MEMBER=89_DE,OBJ_1,0.650979,0.93042,0.271441,0.787868,1.24296
GEN=8_MEMBER=89_DE,GEN=8_MEMBER=89_DE,OBJ_2,0.650979,45.3141,0.329457,45.5792,45.245
GEN=0_MEMBER=0,GEN=8_MEMBER=85_DE,OBJ_1,0.162064,0.93042,0.271441,1.26016,0.62319
GEN=0_MEMBER=0,GEN=8_MEMBER=85_DE,OBJ_2,0.162064,46.1815,0.329457,45.7733,45.9466
GEN=0_MEMBER=1,GEN=8_MEMBER=88_DE,OBJ_1,0.776914,0.142552,0.271441,1.76559,0.455093
GEN=0_MEMBER=1,GEN=8_MEMBER=88_DE,OBJ_2,0.776914,44.4711,0.329457,43.9029,44.402
GEN=0_MEMBER=2,GEN=8_MEMBER=89_DE,OBJ_1,0.735531,0.93042,0.271441,3.31504,1.24296
GEN=0_MEMBER=2,GEN=8_MEMBER=89_DE,OBJ_2,0.735531,45.3141,0.329457,39.6457,45.245
GEN=0_MEMBER=3,GEN=8_MEMBER=83_DE,OBJ_1,0.440582,5.52574,0.271441,1.29151,5.36608
GEN=0_MEMBER=3,GEN=8_MEMBER=83_DE,OBJ_2,0.440582,35.7792,0.329457,45.6074,35.6729
GEN=0_MEMBER=4,GEN=8_MEMBER=88_DE,OBJ_1,0.685604,0.142552,0.271441,1.78933,0.455093
GEN=0_MEMBER=4,GEN=8_MEMBER=88_DE,OBJ_2,0.685604,44.4711,0.329457,45.3041,44.402
GEN=0_MEMBER=5,GEN=8_MEMBER=89_DE,OBJ_1,0.783721,0.93042,0.271441,1.90992,1.24296
GEN=0_MEMBER=5,GEN=8_MEMBER=89_DE,OBJ_2,0.783721,45.3141,0.329457,43.7344,45.245
GEN=0_MEMBER=6,GEN=8_MEMBER=80_DE,OBJ_1,0.722243,7.42947,0.271441,3.29526,7.74201
GEN=0_MEMBER=6,GEN=8_MEMBER=80_DE,OBJ_2,0.722243,31.2377,0.329457,42.5563,31.1686
GEN=0_MEMBER=7,GEN=8_MEMBER=82_DE,OBJ_1,0.129617,0.142552,0.271441,2.22143,-0.164678
GEN=0_MEMBER=7,GEN=8_MEMBER=82_DE,OBJ_2,0.129617,55.3236,0.329457,43.3744,55.0887
GEN=0_MEMBER=8,GEN=8_MEMBER=82_DE,OBJ_1,0.0706925,0.142552,0.271441,1.38928,-0.164678
GEN=0_MEMBER=8,GEN=8_MEMBER=82_DE,OBJ_2,0.0706925,55.3236,0.329457,45.4335,55.0887
GEN=0_MEMBER=9,GEN=8_MEMBER=80_DE,OBJ_1,0.875221,7.42947,0.271441,3.79257,7.7702
GEN=0_MEMBER=9,GEN=8_MEMBER=80_DE,OBJ_2,0.875221,31.2377,0.329457,42.2062,31.8829
GEN=1_MEMBER=10_DE,GEN=8_MEMBER=80_DE,OBJ_1,0.808579,7.42947,0.271441,3.43972,7.7702
GEN=1_MEMBER=10_DE,GEN=8_MEMBER=80_DE,OBJ_2,0.808579,31.2377,0.329457,41.0192,31.8829
GEN=1_MEMBER=11_DE,GEN=8_MEMBER=82_DE,OBJ_1,0.34335,0.142552,0.271441,2.57743,-0.043828
GEN=1_MEMBER=11_DE,GEN=8_MEMBER=82_DE,OBJ_2,0.34335,55.3236,0.329457,43.4471,55.0887
GEN=1_MEMBER=12_DE,GEN=8_MEMBER=82_DE,OBJ_1,0.310244,0.142552,0.271441,2.57817,-0.043828
GEN=1_MEMBER=12_DE,GEN=8_MEMBER=82_DE,OBJ_2,0.310244,55.3236,0.329457,42.6696,55.0887
GEN=1_MEMBER=13_DE,GEN=8_MEMBER=82_DE,OBJ_1,0.0321403,0.142552,0.271441,1.38927,-0.164678
