real_name,dv_0,dv_1,dv_10,dv_11,dv_12,dv_13,dv_14,dv_15,dv_16,dv_17,dv_18,dv_19,dv_2,dv_20,dv_21,dv_22,dv_23,dv_24,dv_25,dv_26,dv_27,dv_28,dv_29,dv_3,dv_4,dv_5,dv_6,dv_7,dv_8,dv_9,obj2_add_par,obj1_add_par,_risk_
gen=2_member=20_de,1,0.207318,0,0.384062,0.692798,0.211627,0,0,0,0.750762,0.282952,0.264421,1,0.427512,0,0.938353,1,0.068066,1,0.403718,0.757739,0,0.505572,0,0.429598,0.709864,0,0,0.594468,0.842359,0,0,0.224589
gen=2_member=21_de,0,0,0.610586,0,0.526158,0,0,0,0,0.760202,0,0,1,0.273992,0,0.503607,1,0.350132,1,0.440664,0.723178,0,0.996551,0,0.933985,0.0171601,0,0,0.34105,0.662185,0,0,0.404324
gen=2_member=22_de,0.602452,0.129227,0.162268,0.384062,0.973,0.740206,0.609175,0.997172,0.0751057,0,0.72304,0.440025,1,0.626868,0,0.83383,0.905229,0,0.761045,0.129885,0.582182,0.258319,0.299334,0.891679,0.694747,0.247319,0,0.316696,0.200376,0.812279,0,0,0.392392
gen=2_member=23_de,0,0.181549,0,0,0.258254,0.572026,0.0700548,0,0,0.712802,0.500012,0,0.703967,0.181249,0,0.507333,1,0.0193308,0.235505,0.821436,0.476791,0.302599,0.586433,0,0.191251,0,0.1023,0,0.293821,0.979807,0,0,0.305943
gen=2_member=24_de,1,0.129227,0.162268,0.424972,0.973,0.205941,0.609175,0,0,0.993721,0.281785,0.837138,1,0.626868,0.0359689,0.83383,0.449692,0,0.761045,0.129885,0.713759,0.886433,0.465913,0.746763,0.694747,0.247319,0,0,0.841052,0.812279,0,0,0.392392
gen=2_member=25_de,0.41134,0.373089,0.69334,0,0.72689,1,0.53133,0.233272,0,0,0.90499,0.114816,0.768644,0.14469,0,0.938353,0.692258,0.647465,0.69042,0.642227,0.52507,0.573271,0,0.501158,0.310814,0.626132,0.603837,0,0,0.646489,0,0,0.334883
gen=2_member=26_de,1,0.180996,0.162268,0.496374,0.973,0.205941,0.609175,0,0,0.993721,0.281785,0.440025,1,0.626868,0.107223,0.83383,0.768074,0,0.137287,0.129885,0.713759,0.258319,0.29276,0.891679,0,0.247319,0.531916,0,0.484788,0.812279,0,0,0.722243
gen=2_member=27_de,0.800834,0.0148636,0.200303,0.282969,1,0.340439,0.0581033,0,0,0.324279,0.667869,0.164356,0.443991,0,0.0311109,0.739041,0.810042,0,0.0785746,0.751709,0.659972,0.218002,0.595967,0.813499,0.537404,0,0,0,0,1,0,0,0.568018
gen=2_member=28_de,0.56941,0.0319321,0,0.372818,0.693199,0.817789,0.214787,0,0.0599969,0.270892,0,0.579511,1,0.540133,0.0857324,0.833748,0.661763,0.0290779,0,0.735174,0.543348,0.355664,0.685703,0.316262,0.291411,0.835091,0,0,0.207531,0.895654,0,0,0.310244
gen=2_member=29_de,0,0,1,0.424972,0.466971,1,0,0.470515,0,0.312479,0,0,1,0.273992,0,0.629603,1,0.350132,0,0.440664,0.822529,0,0.996551,0,0.933985,0.0171601,0,0,0.34105,0.662185,0,0,0.34335
