real_name,obj_1,obj_2
0||gen=9_member=90_de,3.36495,32.2367
1||gen=9_member=90_de,2.71699,32.2739
2||gen=9_member=90_de,2.83784,32.1081
3||gen=9_member=90_de,3.33676,32.9882
4||gen=9_member=90_de,2.86456,32.1081
0||gen=9_member=91_de,0.483283,55.93
1||gen=9_member=91_de,-0.164678,55.9672
2||gen=9_member=91_de,-0.043828,55.8014
3||gen=9_member=91_de,0.455093,56.6815
4||gen=9_member=91_de,-0.0171117,55.8014
0||gen=9_member=92_de,2.58243,33.9518
1||gen=9_member=92_de,1.93447,33.9891
2||gen=9_member=92_de,2.05532,33.8232
3||gen=9_member=92_de,2.55424,34.7033
4||gen=9_member=92_de,2.08204,33.8232
0||gen=9_member=93_de,8.48328,33.665
1||gen=9_member=93_de,7.83532,33.7022
2||gen=9_member=93_de,7.95617,33.5364
3||gen=9_member=93_de,8.45509,34.4165
4||gen=9_member=93_de,7.98289,33.5364
0||gen=9_member=94_de,1.06522,41.2336
1||gen=9_member=94_de,0.417262,41.2709
2||gen=9_member=94_de,0.538112,41.105
3||gen=9_member=94_de,1.03703,41.9851
4||gen=9_member=94_de,0.564828,41.105
0||gen=9_member=95_de,2.87115,37.8866
1||gen=9_member=95_de,2.22319,37.9238
2||gen=9_member=95_de,2.34404,37.758
3||gen=9_member=95_de,2.84296,38.6381
4||gen=9_member=95_de,2.37076,37.758
0||gen=9_member=96_de,1.27115,36.4232
1||gen=9_member=96_de,0.62319,36.4605
2||gen=9_member=96_de,0.74404,36.2946
3||gen=9_member=96_de,1.24296,37.1747
4||gen=9_member=96_de,0.770756,36.2946
0||gen=9_member=97_de,5.86648,36.7923
1||gen=9_member=97_de,5.21851,36.8296
2||gen=9_member=97_de,5.33936,36.6637
3||gen=9_member=97_de,5.83829,37.5438
4||gen=9_member=97_de,5.36608,36.6637
0||gen=9_member=98_de,0.491626,50.6276
1||gen=9_member=98_de,-0.156335,50.6649
2||gen=9_member=98_de,-0.0354856,50.499
3||gen=9_member=98_de,0.463436,51.3791
4||gen=9_member=98_de,-0.00876933,50.499
0||gen=9_member=99_de,10.4833,25.3762
1||gen=9_member=99_de,9.83532,25.4135
2||gen=9_member=99_de,9.95617,25.2476
3||gen=9_member=99_de,10.4551,26.1277
4||gen=9_member=99_de,9.98289,25.2476
