real_name,dv_0,dv_1,dv_10,dv_11,dv_12,dv_13,dv_14,dv_15,dv_16,dv_17,dv_18,dv_19,dv_2,dv_20,dv_21,dv_22,dv_23,dv_24,dv_25,dv_26,dv_27,dv_28,dv_29,dv_3,dv_4,dv_5,dv_6,dv_7,dv_8,dv_9,obj2_add_par,obj1_add_par,_risk_
gen=6_member=60_de,0,0.315388,0.2,0,0.81166,1,1,0.797737,0.0600845,1,0,0,0.869768,0.22257,0.138041,0.127519,0.924183,0.271393,0,0.713951,0.553672,0.919643,0,0.0432178,0.803842,0,0.369402,0.253357,0.912583,0.438259,0,0,0.331983
gen=6_member=61_de,1,0.109905,0.649116,0.631175,1,0.258109,0.953517,0,0,0.630655,0.0554227,0.822229,0.533605,0,0.200799,0.497872,1,0,1,0,0.743413,0.556916,1,0.349201,0,0.117841,0.531916,0,0.531985,0.852032,0,0,0.593955
gen=6_member=62_de,0.410134,0.109905,0.649116,0.0536726,0.877965,0.257293,1,0.115659,0,0.666588,0.0554227,0.822229,1,0.685543,0,1,0.753806,0.13696,0.700895,0.901303,0.621017,0.809057,0.973653,0.609798,0.0625795,0.500906,0.183947,0,0.528501,1,0,0,0.01
gen=6_member=63_de,0,0,1,0.262998,0.72689,0.47163,0.0407883,0,0,0.763352,0.0554227,0.558126,0.444644,0,0.107223,0.145938,1,0.509235,0.935655,1,0.68611,0,0.973653,0.103546,0.255914,0.117841,0,0,0,0.787053,0,0,0.99
gen=6_member=64_de,0.487333,0.257679,0.610586,0,0.234353,0.733099,0,0.115659,0,1,0.0186831,0.22531,1,0.723651,0.00873822,0.191929,1,0.917943,1,0.482114,0.6578,0,1,0,0.780984,0.0235683,0,0,0.797574,0.678339,0,0,0.148435
gen=6_member=65_de,0.9283,0.0150415,0.886527,0.222908,0.985734,0.146008,0,0,0,0.589745,0.667869,0.164356,1,0.180672,0.0798226,0.577116,0.661609,0,0,0.576722,0.667209,0.218002,0.64259,0.839759,0.451712,0,0.272341,0,0,1,0,0,0.777595
gen=6_member=66_de,0,0.390143,0.821679,0.323926,0.620685,0,0.549568,0.797737,0.383884,0.666588,0.302934,0.597792,1,0.827388,0.928534,0.487425,0.609338,0.608165,0,0.413521,0.832368,0.695957,1,0.230525,0.13103,0,0.284091,0.253357,0.907517,0.576713,0,0,0.776914
gen=6_member=67_de,0,0.0744903,0,0.670289,0.83725,0.291227,0.589653,0,0,0.108123,1,0.479746,0,0,0.160142,0.790666,0.587393,0.027392,0.743028,0.652013,0.758623,0.459537,0.270448,0.213941,0.102145,0.117841,0.233971,0,0.800572,0.956686,0,0,0.01
gen=6_member=68_de,0.841124,0.326373,0.362938,0.601024,0,0.182824,0,0.111667,0.307107,0.970539,0,0.559577,0.643356,0.426036,0.666844,0.0547525,1,0.300727,1,1,0.868946,0,1,0,0.117402,0.126063,0.0332301,0.157208,1,0.589735,0,0,0.302989
gen=6_member=69_de,0,0,1,0,0.576348,1,0.844951,0,0,0.331832,1,0,0.592489,0.662764,0.0761814,0.0289882,0.699601,0.422209,0.545254,0.781266,0.706786,0.219776,0.524192,0.0670369,0.434519,0,0.340426,0,1,0.474799,0,0,0.433776
