member,map_to_member,constraint,risk,stack_mean,stack_stdev,pre_shift,post_shift
GEN=10_MEMBER=100_DE,GEN=10_MEMBER=100_DE,OBJ_1,0.777074,10.1426,0.271441,10,10.4551
GEN=10_MEMBER=100_DE,GEN=10_MEMBER=100_DE,OBJ_2,0.777074,22.8756,0.329457,23.1407,22.8065
GEN=10_MEMBER=101_DE,GEN=10_MEMBER=101_DE,OBJ_1,0.01,0.142552,0.271441,0,-0.164678
GEN=10_MEMBER=101_DE,GEN=10_MEMBER=101_DE,OBJ_2,0.01,55.046,0.329457,55.3111,54.8111
GEN=10_MEMBER=102_DE,GEN=10_MEMBER=102_DE,OBJ_1,0.358838,8.3066,0.271441,8.16405,8.12022
GEN=10_MEMBER=102_DE,GEN=10_MEMBER=102_DE,OBJ_2,0.358838,26.3138,0.329457,26.5789,26.0789
GEN=10_MEMBER=103_DE,GEN=10_MEMBER=103_DE,OBJ_1,0.891548,7.10131,0.271441,6.95876,7.44204
GEN=10_MEMBER=103_DE,GEN=10_MEMBER=103_DE,OBJ_2,0.891548,32.3438,0.329457,32.6089,32.989
GEN=10_MEMBER=104_DE,GEN=10_MEMBER=104_DE,OBJ_1,0.652497,10.1426,0.271441,10,10.4551
GEN=10_MEMBER=104_DE,GEN=10_MEMBER=104_DE,OBJ_2,0.652497,32.8818,0.329457,33.1469,32.8127
GEN=10_MEMBER=105_DE,GEN=10_MEMBER=105_DE,OBJ_1,0.99,0.142552,0.271441,0,0.483283
GEN=10_MEMBER=105_DE,GEN=10_MEMBER=105_DE,OBJ_2,0.99,54.3642,0.329457,54.6293,55.0094
GEN=10_MEMBER=106_DE,GEN=10_MEMBER=106_DE,OBJ_1,0.931759,5.03522,0.271441,4.89267,5.37596
GEN=10_MEMBER=106_DE,GEN=10_MEMBER=106_DE,OBJ_2,0.931759,30.9464,0.329457,31.2115,31.5916
GEN=10_MEMBER=107_DE,GEN=10_MEMBER=107_DE,OBJ_1,0.796856,10.1426,0.271441,10,10.4551
GEN=10_MEMBER=107_DE,GEN=10_MEMBER=107_DE,OBJ_2,0.796856,35.4737,0.329457,35.7388,35.4047
GEN=10_MEMBER=108_DE,GEN=10_MEMBER=108_DE,OBJ_1,0.721544,6.05712,0.271441,5.91457,6.36966
GEN=10_MEMBER=108_DE,GEN=10_MEMBER=108_DE,OBJ_2,0.721544,38.9196,0.329457,39.1847,38.8505
GEN=10_MEMBER=109_DE,GEN=10_MEMBER=109_DE,OBJ_1,0.99,6.55089,0.271441,6.40834,6.89163
