,stage,k_01,k_02,k_03,k_04,k_05,k_06,k_07,k_08,k_09,k_10
0,0.8006561782831678,4.19411598701751,0.08462607325520735,0.7088145429685603,12.67514895944365,0.0567559999700304,6.08314530956258,0.14059819198038334,3.3120529453276633,16.686617248389478,0.3561846883919205
1,1.2520166503610546,0.8924275553826512,0.08462607325520735,0.7088145429685603,12.67514895944365,0.0567559999700304,6.08314530956258,0.14059819198038334,3.3120529453276633,16.686617248389478,0.3561846883919205
2,0.8063452486914842,11.124501644317341,0.08462607325520735,0.7088145429685603,12.67514895944365,0.0567559999700304,6.08314530956258,0.14059819198038334,3.3120529453276633,16.686617248389478,0.3561846883919205
3,1.6595795539197171,0.03398581845478562,0.08462607325520735,0.7088145429685603,12.67514895944365,0.0567559999700304,6.08314530956258,0.14059819198038334,3.3120529453276633,16.686617248389478,0.3561846883919205
4,1.6287560628972826,0.06858846173759461,0.08462607325520735,0.7088145429685603,12.67514895944365,0.0567559999700304,6.08314530956258,0.14059819198038334,3.3120529453276633,16.686617248389478,0.3561846883919205
5,0.8006561782831678,4.19411598701751,0.04837087405778631,0.6637638958154354,5.338902475178567,2.479464650596186,22.40659244632088,2.400315333371689,0.06453591803375046,0.05674671576058155,0.635254617543127
6,1.2520166503610546,0.8924275553826512,0.04837087405778631,0.6637638958154354,5.338902475178567,2.479464650596186,22.40659244632088,2.400315333371689,0.06453591803375046,0.05674671576058155,0.635254617543127
7,0.8063452486914842,11.124501644317341,0.04837087405778631,0.6637638958154354,5.338902475178567,2.479464650596186,22.40659244632088,2.400315333371689,0.06453591803375046,0.05674671576058155,0.635254617543127
8,1.6595795539197171,0.03398581845478562,0.04837087405778631,0.6637638958154354,5.338902475178567,2.479464650596186,22.40659244632088,2.400315333371689,0.06453591803375046,0.05674671576058155,0.635254617543127
9,1.6287560628972826,0.06858846173759461,0.04837087405778631,0.6637638958154354,5.338902475178567,2.479464650596186,22.40659244632088,2.400315333371689,0.06453591803375046,0.05674671576058155,0.635254617543127
10,0.8006561782831678,4.19411598701751,5.846554703532355,8.00534064077056,1.9024938918661618,0.48785124009971664,2.012054800094325,1.0731885460925559,0.04131096522802794,6.072507850857371,7.3371660662150315
11,1.2520166503610546,0.8924275553826512,5.846554703532355,8.00534064077056,1.9024938918661618,0.48785124009971664,2.012054800094325,1.0731885460925559,0.04131096522802794,6.072507850857371,7.3371660662150315
12,0.8063452486914842,11.124501644317341,5.846554703532355,8.00534064077056,1.9024938918661618,0.48785124009971664,2.012054800094325,1.0731885460925559,0.04131096522802794,6.072507850857371,7.3371660662150315
13,1.6595795539197171,0.03398581845478562,5.846554703532355,8.00534064077056,1.9024938918661618,0.48785124009971664,2.012054800094325,1.0731885460925559,0.04131096522802794,6.072507850857371,7.3371660662150315
14,1.6287560628972826,0.06858846173759461,5.846554703532355,8.00534064077056,1.9024938918661618,0.48785124009971664,2.012054800094325,1.0731885460925559,0.04131096522802794,6.072507850857371,7.3371660662150315
15,0.8006561782831678,4.19411598701751,0.2739639735016822,0.22749574217442325,1.6145141026023446,0.03159983166912916,17.352046150206203,14.969735673685872,20.331436894279793,9.848127271206259,7.653244687774941
16,1.2520166503610546,0.8924275553826512,0.2739639735016822,0.22749574217442325,1.6145141026023446,0.03159983166912916,17.352046150206203,14.969735673685872,20.331436894279793,9.848127271206259,7.653244687774941
17,0.8063452486914842,11.124501644317341,0.2739639735016822,0.22749574217442325,1.6145141026023446,0.03159983166912916,17.352046150206203,14.969735673685872,20.331436894279793,9.848127271206259,7.653244687774941
18,1.6595795539197171,0.03398581845478562,0.2739639735016822,0.22749574217442325,1.6145141026023446,0.03159983166912916,17.352046150206203,14.969735673685872,20.331436894279793,9.848127271206259,7.653244687774941
19,1.6287560628972826,0.06858846173759461,0.2739639735016822,0.22749574217442325,1.6145141026023446,0.03159983166912916,17.352046150206203,14.969735673685872,20.331436894279793,9.848127271206259,7.653244687774941
20,0.8006561782831678,4.19411598701751,0.08282560904520482,0.059129362546019346,0.6310383084765789,9.969980270724209,0.21415905050832013,0.3793778770262452,4.012933381357635,0.9856930946658573,0.7268208218601574
21,1.2520166503610546,0.8924275553826512,0.08282560904520482,0.059129362546019346,0.6310383084765789,9.969980270724209,0.21415905050832013,0.3793778770262452,4.012933381357635,0.9856930946658573,0.7268208218601574
22,0.8063452486914842,11.124501644317341,0.08282560904520482,0.059129362546019346,0.6310383084765789,9.969980270724209,0.21415905050832013,0.3793778770262452,4.012933381357635,0.9856930946658573,0.7268208218601574
23,1.6595795539197171,0.03398581845478562,0.08282560904520482,0.059129362546019346,0.6310383084765789,9.969980270724209,0.21415905050832013,0.3793778770262452,4.012933381357635,0.9856930946658573,0.7268208218601574
24,1.6287560628972826,0.06858846173759461,0.08282560904520482,0.059129362546019346,0.6310383084765789,9.969980270724209,0.21415905050832013,0.3793778770262452,4.012933381357635,0.9856930946658573,0.7268208218601574
