member,map_to_member,constraint,risk,stack_mean,stack_stdev,pre_shift,post_shift
GEN=2_MEMBER=20_DE,GEN=0_MEMBER=2,OBJ_1,0.224589,2.72859,0.271441,4.40335,2.54221
GEN=2_MEMBER=20_DE,GEN=0_MEMBER=2,OBJ_2,0.224589,31.2219,0.329457,38.5456,30.987
GEN=2_MEMBER=21_DE,GEN=0_MEMBER=2,OBJ_1,0.404324,2.72859,0.271441,1.82776,2.56893
GEN=2_MEMBER=21_DE,GEN=0_MEMBER=2,OBJ_2,0.404324,31.2219,0.329457,42.4268,31.1156
GEN=2_MEMBER=22_DE,GEN=0_MEMBER=9,OBJ_1,0.392392,10.0176,0.271441,5.27257,9.83119
GEN=2_MEMBER=22_DE,GEN=0_MEMBER=9,OBJ_2,0.392392,32.263,0.329457,38.1009,32.028
GEN=2_MEMBER=23_DE,GEN=0_MEMBER=2,OBJ_1,0.305943,2.72859,0.271441,3.09902,2.54221
GEN=2_MEMBER=23_DE,GEN=0_MEMBER=2,OBJ_2,0.305943,31.2219,0.329457,40.6016,30.987
GEN=2_MEMBER=24_DE,GEN=0_MEMBER=9,OBJ_1,0.392392,10.0176,0.271441,4.16819,9.83119
GEN=2_MEMBER=24_DE,GEN=0_MEMBER=9,OBJ_2,0.392392,32.263,0.329457,39.962,32.028
GEN=2_MEMBER=25_DE,GEN=0_MEMBER=9,OBJ_1,0.334883,10.0176,0.271441,4.9765,9.83119
GEN=2_MEMBER=25_DE,GEN=0_MEMBER=9,OBJ_2,0.334883,32.263,0.329457,38.6333,32.028
GEN=2_MEMBER=26_DE,GEN=0_MEMBER=9,OBJ_1,0.722243,10.0176,0.271441,5.63728,10.3301
GEN=2_MEMBER=26_DE,GEN=0_MEMBER=9,OBJ_2,0.722243,32.263,0.329457,38.7957,32.1939
GEN=2_MEMBER=27_DE,GEN=0_MEMBER=2,OBJ_1,0.568018,2.72859,0.271441,4.4803,2.56893
GEN=2_MEMBER=27_DE,GEN=0_MEMBER=2,OBJ_2,0.568018,31.2219,0.329457,37.4142,31.1156
GEN=2_MEMBER=28_DE,GEN=0_MEMBER=2,OBJ_1,0.310244,2.72859,0.271441,4.48965,2.54221
GEN=2_MEMBER=28_DE,GEN=0_MEMBER=2,OBJ_2,0.310244,31.2219,0.329457,37.9927,30.987
GEN=2_MEMBER=29_DE,GEN=0_MEMBER=2,OBJ_1,0.34335,2.72859,0.271441,3.04296,2.54221
GEN=2_MEMBER=29_DE,GEN=0_MEMBER=2,OBJ_2,0.34335,31.2219,0.329457,41.1366,30.987
