dv_0 0.0446344115
dv_1 0.000000e+00
dv_2 1.0000000000
dv_3 0.5138636677
dv_4 0.1181864450
dv_5 0.6028974455
dv_6 0.1843898736
dv_7 0.0201226297
dv_8 1.0000000000
dv_9 1.0000000000
dv_10 0.16746548493
dv_11 0.20114710186
dv_12 6.4185262e-03
dv_13 1.00000000000
dv_14 1.00000000000
dv_15 0.07146692979
dv_16 0.09930658060
dv_17 0.22349205613
dv_18 0.28690147547
dv_19 0.21949989628
dv_20 0.88724388514
dv_21 0.43203127522
dv_22 1.00000000000
dv_23 0.76770030664
dv_24 0.75611128869
dv_25 0.28552435095
dv_26 0.55572434913
dv_27 0.46819559497
dv_28 0.56792275580
dv_29 0.92454845156
