"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   1.36410336425E+02   1.64050000000E+02  h3385.5     
   1.36025549857E+02   1.63410000000E+02  h3385.6     
   1.35144340224E+02   1.69640000000E+02  h3385.7     
   1.26721607803E+02   1.07200000000E+02  h3452.1     
   1.18481585486E+02   9.76100000000E+01  h3452.2     
   1.14862653082E+02   9.38600000000E+01  h3452.3     
   1.14031441866E+02   1.03300000000E+02  h3452.4     
   1.13395614406E+02   9.55400000000E+01  h3452.5     
   1.12787511878E+02   9.06100000000E+01  h3452.6     
   1.12232211818E+02   9.27400000000E+01  h3452.7     
   1.10925497071E+02   8.86200000000E+01  h3452.8     
   1.03822706554E+02   7.93800000000E+01  h3452.9     
   1.03546873899E+02   8.07300000000E+01  h3452.10    
   1.02292926915E+02   7.81400000000E+01  h3452.11    
   1.02019226256E+02   7.47500000000E+01  h3452.12    
   1.01951952641E+02   7.59400000000E+01  h3452.13    
   1.51243180803E+02   1.59960000000E+02  h3477.1     
   1.51243811807E+02   1.59480000000E+02  h3477.2     
   1.51255154808E+02   1.67620000000E+02  h3477.3     
   1.51265995394E+02   1.68460000000E+02  h3477.4     
   1.51272746501E+02   1.67740000000E+02  h3477.5     
   1.51299846570E+02   1.64020000000E+02  h3477.6     
   1.51304375332E+02   1.61230000000E+02  h3477.7     
   1.51310414694E+02   1.60330000000E+02  h3477.8     
   1.51317629511E+02   1.59430000000E+02  h3477.9     
   1.51325025319E+02   1.60030000000E+02  h3477.10    
   1.51334812550E+02   1.63730000000E+02  h3477.11    
   1.51342867752E+02   1.66030000000E+02  h3477.12    
   1.51353521725E+02   1.62730000000E+02  h3477.13    
   1.51361356095E+02   1.63230000000E+02  h3477.14    
   1.51369921028E+02   1.63530000000E+02  h3477.15    
   1.51378257873E+02   1.65330000000E+02  h3477.16    
   1.51388978970E+02   1.68630000000E+02  h3477.17    
   1.51399515797E+02   1.69230000000E+02  h3477.18    
   1.51409832759E+02   1.65130000000E+02  h3477.19    
   1.51420652569E+02   1.63030000000E+02  h3477.20    
   1.51431201939E+02   1.60730000000E+02  h3477.21    
   1.51442786789E+02   1.65580000000E+02  h3477.22    
   1.51452333590E+02   1.67830000000E+02  h3477.23    
   1.51462116566E+02   1.63010000000E+02  h3477.24    
   1.51471643529E+02   1.65440000000E+02  h3477.25    
   1.51481301130E+02   1.65900000000E+02  h3477.26    
   1.51490551683E+02   1.65730000000E+02  h3477.27    
   1.51499874599E+02   1.68810000000E+02  h3477.28    
   1.51509297347E+02   1.66650000000E+02  h3477.29    
   1.51520729510E+02   1.69710000000E+02  h3477.30    
   1.51530904944E+02   1.66530000000E+02  h3477.31    
   1.51539475649E+02   1.67490000000E+02  h3477.32    
   1.51551700657E+02   1.69400000000E+02  h3477.33    
   1.51566800787E+02   1.70090000000E+02  h3477.34    
   1.51580171618E+02   1.69600000000E+02  h3477.35    
   1.51588917552E+02   1.69780000000E+02  h3477.36    
   1.51615487499E+02   1.65890000000E+02  h3477.37    
   1.51669253897E+02   1.68550000000E+02  h3477.38    
   8.59408842412E+01   6.67000000000E+01  h3500.1     
   8.53584268690E+01   6.70100000000E+01  h3500.2     
   8.30274317134E+01   6.47500000000E+01  h3500.3     
   8.11171514292E+01   6.15800000000E+01  h3500.4     
   7.92018784892E+01   5.72000000000E+01  h3500.5     
   7.73768815255E+01   5.56300000000E+01  h3500.6     
   7.58879311268E+01   5.49000000000E+01  h3500.7     
   7.48810487330E+01   5.58600000000E+01  h3500.8     
   7.39814038800E+01   5.51700000000E+01  h3500.9     
   7.33051138083E+01   5.47600000000E+01  h3500.10    
   7.09210456674E+01   5.27800000000E+01  h3500.11    
   5.44987021134E+01   5.21400000000E+01  h3500.12    
   5.05336275600E+01   6.59100000000E+01  h3500.13    
   5.01621510615E+01   7.18700000000E+01  h3500.14    
   4.97129619315E+01   5.76200000000E+01  h3500.15    
   4.92659502028E+01   4.01500000000E+01  h3500.16    
   5.80147876710E+01   7.03900000000E+01  h3529.1     
   5.81171895314E+01   8.24200000000E+01  h3529.2     
   5.81235963028E+01   8.59000000000E+01  h3529.3     
   5.81352569600E+01   7.49900000000E+01  h3529.4     
   5.81434723143E+01   7.07700000000E+01  h3529.5     
   5.81514540089E+01   7.45600000000E+01  h3529.6     
   5.81575837765E+01   7.44500000000E+01  h3529.7     
   5.81665189676E+01   7.16900000000E+01  h3529.8     
   5.81702981508E+01   7.82500000000E+01  h3529.9     
   5.81513874870E+01   7.96500000000E+01  h3529.10    
   5.81330121646E+01   8.17000000000E+01  h3529.11    
   5.81152215927E+01   7.77700000000E+01  h3529.12    
   5.81109883861E+01   7.99000000000E+01  h3529.13    
   5.81078631279E+01   8.39500000000E+01  h3529.14    
   5.81107224560E+01   9.24600000000E+01  h3529.15    
   5.81112608192E+01   8.16600000000E+01  h3529.16    
   5.81107490133E+01   8.08700000000E+01  h3529.17    
   5.81098137353E+01   7.32100000000E+01  h3529.18    
   5.80740420584E+01   7.81300000000E+01  h3529.19    
   5.78997882171E+01   8.04200000000E+01  h3529.20    
   5.77850244452E+01   8.18000000000E+01  h3529.21    
   5.76713603513E+01   7.29200000000E+01  h3529.22    
   5.75691724986E+01   7.58200000000E+01  h3529.23    
   5.74839078977E+01   8.48300000000E+01  h3529.24    
   5.74208814361E+01   8.05500000000E+01  h3529.25    
   5.73739156898E+01   8.10000000000E+01  h3529.26    
   5.73085504868E+01   8.19100000000E+01  h3529.27    
   5.72173557281E+01   8.08800000000E+01  h3529.28    
   5.71862194853E+01   7.93600000000E+01  h3529.29    
   5.71317125810E+01   6.98300000000E+01  h3529.30    
   5.71252531496E+01   7.64700000000E+01  h3529.31    
   5.71217555924E+01   7.77800000000E+01  h3529.32    
   5.71259202393E+01   7.76200000000E+01  h3529.33    
   5.70915934018E+01   7.77400000000E+01  h3529.34    
   5.70287327632E+01   8.60700000000E+01  h3529.35    
   5.69845736254E+01   8.01100000000E+01  h3529.36    
   5.69054264731E+01   7.77100000000E+01  h3529.37    
   5.68547248070E+01   8.44900000000E+01  h3529.38    
   5.67914343083E+01   7.69200000000E+01  h3529.39    
   5.67394058051E+01   7.85200000000E+01  h3529.40    
   5.66802309863E+01   7.41800000000E+01  h3529.41    
   5.66373279555E+01   7.01000000000E+01  h3529.42    
   5.65976088780E+01   7.50700000000E+01  h3529.43    
   5.65487883984E+01   7.74500000000E+01  h3529.44    
   5.64869743819E+01   7.75300000000E+01  h3529.45    
   5.64423999280E+01   8.44400000000E+01  h3529.46    
   5.63707633281E+01   7.26400000000E+01  h3529.47    
   5.63239354259E+01   7.34300000000E+01  h3529.48    
   8.25154420887E+01   7.29200000000E+01  h3557.1     
   8.25075743136E+01   7.33500000000E+01  h3557.2     
   8.24810108265E+01   7.34200000000E+01  h3557.3     
   8.25326263104E+01   7.49700000000E+01  h3557.4     
   2.21520181703E+01   5.98000000000E+01  h3625.1     
   3.19949355194E+01   2.11800000000E+01  h3625.2     
   4.06883599944E+01   3.66600000000E+01  h3625.3     
   4.08237893756E+01   3.63500000000E+01  h3625.4     
   4.15830415579E+01   3.34600000000E+01  h3625.5     
   4.19143055853E+01   3.02500000000E+01  h3625.6     
   4.22363235865E+01   2.75200000000E+01  h3625.7     
   4.24190045122E+01   2.45500000000E+01  h3625.8     
   4.22397662525E+01   1.73100000000E+01  h3625.9     
   4.13232137834E+01   1.43800000000E+01  h3625.10    
   4.00483060684E+01   1.04200000000E+01  h3625.11    
   3.84925945885E+01   8.17000000000E+00  h3625.12    
   3.68676210196E+01   7.43000000000E+00  h3625.13    
   3.53912663290E+01   5.83000000000E+00  h3625.14    
   3.27355942694E+01   3.40000000000E+00  h3625.15    
   3.01399387870E+01   3.30000000000E+00  h3625.16    
   2.74002465458E+01   2.02000000000E+00  h3625.17    
   2.48444487056E+01  -4.99000000000E+00  h3625.18    
   2.25845716971E+01  -6.41000000000E+00  h3625.19    
   2.08672445922E+01  -8.39000000000E+00  h3625.20    
   1.95862038624E+01  -8.64000000000E+00  h3625.21    
   1.84617427256E+01  -1.10400000000E+01  h3625.22    
   1.74980353842E+01  -1.12000000000E+01  h3625.23    
   1.36447308356E+01  -1.32300000000E+01  h3625.24    
   1.20154822284E+01  -1.38900000000E+01  h3625.25    
   9.37453964368E+00  -1.54300000000E+01  h3625.26    
   6.88568706848E+00  -1.67500000000E+01  h3625.27    
   4.52761627032E+00  -1.72100000000E+01  h3625.28    
   2.29434098352E+00  -2.00100000000E+01  h3625.29    
  -1.41887823303E-02  -2.18600000000E+01  h3625.30    
  -2.61598336644E+00  -2.48700000000E+01  h3625.31    
  -4.58997874511E+00  -2.55300000000E+01  h3625.32    
  -6.80706447683E+00  -2.82200000000E+01  h3625.33    
  -9.63224780113E+00  -2.96000000000E+01  h3625.34    
  -1.27513510483E+01  -3.09200000000E+01  h3625.35    
  -1.60152578288E+01  -3.25900000000E+01  h3625.36    
  -1.89813617299E+01  -3.27900000000E+01  h3625.37    
  -2.18074639393E+01  -3.58300000000E+01  h3625.38    
  -2.35666532982E+01  -3.62100000000E+01  h3625.39    
  -2.50362025196E+01  -3.62700000000E+01  h3625.40    
  -2.63158970841E+01  -3.80300000000E+01  h3625.41    
  -2.74533846162E+01  -3.81300000000E+01  h3625.42    
   1.40529821539E+02   1.59630000000E+02  h3661.1     
   1.40540865800E+02   1.59510000000E+02  h3661.2     
   1.41029654181E+02   1.71770000000E+02  h3661.3     
   1.40966275655E+02   1.70470000000E+02  h3661.4     
   1.40923810491E+02   1.68160000000E+02  h3661.5     
   1.40719089895E+02   1.65210000000E+02  h3661.6     
   1.40489725055E+02   1.61470000000E+02  h3661.7     
   1.40211960411E+02   1.61370000000E+02  h3661.8     
   1.40056998581E+02   1.60670000000E+02  h3661.9     
   1.39919400823E+02   1.61770000000E+02  h3661.10    
   1.39878420554E+02   1.66370000000E+02  h3661.11    
   1.40106021716E+02   1.70370000000E+02  h3661.12    
   1.40376960542E+02   1.63670000000E+02  h3661.13    
   1.40312163139E+02   1.62970000000E+02  h3661.14    
   1.40151022698E+02   1.64670000000E+02  h3661.15    
   1.40017100236E+02   1.65870000000E+02  h3661.16    
   1.40256081796E+02   1.76470000000E+02  h3661.17    
   1.40470029559E+02   1.77670000000E+02  h3661.18    
   1.40654485612E+02   1.63370000000E+02  h3661.19    
   1.40823928229E+02   1.61970000000E+02  h3661.20    
   1.40961278549E+02   1.59970000000E+02  h3661.21    
   1.40756934919E+02   1.59630000000E+02  h3661.22    
   1.40569247111E+02   1.64520000000E+02  h3661.23    
   1.40404567621E+02   1.61790000000E+02  h3661.24    
   1.40367635001E+02   1.61570000000E+02  h3661.25    
   1.40338506872E+02   1.64290000000E+02  h3661.26    
   1.40393120138E+02   1.63010000000E+02  h3661.27    
   1.40445016332E+02   1.69470000000E+02  h3661.28    
   1.40488658985E+02   1.66020000000E+02  h3661.29    
   1.40528873749E+02   1.71080000000E+02  h3661.30    
   1.40563004146E+02   1.68920000000E+02  h3661.31    
   1.40593526649E+02   1.63670000000E+02  h3661.32    
   1.40623402531E+02   1.62860000000E+02  h3661.33    
   1.40653730479E+02   1.68520000000E+02  h3661.34    
   1.40680927405E+02   1.75430000000E+02  h3661.35    
   1.40700008850E+02   1.69870000000E+02  h3661.36    
   1.40720344302E+02   1.66270000000E+02  h3661.37    
   1.40738793135E+02   1.64470000000E+02  h3661.38    
   1.40742327942E+02   1.62500000000E+02  h3661.39    
   1.40762621315E+02   1.73730000000E+02  h3661.40    
   1.40773739166E+02   1.75290000000E+02  h3661.41    
   1.40782512548E+02   1.76360000000E+02  h3661.42    
   1.40794647553E+02   1.66360000000E+02  h3661.43    
   1.40817006624E+02   1.77370000000E+02  h3661.44    
   1.40819233108E+02   1.67430000000E+02  h3661.45    
   1.40823877134E+02   1.61450000000E+02  h3661.46    
   1.40827506551E+02   1.72050000000E+02  h3661.47    
   1.40824863193E+02   1.61690000000E+02  h3661.48    
   1.40824835234E+02   1.61900000000E+02  h3661.49    
   1.47277190753E+02   1.62540000000E+02  h3664.1     
   1.47277968696E+02   1.62310000000E+02  h3664.2     
   1.47293348626E+02   1.73990000000E+02  h3664.3     
   1.47312300621E+02   1.71330000000E+02  h3664.4     
   1.47318685685E+02   1.72090000000E+02  h3664.5     
   1.47357379683E+02   1.67420000000E+02  h3664.6     
   1.47359534883E+02   1.65720000000E+02  h3664.7     
   1.47364627282E+02   1.65720000000E+02  h3664.8     
   1.47369523194E+02   1.65820000000E+02  h3664.9     
   1.47373582587E+02   1.66320000000E+02  h3664.10    
   1.47378616132E+02   1.71220000000E+02  h3664.11    
   1.47384970796E+02   1.74520000000E+02  h3664.12    
   1.47394794837E+02   1.68220000000E+02  h3664.13    
   1.47401514600E+02   1.67620000000E+02  h3664.14    
   1.47408143871E+02   1.70920000000E+02  h3664.15    
   1.47413714237E+02   1.74920000000E+02  h3664.16    
   1.47423159247E+02   1.77720000000E+02  h3664.17    
   1.47432121323E+02   1.75450000000E+02  h3665.1     
   1.47433718650E+02   1.77400000000E+02  h3665.2     
   1.47445127823E+02   1.69100000000E+02  h3665.3     
   1.47458115614E+02   1.65800000000E+02  h3665.4     
   1.47471590531E+02   1.63300000000E+02  h3665.5     
   1.47483064888E+02   1.64640000000E+02  h3665.6     
   1.47493304259E+02   1.71510000000E+02  h3665.7     
   1.47502537665E+02   1.64570000000E+02  h3665.8     
   1.47510929626E+02   1.64700000000E+02  h3665.9     
   1.47519076800E+02   1.70160000000E+02  h3665.10    
   1.47527120283E+02   1.68850000000E+02  h3665.11    
   1.47535665315E+02   1.73350000000E+02  h3665.12    
   1.47544166788E+02   1.70070000000E+02  h3665.13    
   1.47554907669E+02   1.75020000000E+02  h3665.14    
   1.47565196193E+02   1.73650000000E+02  h3665.15    
   1.47573206633E+02   1.68220000000E+02  h3665.16    
   1.47584026085E+02   1.66640000000E+02  h3665.17    
   1.47598092452E+02   1.72510000000E+02  h3665.18    
   1.47614374684E+02   1.76100000000E+02  h3665.19    
   1.47626137317E+02   1.74010000000E+02  h3665.20    
   1.47640383958E+02   1.71230000000E+02  h3665.21    
   1.47655104299E+02   1.67520000000E+02  h3665.22    
   1.47657574022E+02   1.66500000000E+02  h3665.23    
   1.47673978794E+02   1.73840000000E+02  h3665.24    
   1.47685458007E+02   1.74540000000E+02  h3665.25    
   1.47696436925E+02   1.75460000000E+02  h3665.26    
   1.47707400249E+02   1.71030000000E+02  h3665.27    
   1.66983234367E+02   1.58810000000E+02  h3676.1     
   1.66983749079E+02   1.58480000000E+02  h3676.2     
   1.66994580814E+02   1.68480000000E+02  h3676.3     
   1.67004978645E+02   1.68470000000E+02  h3676.4     
   1.67011459957E+02   1.68020000000E+02  h3676.5     
   1.38351130754E+02   1.54970000000E+02  h3686.1     
   1.38350300549E+02   1.54780000000E+02  h3686.2     
   1.38605052799E+02   1.62520000000E+02  h3686.3     
   1.38595786956E+02   1.61560000000E+02  h3686.4     
   1.38570031294E+02   1.61100000000E+02  h3686.5     
   1.38428730804E+02   1.60060000000E+02  h3686.6     
   1.38280208128E+02   1.57070000000E+02  h3686.7     
   1.38076015101E+02   1.58370000000E+02  h3686.8     
   1.37931810551E+02   1.56370000000E+02  h3686.9     
   1.37798197330E+02   1.57470000000E+02  h3686.10    
   1.37697605422E+02   1.59370000000E+02  h3686.11    
   1.37796068045E+02   1.63670000000E+02  h3686.12    
   1.37940031298E+02   1.60470000000E+02  h3686.13    
   1.37902661692E+02   1.59570000000E+02  h3686.14    
   1.37785328759E+02   1.59770000000E+02  h3686.15    
   1.37672982330E+02   1.59670000000E+02  h3686.16    
   1.37779370325E+02   1.69370000000E+02  h3686.17    
   1.37898558056E+02   1.70080000000E+02  h3686.18    
   1.38019340100E+02   1.61070000000E+02  h3686.19    
   1.38135808617E+02   1.58070000000E+02  h3686.20    
   1.38239228206E+02   1.56170000000E+02  h3686.21    
   1.38142506911E+02   1.56920000000E+02  h3686.22    
   1.38025938324E+02   1.59790000000E+02  h3686.23    
   1.37912912601E+02   1.57850000000E+02  h3686.24    
   1.37868641144E+02   1.57970000000E+02  h3686.25    
   1.37834987213E+02   1.58970000000E+02  h3686.26    
   1.37851037821E+02   1.58280000000E+02  h3686.27    
   1.37872880995E+02   1.60720000000E+02  h3686.28    
   1.37893387747E+02   1.60910000000E+02  h3686.29    
   1.37913103309E+02   1.63030000000E+02  h3686.30    
   1.37931197336E+02   1.63060000000E+02  h3686.31    
   1.37949151333E+02   1.59120000000E+02  h3686.32    
   1.37967402969E+02   1.60530000000E+02  h3686.33    
   1.37986668422E+02   1.63270000000E+02  h3686.34    
   1.38004729864E+02   1.70440000000E+02  h3686.35    
   1.38019300112E+02   1.64540000000E+02  h3686.36    
   1.38035952081E+02   1.62490000000E+02  h3686.37    
   1.38052843759E+02   1.62540000000E+02  h3686.38    
   1.38056020750E+02   1.59520000000E+02  h3686.39    
   1.38073541426E+02   1.72320000000E+02  h3686.40    
   1.38092676986E+02   1.66570000000E+02  h3686.41    
   1.38104109490E+02   1.58730000000E+02  h3686.42    
   1.63535236505E+02   1.63430000000E+02  h3687.1     
   1.63539590250E+02   1.68330000000E+02  h3687.2     
   1.63550668984E+02   1.70030000000E+02  h3687.3     
   1.63561543439E+02   1.70330000000E+02  h3687.4     
   1.63572180342E+02   1.66930000000E+02  h3687.5     
   1.63583326344E+02   1.63830000000E+02  h3687.6     
   1.63594188611E+02   1.61330000000E+02  h3687.7     
   1.63604390428E+02   1.65510000000E+02  h3687.8     
   1.63614580598E+02   1.68790000000E+02  h3687.9     
   1.63624850082E+02   1.61780000000E+02  h3687.10    
   1.63634818131E+02   1.64150000000E+02  h3687.11    
   1.63644780676E+02   1.68040000000E+02  h3687.12    
   1.63654170266E+02   1.66830000000E+02  h3687.13    
   1.63663831140E+02   1.69030000000E+02  h3687.14    
   1.63673158273E+02   1.67220000000E+02  h3687.15    
   1.63684471363E+02   1.70090000000E+02  h3687.16    
   1.63695516214E+02   1.69740000000E+02  h3687.17    
   1.63704258211E+02   1.68210000000E+02  h3687.18    
   1.63714974419E+02   1.64790000000E+02  h3687.19    
   1.63728319525E+02   1.69550000000E+02  h3687.20    
   1.63746443740E+02   1.70170000000E+02  h3687.21    
   1.63755435631E+02   1.70440000000E+02  h3687.22    
   1.63769654895E+02   1.68390000000E+02  h3687.23    
   1.63784014807E+02   1.63680000000E+02  h3687.24    
   1.63786433434E+02   1.64860000000E+02  h3687.25    
   1.63802041414E+02   1.68770000000E+02  h3687.26    
   1.63813007623E+02   1.69580000000E+02  h3687.27    
   1.63823857111E+02   1.70330000000E+02  h3687.28    
   1.63834582319E+02   1.69520000000E+02  h3687.29    
   1.63866320799E+02   1.63430000000E+02  h3687.30    
   8.31788950939E+01   6.90900000000E+01  h3706.1     
   8.31802148265E+01   7.15200000000E+01  h3706.2     
   8.31881474263E+01   7.40500000000E+01  h3706.3     
  -1.56606979206E+01  -4.48300000000E+01  h3778.1     
  -1.81814906373E+01  -4.36300000000E+01  h3778.2     
  -2.78103615633E+01  -4.73300000000E+01  h3778.3     
  -3.30696739766E+01  -4.77000000000E+01  h3778.4     
  -3.73349544050E+01  -4.93200000000E+01  h3778.5     
  -4.13039017027E+01  -4.64300000000E+01  h3778.6     
  -4.52304068206E+01  -4.74600000000E+01  h3778.7     
  -4.67432488942E+01  -3.90300000000E+01  h3778.8     
  -5.06017140800E+01  -4.17300000000E+01  h3778.9     
  -5.24593835749E+01  -4.48600000000E+01  h3778.10    
  -5.60502342316E+01  -5.04100000000E+01  h3778.11    
  -5.78388487279E+01  -4.82600000000E+01  h3778.12    
  -5.88784670171E+01  -4.66200000000E+01  h3778.13    
  -6.08686511125E+01  -5.06400000000E+01  h3778.14    
  -6.25968264261E+01  -4.79600000000E+01  h3778.15    
  -6.34604285377E+01  -3.51800000000E+01  h3778.16    
  -6.25139093771E+01  -3.28400000000E+01  h3778.17    
  -6.17648642322E+01  -2.91900000000E+01  h3778.18    
  -5.98683907093E+01  -2.94200000000E+01  h3778.19    
  -5.88466732269E+01  -3.07200000000E+01  h3778.20    
  -5.68788082841E+01  -2.02800000000E+01  h3778.21    
  -3.86775314126E+01  -3.81300000000E+01  h3778.22    
  -3.87490492352E+01  -3.81800000000E+01  h3778.23    
  -3.96456615168E+01  -2.32200000000E+01  h3778.24    
   7.91972478713E+01   7.48600000000E+01  h3779.1     
   7.91987835954E+01   7.43000000000E+01  h3779.2     
   7.92015308318E+01   7.42400000000E+01  h3779.3     
   7.92024336429E+01   7.38600000000E+01  h3779.4     
   7.92033922629E+01   7.37400000000E+01  h3779.5     
   7.91996568509E+01   7.34800000000E+01  h3779.6     
   7.91918581772E+01   7.33400000000E+01  h3779.7     
   7.91884769282E+01   7.37600000000E+01  h3779.8     
   7.91797967811E+01   7.23700000000E+01  h3779.9     
   7.91736334243E+01   7.32600000000E+01  h3779.10    
   7.91730836071E+01   7.27600000000E+01  h3779.11    
   7.91751947588E+01   7.26600000000E+01  h3779.12    
   7.91764744955E+01   7.27200000000E+01  h3779.13    
   7.91784893799E+01   7.20700000000E+01  h3779.14    
   7.91798327968E+01   7.15000000000E+01  h3779.15    
   7.91770169654E+01   7.23300000000E+01  h3779.16    
   7.91716087934E+01   7.21200000000E+01  h3779.17    
   7.91686447701E+01   7.20000000000E+01  h3779.18    
   7.91556677288E+01   7.18100000000E+01  h3779.19    
   7.91491043612E+01   7.25800000000E+01  h3779.20    
   7.91468928310E+01   7.40500000000E+01  h3779.21    
   7.91462482140E+01   7.43900000000E+01  h3779.22    
   6.90568277782E+01   7.30800000000E+01  h3780.1     
   6.85799607661E+01   7.28700000000E+01  h3780.2     
   6.66857716445E+01   7.19500000000E+01  h3780.3     
   6.55458085679E+01   7.17000000000E+01  h3780.4     
   6.45574525536E+01   7.15400000000E+01  h3780.5     
   6.34724748366E+01   7.20300000000E+01  h3780.6     
   6.22035626473E+01   7.44400000000E+01  h3780.7     
   6.16751762270E+01   7.32600000000E+01  h3780.8     
   6.03034061318E+01   7.22200000000E+01  h3780.9     
   5.93006034533E+01   7.50500000000E+01  h3780.10    
   5.82579716509E+01   7.12200000000E+01  h3780.11    
   5.73094160026E+01   7.08900000000E+01  h3780.12    
   5.67043105948E+01   7.22400000000E+01  h3780.13    
   5.55780477834E+01   7.10100000000E+01  h3780.14    
   5.46793064492E+01   6.79600000000E+01  h3780.15    
   5.38300617701E+01   6.98400000000E+01  h3780.16    
   5.30152458815E+01   7.04100000000E+01  h3780.17    
   5.26071730546E+01   7.12900000000E+01  h3780.18    
   5.16452180304E+01   7.04800000000E+01  h3780.19    
   5.10528159486E+01   7.09600000000E+01  h3780.20    
   4.59382868474E+01   7.15000000000E+01  h3780.21    
   4.58897695673E+01   7.17500000000E+01  h3780.22    
   1.47081008033E+02   1.71920000000E+02  h3794.1     
   1.47081102829E+02   1.62330000000E+02  h3794.2     
   1.47138188789E+02   1.71500000000E+02  h3794.3     
   1.47145308727E+02   1.71380000000E+02  h3794.4     
   1.47146609611E+02   1.70360000000E+02  h3794.5     
   1.47142932387E+02   1.68480000000E+02  h3794.6     
   1.47118711723E+02   1.64360000000E+02  h3794.7     
   1.47084367528E+02   1.63160000000E+02  h3794.8     
   1.47060036883E+02   1.63660000000E+02  h3794.9     
   1.47036348243E+02   1.66060000000E+02  h3794.10    
   1.47018528738E+02   1.69460000000E+02  h3794.11    
   1.47038481084E+02   1.72160000000E+02  h3794.12    
   1.47067586588E+02   1.68460000000E+02  h3794.13    
   1.47061704546E+02   1.67360000000E+02  h3794.14    
   1.47041564705E+02   1.68060000000E+02  h3794.15    
   1.47021758374E+02   1.73460000000E+02  h3794.16    
   1.47044461424E+02   1.78760000000E+02  h3794.17    
   1.47070420593E+02   1.79860000000E+02  h3794.18    
   1.47096051057E+02   1.72960000000E+02  h3794.19    
   1.47122871159E+02   1.69760000000E+02  h3794.20    
   1.47148042229E+02   1.65260000000E+02  h3794.21    
   1.47134877631E+02   1.65860000000E+02  h3794.22    
   1.47118046433E+02   1.73050000000E+02  h3794.23    
   1.47101056440E+02   1.68480000000E+02  h3794.24    
   1.47096195914E+02   1.66480000000E+02  h3794.25    
   1.47092647036E+02   1.71500000000E+02  h3794.26    
   1.47098253939E+02   1.70420000000E+02  h3794.27    
   1.47104980965E+02   1.72960000000E+02  h3794.28    
   1.47111579150E+02   1.71300000000E+02  h3794.29    
   1.47119051766E+02   1.75280000000E+02  h3794.30    
   1.47126265880E+02   1.73760000000E+02  h3794.31    
   1.47132564821E+02   1.68940000000E+02  h3794.32    
   1.47140080512E+02   1.69770000000E+02  h3794.33    
   1.47149163260E+02   1.71860000000E+02  h3794.34    
   1.47161040252E+02   1.76740000000E+02  h3794.35    
   1.99747514038E+01  -1.24800000000E+01  h3799.1     
   1.83763038086E+01  -1.26400000000E+01  h3799.2     
   1.67495639258E+01  -1.36700000000E+01  h3799.3     
   2.00263560906E+01  -1.44300000000E+01  h3799.4     
   2.18466094348E+01  -1.51300000000E+01  h3799.5     
   2.26211404608E+01  -1.58200000000E+01  h3799.6     
   2.26999150989E+01  -1.71400000000E+01  h3799.7     
   2.22521212738E+01  -2.13600000000E+01  h3799.8     
   2.14237634116E+01  -2.49700000000E+01  h3799.9     
   2.01401444421E+01  -2.73400000000E+01  h3799.10    
   1.86313492359E+01  -2.90300000000E+01  h3799.11    
   1.68452822528E+01  -3.10200000000E+01  h3799.12    
   1.48953648996E+01  -3.24300000000E+01  h3799.13    
   1.21591945917E+01  -3.31500000000E+01  h3799.14    
   1.01477959623E+01  -3.33300000000E+01  h3799.15    
   7.50709364087E+00  -3.65600000000E+01  h3799.16    
   4.30487529383E+00  -4.01400000000E+01  h3799.17    
   2.32207977181E+00  -3.73400000000E+01  h3799.18    
  -7.10468497306E-01  -3.68300000000E+01  h3799.19    
  -3.05165491324E+00  -3.81800000000E+01  h3799.20    
  -6.18722320073E+00  -3.80200000000E+01  h3799.21    
  -8.80357194983E+00  -4.09200000000E+01  h3799.22    
  -1.15193932193E+01  -4.09200000000E+01  h3799.23    
  -1.47247376035E+01  -4.21500000000E+01  h3799.24    
  -1.85307050429E+01  -4.27600000000E+01  h3799.25    
  -2.09836373810E+01  -4.49300000000E+01  h3799.26    
  -2.39457081710E+01  -4.59700000000E+01  h3799.27    
  -2.61554011756E+01  -4.32900000000E+01  h3799.28    
  -2.79839227263E+01  -4.34000000000E+01  h3799.29    
  -2.97503848004E+01  -4.45400000000E+01  h3799.30    
  -3.13022572194E+01  -4.40800000000E+01  h3799.31    
  -3.24501756155E+01  -4.47300000000E+01  h3799.32    
  -3.42027968268E+01  -4.45600000000E+01  h3799.33    
  -3.56035843157E+01  -4.53500000000E+01  h3799.34    
  -3.77605026929E+01  -4.41100000000E+01  h3799.35    
  -3.97705034604E+01  -4.43100000000E+01  h3799.36    
  -4.16599658278E+01  -4.34100000000E+01  h3799.37    
  -4.33752512423E+01  -4.38200000000E+01  h3799.38    
  -4.54997556749E+01  -4.52600000000E+01  h3799.39    
  -4.78716845971E+01  -4.65800000000E+01  h3799.40    
  -5.00583374357E+01  -4.82200000000E+01  h3799.41    
  -5.22121580118E+01  -5.18800000000E+01  h3799.42    
  -5.40636893417E+01  -5.70600000000E+01  h3799.43    
  -5.66022069720E+01  -5.93800000000E+01  h3799.44    
  -5.96043485285E+01  -6.11100000000E+01  h3799.45    
  -6.26343279180E+01  -5.58600000000E+01  h3799.46    
  -6.52483978420E+01  -6.07300000000E+01  h3799.47    
  -6.76910844603E+01  -6.21000000000E+01  h3799.48    
  -6.97245613382E+01  -5.90000000000E+01  h3799.49    
  -7.13646645972E+01  -6.20100000000E+01  h3799.50    
  -7.28910923324E+01  -6.24100000000E+01  h3799.51    
  -7.43456072550E+01  -6.19700000000E+01  h3799.52    
