,dvar1,dvar2,par1
0,-1.713054110292421,-0.1280065701349107,0.0
1,0.7301368297767503,-0.11450476743374345,0.0
2,-0.17223350545752136,-0.11290434274041698,0.0
3,0.4518267287628597,-0.12169647421154055,0.0
4,-0.16342677424441643,-0.1279980094506802,0.0
5,0.25013220539996517,-0.11369421459560788,0.0
6,-0.08265861964451016,-0.12138939828048545,0.0
7,-0.01777688204001704,-0.11355207378884023,0.0
8,-0.3314488522878096,-0.13187636650336165,0.0
9,1.661974616458972,-0.11302657172181627,0.0
10,-0.12367062763379832,-0.12136644318453561,0.0
11,1.5838543665032496,-0.1149854564472568,0.0
12,0.716554941382022,-0.10128900136276738,0.0
13,-0.026822566664898573,-0.1216096748884081,0.0
14,-1.3333787182504793,-0.12528176959661075,0.0
15,-1.6506866485859844,-0.13270793834855138,0.0
16,0.3370608003452711,-0.11065181170570498,0.0
17,1.5895127516994836,-0.1221004483398807,0.0
18,0.25090713873097903,-0.15534381472986544,0.0
19,-1.031550736944298,-0.13111123186255946,0.0
20,-0.6972606413684412,-0.12042177320587859,0.0
21,1.1952139154691306,-0.11439737336431884,0.0
22,0.04239460280472743,-0.12184527267456156,0.0
23,-1.4057526301499612,-0.1051611630844313,0.0
24,-0.5174520548844559,-0.18423577121617962,0.0
25,-0.300796960501506,-0.12175420179567208,0.0
