MODEL INPUT FILE
d_var1,    1.2226969E-01
d_var2,    2.9649659E-01
d_var3,    8.6765608E-02
d_var4,    8.0032522E-02
d_var5,    5.7468290E-01
d_var6,    3.5697357E-01
d_var7,    2.6998007E-01
d_var8,    6.9937570E-01
d_var9,    1.6862596E-02
d_var10,     1.1295583E-01
d_var11,     1.0325867E-01
d_var12,     1.2462106E-01
d_var13,     3.9371066E-01
d_var14,     5.3230948E-01
d_var15,     1.4553188E-01
d_var16,     7.4033788E-01
d_var17,     5.8506900E-01
d_var18,     5.3642223E-01
d_var19,     3.9515321E-01
d_var20,     3.5909113E-01
d_var21,     1.4337983E-01
d_var22,     4.8068684E-01
d_var23,     3.3595200E-01
d_var24,     2.6571519E-02
d_var25,     5.9653313E-01
d_var26,     6.4483879E-01
d_var27,     2.3880707E-01
d_var28,     9.3961995E-01
d_var29,     4.4460885E-01
d_var30,     4.2177494E-01
par1,   0.0000000E+00
par2,   0.0000000E+00
par3,   0.0000000E+00
par4,   0.0000000E+00
par5,   0.0000000E+00
par6,   0.0000000E+00
par7,   0.0000000E+00
par8,   0.0000000E+00
par9,   0.0000000E+00
par10,    0.0000000E+00
par11,    0.0000000E+00
par12,    0.0000000E+00
par13,    0.0000000E+00
par14,    0.0000000E+00
par15,    0.0000000E+00
par16,    0.0000000E+00
par17,    0.0000000E+00
par18,    0.0000000E+00
par19,    0.0000000E+00
par20,    0.0000000E+00
par21,    0.0000000E+00
par22,    0.0000000E+00
par23,    0.0000000E+00
par24,    0.0000000E+00
par25,    0.0000000E+00
par26,    0.0000000E+00
par27,    0.0000000E+00
par28,    0.0000000E+00
par29,    0.0000000E+00
par30,    0.0000000E+00
