,stage,k_01,k_02,k_03,k_04,k_05,k_06,k_07,k_08,k_09,k_10
0,1.1247929478402343,0.06859666030943679,9.848127271206259,0.13186431598473475,0.0855522908606389,0.4480283745809563,8.519195541342187,0.43968647554602414,0.42292165182416536,5.106120544863472,0.07161017568341317
1,1.0898756091892159,0.14919410975753014,0.9856930946658573,0.060889751106061915,4.654615778464468,11.704492713060576,0.2401749066341864,11.069071992417268,0.18471206878623986,2.9717530599892314,0.40290403463675095
2,0.7991462790602797,0.061433699850998925,0.3561846883919205,0.5279117434556199,0.27629948927166315,0.36314091311095653,0.18416076784767532,6.96136271553544,19.529281111196706,0.06854864277210447,2.562205712971813
3,1.3168138751027612,6.409358634784872,0.635254617543127,5.123679776030826,7.082520919077433,19.411953809223693,0.12247213518371751,2.531836314647639,9.718753970557099,0.3079812503786093,1.4125110538491383
4,0.6228207729867719,0.18683821194449196,7.3371660662150315,3.253476381115564,17.922663341882263,0.0745858457567771,6.192670656488689,6.007766035024788,1.6150526518635142,16.262447443808764,0.050975208098913365
5,0.8108457859881961,3.382077183290407,7.653244687774941,0.5496861330858549,22.198357693394176,0.06670722790637947,5.597457718411889,23.528554809030577,0.2688121548529557,3.9370740472579326,1.255067259494843
6,0.5680003158239266,0.33942192732935184,0.7268208218601574,23.729467344082213,2.1723969080240404,0.05992976282147009,1.2685445833217854,20.596069537071344,0.12450547300668859,2.5195299068046575,0.06649401124136978
7,1.3523862387802956,14.093897583719192,2.5736430002815003,0.9291359259619433,0.6954103500559055,0.06221902214740555,0.12031626781240196,2.4473952745201144,15.313974153848466,15.840271073449957,12.12325088621735
8,1.459681294328,0.02580219732880111,0.606121153511006,1.1151599813150104,0.49208895188239654,0.3858867712437647,0.9112830048773616,0.13710677093149987,16.016594896751947,17.81647424401929,7.070553480532888
9,0.398754135144578,0.4080831689692143,3.211581340989136,0.8566785261722584,0.1844908421743854,9.272944515054627,5.47969764940812,5.1413280489187585,0.09510005566200835,0.8474351889975295,0.6629140025426622
10,0.026014418419706198,0.5684920263911758,0.04688854055018982,14.399314581001109,2.348647675663566,0.0813170211751581,6.3650251979552985,0.23488288972469915,0.6899528614292644,3.1695961946626463,0.17873232051221463
11,0.9127890942718204,0.058176699503218327,0.9882536680448373,0.3831771806298202,0.2545634320508378,16.474029695290938,1.3243071160158162,0.03254516160243314,19.43566665120602,0.3829001578043431,10.456368672396191
12,1.2502552410215906,0.2696337728833517,2.215923434718554,2.420732909453196,23.1066860075062,4.065609391596127,0.24442771973483296,0.48459163754157936,0.026150760967948834,14.767121159674195,1.7041672717906116
13,0.0012663158946766284,0.12817593977668873,3.9259648462158743,1.5457087567920904,5.765246674893726,10.121633027949013,3.7308899840607355,0.17791042508940924,0.10667524078628438,0.051342107918416945,6.093537065581718
14,0.8061527565880386,12.765276606416297,2.603188088121861,1.465696873908878,1.0457797494532877,0.28901779548450246,0.26583110185226155,0.3473974039488382,0.059841300719143085,0.052174465882559126,5.310514786187099
15,1.0984487957037024,0.039019176162403135,6.849397781440987,3.7710322012721544,0.10002601614173023,0.03658739717448057,1.8657842567354022,3.615680770550458,0.06101264812711942,0.49002370943964707,0.2880652250150909
16,1.7789730348339223,0.13630014986288236,0.09054919641175715,1.4736228138461902,0.24020725892522823,0.5841786934896033,3.4604803875290293,0.08474096333541808,0.056784190052589875,5.155766962667746,9.867313044919156
17,0.44801806567668656,0.49627505573340397,24.591007242300435,21.1690279126439,0.03758856486032259,0.7921357831857008,0.17101576844819444,1.5900701915215358,3.0151920175108797,0.35385856616321953,5.443823292082685
18,0.15979114900900937,0.7710144834598841,3.711028885966036,0.10527696237088607,1.5630375345749994,0.0712438369329183,12.300040383275547,0.8248385245587023,11.471598893416708,11.179249592519614,0.33393838979051205
19,1.5480134214482877,0.05329467627890854,0.16378315014736702,3.4370608414554518,2.4078247622958524,4.335577690303363,0.9383738516947836,0.22714653662082712,0.031016085527995077,0.04934351852924058,0.03239469868691302
20,0.9039955253904521,0.2122673216198351,0.12889694019011036,0.055784302735922976,13.201453314967619,0.07432543548682592,0.8931213065134687,15.481686913038464,19.194798850681714,0.1037849233580801,5.8091710692187615
